,GEO_ID,NAME,H011A001,H011A002,H011A003,H011A004
175,8710000US3610607,"ZCTA5 10607, New York",3092,2140,603,349
176,8710000US3610701,"ZCTA5 10701, New York",26136,7644,3596,14896
177,8710000US3610703,"ZCTA5 10703, New York",11341,4611,2173,4557
178,8710000US3610704,"ZCTA5 10704, New York",22873,9433,4460,8980
179,8710000US3610705,"ZCTA5 10705, New York",17039,4750,2157,10132
180,8710000US3610706,"ZCTA5 10706, New York",7207,4164,1511,1532
181,8710000US3610707,"ZCTA5 10707, New York",8102,4420,1517,2165
182,8710000US3610708,"ZCTA5 10708, New York",17503,10020,4273,3210
183,8710000US3610709,"ZCTA5 10709, New York",8366,5238,1803,1325
184,8710000US3610710,"ZCTA5 10710, New York",16238,9213,4088,2937
185,8710000US3610801,"ZCTA5 10801, New York",21601,7628,2532,11441
186,8710000US3610803,"ZCTA5 10803, New York",10425,7029,1990,1406
187,8710000US3610804,"ZCTA5 10804, New York",12111,8690,2890,531
188,8710000US3610805,"ZCTA5 10805, New York",11704,3380,1758,6566
189,8710000US3610901,"ZCTA5 10901, New York",19523,12894,3531,3098
190,8710000US3610910,"ZCTA5 10910, New York",16,0,0,16
191,8710000US3610911,"ZCTA5 10911, New York",2,0,0,2
192,8710000US3610913,"ZCTA5 10913, New York",4480,3250,999,231
193,8710000US3610914,"ZCTA5 10914, New York",346,275,60,11
194,8710000US3610915,"ZCTA5 10915, New York",101,26,38,37
195,8710000US3610916,"ZCTA5 10916, New York",4049,3142,591,316
196,8710000US3610917,"ZCTA5 10917, New York",1598,1029,237,332
197,8710000US3610918,"ZCTA5 10918, New York",9513,6870,1408,1235
198,8710000US3610919,"ZCTA5 10919, New York",904,651,128,125
199,8710000US3610920,"ZCTA5 10920, New York",6847,4810,1213,824
200,8710000US3610921,"ZCTA5 10921, New York",3622,2510,643,469
201,8710000US3610922,"ZCTA5 10922, New York",1357,800,296,261
202,8710000US3610923,"ZCTA5 10923, New York",5647,3363,911,1373
203,8710000US3610924,"ZCTA5 10924, New York",10298,6562,1584,2152
204,8710000US3610925,"ZCTA5 10925, New York",4176,2680,605,891
205,8710000US3610926,"ZCTA5 10926, New York",2340,1386,266,688
206,8710000US3610927,"ZCTA5 10927, New York",5430,2230,495,2705
207,8710000US3610928,"ZCTA5 10928, New York",3037,1323,553,1161
208,8710000US3610930,"ZCTA5 10930, New York",7431,5805,1004,622
209,8710000US3610931,"ZCTA5 10931, New York",564,209,77,278
210,8710000US3610932,"ZCTA5 10932, New York",60,45,9,6
211,8710000US3610933,"ZCTA5 10933, New York",442,308,84,50
212,8710000US3610940,"ZCTA5 10940, New York",29671,15759,4348,9564
213,8710000US3610941,"ZCTA5 10941, New York",9518,5647,1364,2507
214,8710000US3610950,"ZCTA5 10950, New York",43087,22263,4287,16537
215,8710000US3610952,"ZCTA5 10952, New York",35478,13926,4162,17390
216,8710000US3610953,"ZCTA5 10953, New York",239,185,34,20
217,8710000US3610954,"ZCTA5 10954, New York",15565,9481,2903,3181
218,8710000US3610956,"ZCTA5 10956, New York",24670,17797,5262,1611
219,8710000US3610958,"ZCTA5 10958, New York",2710,1918,410,382
220,8710000US3610960,"ZCTA5 10960, New York",9913,4822,1326,3765
221,8710000US3610962,"ZCTA5 10962, New York",3770,2470,852,448
222,8710000US3610963,"ZCTA5 10963, New York",2320,1649,298,373
223,8710000US3610964,"ZCTA5 10964, New York",1183,705,279,199
224,8710000US3610965,"ZCTA5 10965, New York",13737,9262,2622,1853
225,8710000US3610968,"ZCTA5 10968, New York",2034,954,346,734
226,8710000US3610969,"ZCTA5 10969, New York",1179,674,252,253
227,8710000US3610970,"ZCTA5 10970, New York",6164,3972,1209,983
228,8710000US3610973,"ZCTA5 10973, New York",1926,1311,373,242
229,8710000US3610974,"ZCTA5 10974, New York",2754,1863,461,430
230,8710000US3610975,"ZCTA5 10975, New York",252,108,27,117
231,8710000US3610976,"ZCTA5 10976, New York",1253,669,199,385
232,8710000US3610977,"ZCTA5 10977, New York",29896,11132,2664,16100
233,8710000US3610979,"ZCTA5 10979, New York",219,150,46,23
234,8710000US3610980,"ZCTA5 10980, New York",11642,7921,2369,1352
235,8710000US3610983,"ZCTA5 10983, New York",4612,3231,1052,329
236,8710000US3610984,"ZCTA5 10984, New York",2259,1708,420,131
237,8710000US3610985,"ZCTA5 10985, New York",52,44,4,4
238,8710000US3610986,"ZCTA5 10986, New York",1846,1272,257,317
239,8710000US3610987,"ZCTA5 10987, New York",3010,1920,573,517
240,8710000US3610988,"ZCTA5 10988, New York",836,539,116,181
241,8710000US3610989,"ZCTA5 10989, New York",7163,4906,1406,851
242,8710000US3610990,"ZCTA5 10990, New York",17969,12416,2956,2597
243,8710000US3610992,"ZCTA5 10992, New York",8095,5984,1235,876
244,8710000US3610993,"ZCTA5 10993, New York",2728,1519,332,877
245,8710000US3610994,"ZCTA5 10994, New York",5911,4290,1179,442
246,8710000US3610996,"ZCTA5 10996, New York",1939,0,4,1935
247,8710000US3610998,"ZCTA5 10998, New York",2863,2098,399,366
248,8710000US3611001,"ZCTA5 11001, New York",19709,12166,4846,2697
249,8710000US3611003,"ZCTA5 11003, New York",12299,6194,3187,2918
250,8710000US3611004,"ZCTA5 11004, New York",6277,2899,1834,1544
251,8710000US3611005,"ZCTA5 11005, New York",1765,333,1193,239
252,8710000US3611010,"ZCTA5 11010, New York",20874,13178,5292,2404
253,8710000US3611020,"ZCTA5 11020, New York",3430,2117,1073,240
254,8710000US3611021,"ZCTA5 11021, New York",13943,6780,3759,3404
255,8710000US3611023,"ZCTA5 11023, New York",7869,4563,2154,1152
256,8710000US3611024,"ZCTA5 11024, New York",6083,3623,1576,884
257,8710000US3611030,"ZCTA5 11030, New York",14972,9585,4358,1029
258,8710000US3611040,"ZCTA5 11040, New York",25103,14144,8509,2450
259,8710000US3611042,"ZCTA5 11042, New York",2,0,0,2
260,8710000US3611050,"ZCTA5 11050, New York",24108,13489,5029,5590
261,8710000US3611096,"ZCTA5 11096, New York",3803,1563,591,1649
262,8710000US3611101,"ZCTA5 11101, New York",10797,1589,517,8691
263,8710000US3611102,"ZCTA5 11102, New York",18941,2058,1387,15496
264,8710000US3611103,"ZCTA5 11103, New York",26546,2625,2364,21557
265,8710000US3611104,"ZCTA5 11104, New York",14981,2022,974,11985
266,8710000US3611105,"ZCTA5 11105, New York",28092,5260,3924,18908
267,8710000US3611106,"ZCTA5 11106, New York",21394,2271,2225,16898
268,8710000US3611109,"ZCTA5 11109, New York",2434,305,195,1934
269,8710000US3611201,"ZCTA5 11201, New York",32095,11174,3956,16965
270,8710000US3611203,"ZCTA5 11203, New York",2376,630,280,1466
271,8710000US3611204,"ZCTA5 11204, New York",51990,11896,6727,33367
272,8710000US3611205,"ZCTA5 11205, New York",17646,3278,470,13898
273,8710000US3611206,"ZCTA5 11206, New York",34428,3372,708,30348
274,8710000US3611207,"ZCTA5 11207, New York",10223,1756,519,7948
275,8710000US3611208,"ZCTA5 11208, New York",14447,3129,1029,10289
276,8710000US3611209,"ZCTA5 11209, New York",53603,13137,6675,33791
277,8710000US3611210,"ZCTA5 11210, New York",20708,11231,3355,6122
278,8710000US3611211,"ZCTA5 11211, New York",68267,8107,3627,56533
279,8710000US3611212,"ZCTA5 11212, New York",3533,183,109,3241
280,8710000US3611213,"ZCTA5 11213, New York",12093,3462,898,7733
281,8710000US3611214,"ZCTA5 11214, New York",50294,8253,6317,35724
282,8710000US3611215,"ZCTA5 11215, New York",49349,16580,4557,28212
283,8710000US3611216,"ZCTA5 11216, New York",6909,836,62,6011
284,8710000US3611217,"ZCTA5 11217, New York",21271,6398,1409,13464
285,8710000US3611218,"ZCTA5 11218, New York",43202,11720,3747,27735
286,8710000US3611219,"ZCTA5 11219, New York",62255,9706,5659,46890
287,8710000US3611220,"ZCTA5 11220, New York",30426,4344,3290,22792
288,8710000US3611221,"ZCTA5 11221, New York",13045,1814,358,10873
289,8710000US3611222,"ZCTA5 11222, New York",30951,3967,2266,24718
290,8710000US3611223,"ZCTA5 11223, New York",52153,12925,8317,30911
291,8710000US3611224,"ZCTA5 11224, New York",27393,3808,5769,17816
292,8710000US3611225,"ZCTA5 11225, New York",9443,2358,569,6516
293,8710000US3611226,"ZCTA5 11226, New York",9829,1805,516,7508
294,8710000US3611228,"ZCTA5 11228, New York",28540,10210,6180,12150
295,8710000US3611229,"ZCTA5 11229, New York",57083,19907,9273,27903
296,8710000US3611230,"ZCTA5 11230, New York",61541,16547,8231,36763
297,8710000US3611231,"ZCTA5 11231, New York",23462,6242,1843,15377
298,8710000US3611232,"ZCTA5 11232, New York",10784,1680,1143,7961
299,8710000US3611233,"ZCTA5 11233, New York",3513,498,95,2920
300,8710000US3611234,"ZCTA5 11234, New York",42269,23102,8564,10603
301,8710000US3611235,"ZCTA5 11235, New York",61034,15672,9336,36026
302,8710000US3611236,"ZCTA5 11236, New York",6762,1848,1594,3320
303,8710000US3611237,"ZCTA5 11237, New York",17669,1165,394,16110
304,8710000US3611238,"ZCTA5 11238, New York",18985,5336,877,12772
305,8710000US3611239,"ZCTA5 11239, New York",4164,9,0,4155
306,8710000US3611351,"ZCTA5 11351, New York",0,0,0,0
307,8710000US3611354,"ZCTA5 11354, New York",14640,3588,3885,7167
308,8710000US3611355,"ZCTA5 11355, New York",14116,2098,2400,9618
309,8710000US3611356,"ZCTA5 11356, New York",12032,4327,1931,5774
310,8710000US3611357,"ZCTA5 11357, New York",29808,15371,8618,5819
311,8710000US3611358,"ZCTA5 11358, New York",19018,8101,4837,6080
312,8710000US3611359,"ZCTA5 11359, New York",0,0,0,0
313,8710000US3611360,"ZCTA5 11360, New York",13548,5538,4519,3491
314,8710000US3611361,"ZCTA5 11361, New York",15371,6526,3166,5679
315,8710000US3611362,"ZCTA5 11362, New York",10118,5148,3679,1291
316,8710000US3611363,"ZCTA5 11363, New York",4490,2256,1354,880
317,8710000US3611364,"ZCTA5 11364, New York",16197,7524,4993,3680
318,8710000US3611365,"ZCTA5 11365, New York",17256,5072,3712,8472
319,8710000US3611366,"ZCTA5 11366, New York",6144,3060,1694,1390
320,8710000US3611367,"ZCTA5 11367, New York",23823,9049,3906,10868
321,8710000US3611368,"ZCTA5 11368, New York",33592,4781,1437,27374
322,8710000US3611369,"ZCTA5 11369, New York",12454,4414,1237,6803
323,8710000US3611370,"ZCTA5 11370, New York",14792,4692,2342,7758
324,8710000US3611371,"ZCTA5 11371, New York",0,0,0,0
325,8710000US3611372,"ZCTA5 11372, New York",30334,6328,3617,20389
326,8710000US3611373,"ZCTA5 11373, New York",26646,3214,2398,21034
327,8710000US3611374,"ZCTA5 11374, New York",26989,7203,3418,16368
328,8710000US3611375,"ZCTA5 11375, New York",45269,14758,8100,22411
329,8710000US3611377,"ZCTA5 11377, New York",33897,6385,4738,22774
330,8710000US3611378,"ZCTA5 11378, New York",25691,9442,4603,11646
331,8710000US3611379,"ZCTA5 11379, New York",28880,11742,6109,11029
332,8710000US3611385,"ZCTA5 11385, New York",64845,15462,6607,42776
333,8710000US3611411,"ZCTA5 11411, New York",357,155,141,61
334,8710000US3611412,"ZCTA5 11412, New York",475,204,39,232
335,8710000US3611413,"ZCTA5 11413, New York",793,379,225,189
336,8710000US3611414,"ZCTA5 11414, New York",22958,11286,6129,5543
337,8710000US3611415,"ZCTA5 11415, New York",12175,3303,1229,7643
338,8710000US3611416,"ZCTA5 11416, New York",7845,2380,1004,4461
339,8710000US3611417,"ZCTA5 11417, New York",11888,5354,1968,4566
340,8710000US3611418,"ZCTA5 11418, New York",13374,4806,1627,6941
341,8710000US3611419,"ZCTA5 11419, New York",5805,2014,1069,2722
342,8710000US3611420,"ZCTA5 11420, New York",6873,3130,1329,2414
343,8710000US3611421,"ZCTA5 11421, New York",16872,6870,2472,7530
344,8710000US3611422,"ZCTA5 11422, New York",2235,1047,691,497
345,8710000US3611423,"ZCTA5 11423, New York",4457,2055,1170,1232
346,8710000US3611424,"ZCTA5 11424, New York",0,0,0,0
347,8710000US3611425,"ZCTA5 11425, New York",0,0,0,0
348,8710000US3611426,"ZCTA5 11426, New York",8202,4330,2283,1589
349,8710000US3611427,"ZCTA5 11427, New York",6338,2972,1915,1451
350,8710000US3611428,"ZCTA5 11428, New York",4412,2097,990,1325
351,8710000US3611429,"ZCTA5 11429, New York",1410,652,245,513
352,8710000US3611430,"ZCTA5 11430, New York",0,0,0,0
353,8710000US3611432,"ZCTA5 11432, New York",12641,4202,2257,6182
354,8710000US3611433,"ZCTA5 11433, New York",1681,521,90,1070
355,8710000US3611434,"ZCTA5 11434, New York",1326,492,149,685
356,8710000US3611435,"ZCTA5 11435, New York",13833,3294,1475,9064
357,8710000US3611436,"ZCTA5 11436, New York",617,365,35,217
358,8710000US3611451,"ZCTA5 11451, New York",0,0,0,0
359,8710000US3611501,"ZCTA5 11501, New York",15800,7946,3573,4281
360,8710000US3611507,"ZCTA5 11507, New York",4792,2860,1653,279
361,8710000US3611509,"ZCTA5 11509, New York",2581,1591,627,363
362,8710000US3611510,"ZCTA5 11510, New York",18184,12100,4193,1891
363,8710000US3611514,"ZCTA5 11514, New York",3919,2302,916,701
364,8710000US3611516,"ZCTA5 11516, New York",6684,3929,1385,1370
365,8710000US3611518,"ZCTA5 11518, New York",9951,6041,1996,1914
366,8710000US3611520,"ZCTA5 11520, New York",16982,9574,2802,4606
367,8710000US3611530,"ZCTA5 11530, New York",24568,16867,6438,1263
368,8710000US3611542,"ZCTA5 11542, New York",20197,9194,4138,6865
369,8710000US3611545,"ZCTA5 11545, New York",10854,7308,2738,808
370,8710000US3611547,"ZCTA5 11547, New York",734,469,143,122
371,8710000US3611548,"ZCTA5 11548, New York",926,578,179,169
372,8710000US3611549,"ZCTA5 11549, New York",0,0,0,0
373,8710000US3611550,"ZCTA5 11550, New York",12568,5313,1252,6003
374,8710000US3611552,"ZCTA5 11552, New York",15064,10243,3499,1322
375,8710000US3611553,"ZCTA5 11553, New York",5656,3275,983,1398
376,8710000US3611554,"ZCTA5 11554, New York",28881,18782,7527,2572
377,8710000US3611556,"ZCTA5 11556, New York",0,0,0,0
378,8710000US3611557,"ZCTA5 11557, New York",6884,4354,1875,655
379,8710000US3611558,"ZCTA5 11558, New York",7002,4095,1417,1490
380,8710000US3611559,"ZCTA5 11559, New York",7319,4333,1974,1012
381,8710000US3611560,"ZCTA5 11560, New York",5791,3526,1400,865
382,8710000US3611561,"ZCTA5 11561, New York",30935,15458,4976,10501
383,8710000US3611563,"ZCTA5 11563, New York",19514,11309,4306,3899
384,8710000US3611565,"ZCTA5 11565, New York",7778,5290,2097,391
385,8710000US3611566,"ZCTA5 11566, New York",32892,23933,7349,1610
386,8710000US3611568,"ZCTA5 11568, New York",2399,1405,842,152
387,8710000US3611569,"ZCTA5 11569, New York",1372,694,377,301
388,8710000US3611570,"ZCTA5 11570, New York",22257,14550,4601,3106
389,8710000US3611572,"ZCTA5 11572, New York",28299,19274,6597,2428
390,8710000US3611575,"ZCTA5 11575, New York",2112,1085,140,887
391,8710000US3611576,"ZCTA5 11576, New York",10054,6533,2827,694
392,8710000US3611577,"ZCTA5 11577, New York",9111,6152,2193,766
393,8710000US3611579,"ZCTA5 11579, New York",4708,2858,998,852
394,8710000US3611580,"ZCTA5 11580, New York",18588,10698,5260,2630
395,8710000US3611581,"ZCTA5 11581, New York",14384,9004,3615,1765
396,8710000US3611590,"ZCTA5 11590, New York",23978,13678,5255,5045
397,8710000US3611596,"ZCTA5 11596, New York",8819,5527,2320,972
