,GEO_ID,NAME,H011A001,H011A002,H011A003,H011A004
398,8710000US3611598,"ZCTA5 11598, New York",11892,8099,2786,1007
399,8710000US3611691,"ZCTA5 11691, New York",17108,5740,1265,10103
400,8710000US3611692,"ZCTA5 11692, New York",2624,657,259,1708
401,8710000US3611693,"ZCTA5 11693, New York",6532,2513,1317,2702
402,8710000US3611694,"ZCTA5 11694, New York",16080,7126,2739,6215
403,8710000US3611697,"ZCTA5 11697, New York",4003,2094,1857,52
404,8710000US3611701,"ZCTA5 11701, New York",12454,6792,2390,3272
405,8710000US3611702,"ZCTA5 11702, New York",13475,9054,2412,2009
406,8710000US3611703,"ZCTA5 11703, New York",13917,9557,2554,1806
407,8710000US3611704,"ZCTA5 11704, New York",30928,19510,4812,6606
408,8710000US3611705,"ZCTA5 11705, New York",7665,5350,1300,1015
409,8710000US3611706,"ZCTA5 11706, New York",37937,24166,6110,7661
410,8710000US3611709,"ZCTA5 11709, New York",6308,4026,1254,1028
411,8710000US3611710,"ZCTA5 11710, New York",31693,21947,6953,2793
412,8710000US3611713,"ZCTA5 11713, New York",6599,3624,897,2078
413,8710000US3611714,"ZCTA5 11714, New York",20841,13458,5266,2117
414,8710000US3611715,"ZCTA5 11715, New York",4561,3284,863,414
415,8710000US3611716,"ZCTA5 11716, New York",9981,6418,2017,1546
416,8710000US3611717,"ZCTA5 11717, New York",27912,17878,3285,6749
417,8710000US3611718,"ZCTA5 11718, New York",2972,2245,566,161
418,8710000US3611719,"ZCTA5 11719, New York",2930,1908,614,408
419,8710000US3611720,"ZCTA5 11720, New York",25035,18403,3792,2840
420,8710000US3611721,"ZCTA5 11721, New York",6145,4413,1294,438
421,8710000US3611722,"ZCTA5 11722, New York",15116,9770,1763,3583
422,8710000US3611724,"ZCTA5 11724, New York",3086,2076,802,208
423,8710000US3611725,"ZCTA5 11725, New York",26360,19053,5729,1578
424,8710000US3611726,"ZCTA5 11726, New York",12546,7082,2140,3324
425,8710000US3611727,"ZCTA5 11727, New York",21490,13172,2593,5725
426,8710000US3611729,"ZCTA5 11729, New York",21063,13858,4210,2995
427,8710000US3611730,"ZCTA5 11730, New York",13848,9882,2474,1492
428,8710000US3611731,"ZCTA5 11731, New York",27770,19719,5645,2406
429,8710000US3611732,"ZCTA5 11732, New York",3139,1932,682,525
430,8710000US3611733,"ZCTA5 11733, New York",16029,11820,3248,961
431,8710000US3611735,"ZCTA5 11735, New York",27127,17752,5440,3935
432,8710000US3611738,"ZCTA5 11738, New York",15474,10878,2141,2455
433,8710000US3611739,"ZCTA5 11739, New York",1190,844,321,25
434,8710000US3611740,"ZCTA5 11740, New York",8331,5748,1592,991
435,8710000US3611741,"ZCTA5 11741, New York",25364,17728,3658,3978
436,8710000US3611742,"ZCTA5 11742, New York",12027,8593,1647,1787
437,8710000US3611743,"ZCTA5 11743, New York",36041,24436,7790,3815
438,8710000US3611746,"ZCTA5 11746, New York",48782,32697,9864,6221
439,8710000US3611747,"ZCTA5 11747, New York",16756,10912,4122,1722
440,8710000US3611749,"ZCTA5 11749, New York",1939,1454,302,183
441,8710000US3611751,"ZCTA5 11751, New York",13480,9514,2191,1775
442,8710000US3611752,"ZCTA5 11752, New York",8805,6632,1459,714
443,8710000US3611753,"ZCTA5 11753, New York",8665,5834,2327,504
444,8710000US3611754,"ZCTA5 11754, New York",17662,12410,3299,1953
445,8710000US3611755,"ZCTA5 11755, New York",11030,7886,1849,1295
446,8710000US3611756,"ZCTA5 11756, New York",37963,27535,7153,3275
447,8710000US3611757,"ZCTA5 11757, New York",41338,27360,7084,6894
448,8710000US3611758,"ZCTA5 11758, New York",49020,34332,11282,3406
449,8710000US3611762,"ZCTA5 11762, New York",21691,15945,5115,631
450,8710000US3611763,"ZCTA5 11763, New York",22316,15861,3263,3192
451,8710000US3611764,"ZCTA5 11764, New York",12341,9778,1773,790
452,8710000US3611765,"ZCTA5 11765, New York",640,388,177,75
453,8710000US3611766,"ZCTA5 11766, New York",11660,8842,2214,604
454,8710000US3611767,"ZCTA5 11767, New York",13160,9822,2232,1106
455,8710000US3611768,"ZCTA5 11768, New York",20992,14574,4290,2128
456,8710000US3611769,"ZCTA5 11769, New York",9066,6311,1702,1053
457,8710000US3611770,"ZCTA5 11770, New York",136,88,38,10
458,8710000US3611771,"ZCTA5 11771, New York",8774,4786,2043,1945
459,8710000US3611772,"ZCTA5 11772, New York",35874,21387,4724,9763
460,8710000US3611776,"ZCTA5 11776, New York",20886,14443,2910,3533
461,8710000US3611777,"ZCTA5 11777, New York",7835,4820,1480,1535
462,8710000US3611778,"ZCTA5 11778, New York",11983,8641,1525,1817
463,8710000US3611779,"ZCTA5 11779, New York",34131,23714,4888,5529
464,8710000US3611780,"ZCTA5 11780, New York",14320,10087,3098,1135
465,8710000US3611782,"ZCTA5 11782, New York",14962,10380,2645,1937
466,8710000US3611783,"ZCTA5 11783, New York",20464,14461,4637,1366
467,8710000US3611784,"ZCTA5 11784, New York",21405,15498,2839,3068
468,8710000US3611786,"ZCTA5 11786, New York",5930,4885,816,229
469,8710000US3611787,"ZCTA5 11787, New York",33133,23665,6605,2863
470,8710000US3611788,"ZCTA5 11788, New York",14683,9968,3026,1689
471,8710000US3611789,"ZCTA5 11789, New York",7523,5407,884,1232
472,8710000US3611790,"ZCTA5 11790, New York",12338,8860,2488,990
473,8710000US3611791,"ZCTA5 11791, New York",18945,13141,4861,943
474,8710000US3611792,"ZCTA5 11792, New York",8093,6260,1343,490
475,8710000US3611793,"ZCTA5 11793, New York",30720,22411,6649,1660
476,8710000US3611794,"ZCTA5 11794, New York",0,0,0,0
477,8710000US3611795,"ZCTA5 11795, New York",24892,18809,4670,1413
478,8710000US3611796,"ZCTA5 11796, New York",3642,2571,558,513
479,8710000US3611797,"ZCTA5 11797, New York",7118,4437,1930,751
480,8710000US3611798,"ZCTA5 11798, New York",2824,1909,305,610
481,8710000US3611801,"ZCTA5 11801, New York",28393,17709,7233,3451
482,8710000US3611803,"ZCTA5 11803, New York",24185,16758,6138,1289
483,8710000US3611804,"ZCTA5 11804, New York",4632,3280,1083,269
484,8710000US3611901,"ZCTA5 11901, New York",18043,8773,4721,4549
485,8710000US3611930,"ZCTA5 11930, New York",1263,616,416,231
486,8710000US3611931,"ZCTA5 11931, New York",144,73,44,27
487,8710000US3611932,"ZCTA5 11932, New York",1030,426,392,212
488,8710000US3611933,"ZCTA5 11933, New York",6139,3642,1923,574
489,8710000US3611934,"ZCTA5 11934, New York",6435,4565,1016,854
490,8710000US3611935,"ZCTA5 11935, New York",3126,1697,1002,427
491,8710000US3611937,"ZCTA5 11937, New York",12829,6697,2802,3330
492,8710000US3611939,"ZCTA5 11939, New York",893,381,345,167
493,8710000US3611940,"ZCTA5 11940, New York",4924,3164,876,884
494,8710000US3611941,"ZCTA5 11941, New York",1884,1166,471,247
495,8710000US3611942,"ZCTA5 11942, New York",4312,2671,944,697
496,8710000US3611944,"ZCTA5 11944, New York",2992,1092,1025,875
497,8710000US3611946,"ZCTA5 11946, New York",11713,5794,2308,3611
498,8710000US3611947,"ZCTA5 11947, New York",378,186,107,85
499,8710000US3611948,"ZCTA5 11948, New York",1062,557,340,165
500,8710000US3611949,"ZCTA5 11949, New York",13646,10239,1854,1553
501,8710000US3611950,"ZCTA5 11950, New York",12413,9267,1213,1933
502,8710000US3611951,"ZCTA5 11951, New York",11069,7440,1245,2384
503,8710000US3611952,"ZCTA5 11952, New York",4360,2381,1392,587
504,8710000US3611953,"ZCTA5 11953, New York",10301,6440,1563,2298
505,8710000US3611954,"ZCTA5 11954, New York",3004,1452,881,671
506,8710000US3611955,"ZCTA5 11955, New York",2947,1153,525,1269
507,8710000US3611956,"ZCTA5 11956, New York",342,122,148,72
508,8710000US3611957,"ZCTA5 11957, New York",719,316,294,109
509,8710000US3611958,"ZCTA5 11958, New York",560,290,201,69
510,8710000US3611959,"ZCTA5 11959, New York",868,451,293,124
511,8710000US3611960,"ZCTA5 11960, New York",1052,719,226,107
512,8710000US3611961,"ZCTA5 11961, New York",11583,7091,3412,1080
513,8710000US3611962,"ZCTA5 11962, New York",464,238,176,50
514,8710000US3611963,"ZCTA5 11963, New York",6127,3161,1503,1463
515,8710000US3611964,"ZCTA5 11964, New York",1766,848,593,325
516,8710000US3611965,"ZCTA5 11965, New York",510,219,186,105
517,8710000US3611967,"ZCTA5 11967, New York",21917,16462,2513,2942
518,8710000US3611968,"ZCTA5 11968, New York",9221,4276,2306,2639
519,8710000US3611970,"ZCTA5 11970, New York",514,213,192,109
520,8710000US3611971,"ZCTA5 11971, New York",5504,2927,1781,796
521,8710000US3611972,"ZCTA5 11972, New York",1166,765,237,164
522,8710000US3611973,"ZCTA5 11973, New York",0,0,0,0
523,8710000US3611975,"ZCTA5 11975, New York",351,141,129,81
524,8710000US3611976,"ZCTA5 11976, New York",1474,795,493,186
525,8710000US3611977,"ZCTA5 11977, New York",2071,1284,422,365
526,8710000US3611978,"ZCTA5 11978, New York",2642,1215,581,846
527,8710000US3611980,"ZCTA5 11980, New York",3765,2692,617,456
528,8710000US3612007,"ZCTA5 12007, New York",54,34,15,5
529,8710000US3612008,"ZCTA5 12008, New York",483,307,134,42
530,8710000US3612009,"ZCTA5 12009, New York",6809,4346,1407,1056
531,8710000US3612010,"ZCTA5 12010, New York",24764,10683,5959,8122
532,8710000US3612015,"ZCTA5 12015, New York",2902,1710,582,610
533,8710000US3612017,"ZCTA5 12017, New York",421,249,139,33
534,8710000US3612018,"ZCTA5 12018, New York",7816,5193,1544,1079
535,8710000US3612019,"ZCTA5 12019, New York",14272,9665,2472,2135
536,8710000US3612020,"ZCTA5 12020, New York",29591,18830,5130,5631
537,8710000US3612022,"ZCTA5 12022, New York",909,423,237,249
538,8710000US3612023,"ZCTA5 12023, New York",2176,1410,571,195
539,8710000US3612024,"ZCTA5 12024, New York",31,22,8,1
540,8710000US3612025,"ZCTA5 12025, New York",5385,3126,1418,841
541,8710000US3612027,"ZCTA5 12027, New York",3792,2571,846,375
542,8710000US3612028,"ZCTA5 12028, New York",1144,682,298,164
543,8710000US3612029,"ZCTA5 12029, New York",978,566,280,132
544,8710000US3612031,"ZCTA5 12031, New York",171,96,41,34
545,8710000US3612032,"ZCTA5 12032, New York",825,436,307,82
546,8710000US3612033,"ZCTA5 12033, New York",7536,4749,1542,1245
547,8710000US3612035,"ZCTA5 12035, New York",791,426,158,207
548,8710000US3612036,"ZCTA5 12036, New York",228,116,75,37
549,8710000US3612037,"ZCTA5 12037, New York",3768,1761,936,1071
550,8710000US3612040,"ZCTA5 12040, New York",107,56,42,9
551,8710000US3612041,"ZCTA5 12041, New York",473,242,126,105
552,8710000US3612042,"ZCTA5 12042, New York",263,155,72,36
553,8710000US3612043,"ZCTA5 12043, New York",6949,3399,1304,2246
554,8710000US3612045,"ZCTA5 12045, New York",550,240,79,231
555,8710000US3612046,"ZCTA5 12046, New York",794,507,194,93
556,8710000US3612047,"ZCTA5 12047, New York",17700,7610,2450,7640
557,8710000US3612051,"ZCTA5 12051, New York",4131,2281,768,1082
558,8710000US3612052,"ZCTA5 12052, New York",1539,1004,360,175
559,8710000US3612053,"ZCTA5 12053, New York",4498,3128,958,412
560,8710000US3612054,"ZCTA5 12054, New York",15800,10022,3008,2770
561,8710000US3612056,"ZCTA5 12056, New York",2240,1451,533,256
562,8710000US3612057,"ZCTA5 12057, New York",1797,1042,520,235
563,8710000US3612058,"ZCTA5 12058, New York",1413,824,334,255
564,8710000US3612059,"ZCTA5 12059, New York",1608,1003,377,228
565,8710000US3612060,"ZCTA5 12060, New York",1471,867,415,189
566,8710000US3612061,"ZCTA5 12061, New York",8161,4971,1328,1862
567,8710000US3612062,"ZCTA5 12062, New York",1694,1021,394,279
568,8710000US3612063,"ZCTA5 12063, New York",426,295,84,47
569,8710000US3612064,"ZCTA5 12064, New York",526,230,161,135
570,8710000US3612065,"ZCTA5 12065, New York",37939,23299,6041,8599
571,8710000US3612066,"ZCTA5 12066, New York",2089,1368,516,205
572,8710000US3612067,"ZCTA5 12067, New York",1461,874,397,190
573,8710000US3612068,"ZCTA5 12068, New York",3099,1700,801,598
574,8710000US3612069,"ZCTA5 12069, New York",248,147,52,49
575,8710000US3612070,"ZCTA5 12070, New York",1371,788,407,176
576,8710000US3612071,"ZCTA5 12071, New York",264,125,78,61
577,8710000US3612072,"ZCTA5 12072, New York",2692,1587,732,373
578,8710000US3612074,"ZCTA5 12074, New York",2917,1823,763,331
579,8710000US3612075,"ZCTA5 12075, New York",3155,1837,819,499
580,8710000US3612076,"ZCTA5 12076, New York",1445,773,510,162
581,8710000US3612077,"ZCTA5 12077, New York",5508,3655,954,899
582,8710000US3612078,"ZCTA5 12078, New York",22345,9739,4896,7710
583,8710000US3612083,"ZCTA5 12083, New York",3670,2170,911,589
584,8710000US3612084,"ZCTA5 12084, New York",2888,839,275,1774
585,8710000US3612085,"ZCTA5 12085, New York",285,68,16,201
586,8710000US3612086,"ZCTA5 12086, New York",1792,1048,523,221
587,8710000US3612087,"ZCTA5 12087, New York",1041,622,291,128
588,8710000US3612089,"ZCTA5 12089, New York",69,53,13,3
589,8710000US3612090,"ZCTA5 12090, New York",6061,3296,1158,1607
590,8710000US3612092,"ZCTA5 12092, New York",1263,631,309,323
591,8710000US3612093,"ZCTA5 12093, New York",1632,853,540,239
592,8710000US3612094,"ZCTA5 12094, New York",2233,1442,492,299
593,8710000US3612095,"ZCTA5 12095, New York",11302,5605,2396,3301
594,8710000US3612106,"ZCTA5 12106, New York",2143,1233,572,338
595,8710000US3612108,"ZCTA5 12108, New York",409,144,189,76
596,8710000US3612110,"ZCTA5 12110, New York",15915,9709,3069,3137
597,8710000US3612115,"ZCTA5 12115, New York",185,101,54,30
598,8710000US3612116,"ZCTA5 12116, New York",1880,1009,578,293
599,8710000US3612117,"ZCTA5 12117, New York",3193,1666,924,603
600,8710000US3612118,"ZCTA5 12118, New York",13506,7077,2281,4148
601,8710000US3612120,"ZCTA5 12120, New York",597,347,181,69
602,8710000US3612121,"ZCTA5 12121, New York",1884,1339,426,119
603,8710000US3612122,"ZCTA5 12122, New York",4442,2181,1303,958
604,8710000US3612123,"ZCTA5 12123, New York",4981,3016,1006,959
605,8710000US3612124,"ZCTA5 12124, New York",576,379,127,70
606,8710000US3612125,"ZCTA5 12125, New York",1264,561,309,394
607,8710000US3612130,"ZCTA5 12130, New York",965,617,188,160
608,8710000US3612131,"ZCTA5 12131, New York",109,64,37,8
609,8710000US3612132,"ZCTA5 12132, New York",334,158,88,88
610,8710000US3612134,"ZCTA5 12134, New York",3429,1654,1104,671
611,8710000US3612136,"ZCTA5 12136, New York",791,456,249,86
612,8710000US3612137,"ZCTA5 12137, New York",1639,1029,429,181
613,8710000US3612138,"ZCTA5 12138, New York",3100,1817,896,387
614,8710000US3612139,"ZCTA5 12139, New York",293,142,118,33
615,8710000US3612140,"ZCTA5 12140, New York",1671,1151,334,186
616,8710000US3612143,"ZCTA5 12143, New York",4816,2684,798,1334
617,8710000US3612144,"ZCTA5 12144, New York",18015,9538,2686,5791
618,8710000US3612147,"ZCTA5 12147, New York",494,262,162,70
619,8710000US3612148,"ZCTA5 12148, New York",4204,3098,694,412
620,8710000US3612149,"ZCTA5 12149, New York",2417,1171,662,584
621,8710000US3612150,"ZCTA5 12150, New York",885,551,177,157
622,8710000US3612151,"ZCTA5 12151, New York",673,408,176,89
623,8710000US3612153,"ZCTA5 12153, New York",793,517,218,58
624,8710000US3612154,"ZCTA5 12154, New York",2781,1740,654,387
625,8710000US3612155,"ZCTA5 12155, New York",1930,1102,526,302
626,8710000US3612156,"ZCTA5 12156, New York",819,492,202,125
627,8710000US3612157,"ZCTA5 12157, New York",3946,2227,1032,687
628,8710000US3612158,"ZCTA5 12158, New York",5846,3693,1075,1078
629,8710000US3612159,"ZCTA5 12159, New York",7110,4558,1235,1317
630,8710000US3612160,"ZCTA5 12160, New York",925,574,205,146
631,8710000US3612161,"ZCTA5 12161, New York",157,94,40,23
632,8710000US3612164,"ZCTA5 12164, New York",347,112,132,103
633,8710000US3612165,"ZCTA5 12165, New York",169,96,52,21
634,8710000US3612166,"ZCTA5 12166, New York",1332,741,448,143
635,8710000US3612167,"ZCTA5 12167, New York",2257,1092,600,565
636,8710000US3612168,"ZCTA5 12168, New York",1885,1047,495,343
637,8710000US3612169,"ZCTA5 12169, New York",299,213,54,32
638,8710000US3612170,"ZCTA5 12170, New York",4820,2855,1117,848
639,8710000US3612172,"ZCTA5 12172, New York",379,144,73,162
640,8710000US3612173,"ZCTA5 12173, New York",1665,950,430,285
641,8710000US3612174,"ZCTA5 12174, New York",334,163,74,97
642,8710000US3612175,"ZCTA5 12175, New York",634,351,220,63
643,8710000US3612176,"ZCTA5 12176, New York",186,118,50,18
644,8710000US3612177,"ZCTA5 12177, New York",502,314,135,53
645,8710000US3612180,"ZCTA5 12180, New York",38422,16358,5877,16187
646,8710000US3612182,"ZCTA5 12182, New York",12627,6123,2206,4298
647,8710000US3612183,"ZCTA5 12183, New York",2396,733,271,1392
648,8710000US3612184,"ZCTA5 12184, New York",6588,3831,1516,1241
649,8710000US3612185,"ZCTA5 12185, New York",1980,1220,465,295
650,8710000US3612186,"ZCTA5 12186, New York",6081,4080,1301,700
651,8710000US3612187,"ZCTA5 12187, New York",685,401,166,118
652,8710000US3612188,"ZCTA5 12188, New York",10488,5803,1668,3017
653,8710000US3612189,"ZCTA5 12189, New York",14849,5764,1804,7281
654,8710000US3612190,"ZCTA5 12190, New York",636,324,236,76
655,8710000US3612192,"ZCTA5 12192, New York",1660,895,577,188
656,8710000US3612193,"ZCTA5 12193, New York",1985,1202,565,218
657,8710000US3612194,"ZCTA5 12194, New York",206,106,77,23
658,8710000US3612195,"ZCTA5 12195, New York",150,53,56,41
659,8710000US3612196,"ZCTA5 12196, New York",2975,1956,563,456
660,8710000US3612197,"ZCTA5 12197, New York",2142,1083,679,380
661,8710000US3612198,"ZCTA5 12198, New York",7658,5188,1462,1008
662,8710000US3612202,"ZCTA5 12202, New York",2808,644,310,1854
663,8710000US3612203,"ZCTA5 12203, New York",22106,9556,3609,8941
664,8710000US3612204,"ZCTA5 12204, New York",4125,1393,573,2159
665,8710000US3612205,"ZCTA5 12205, New York",23201,13285,4708,5208
666,8710000US3612206,"ZCTA5 12206, New York",5743,1458,608,3677
667,8710000US3612207,"ZCTA5 12207, New York",438,29,12,397
668,8710000US3612208,"ZCTA5 12208, New York",15497,6377,2227,6893
669,8710000US3612209,"ZCTA5 12209, New York",5881,2904,959,2018
670,8710000US3612210,"ZCTA5 12210, New York",4257,858,276,3123
671,8710000US3612211,"ZCTA5 12211, New York",9893,6684,2498,711
672,8710000US3612222,"ZCTA5 12222, New York",0,0,0,0
673,8710000US3612302,"ZCTA5 12302, New York",26113,16784,5071,4258
674,8710000US3612303,"ZCTA5 12303, New York",24211,14129,5018,5064
675,8710000US3612304,"ZCTA5 12304, New York",14044,7024,2411,4609
676,8710000US3612305,"ZCTA5 12305, New York",3129,376,189,2564
677,8710000US3612306,"ZCTA5 12306, New York",23807,13767,4719,5321
678,8710000US3612307,"ZCTA5 12307, New York",2465,474,169,1822
679,8710000US3612308,"ZCTA5 12308, New York",9467,3532,1180,4755
680,8710000US3612309,"ZCTA5 12309, New York",25358,16808,5307,3243
681,8710000US3612401,"ZCTA5 12401, New York",27619,12597,5161,9861
682,8710000US3612404,"ZCTA5 12404, New York",3194,1846,748,600
683,8710000US3612405,"ZCTA5 12405, New York",750,394,184,172
684,8710000US3612406,"ZCTA5 12406, New York",781,280,224,277
685,8710000US3612407,"ZCTA5 12407, New York",172,87,51,34
686,8710000US3612409,"ZCTA5 12409, New York",768,398,248,122
687,8710000US3612410,"ZCTA5 12410, New York",370,195,114,61
688,8710000US3612411,"ZCTA5 12411, New York",479,255,167,57
689,8710000US3612412,"ZCTA5 12412, New York",607,344,139,124
690,8710000US3612413,"ZCTA5 12413, New York",2772,1365,560,847
691,8710000US3612414,"ZCTA5 12414, New York",8980,4108,2058,2814
692,8710000US3612416,"ZCTA5 12416, New York",264,110,80,74
693,8710000US3612417,"ZCTA5 12417, New York",527,237,206,84
694,8710000US3612418,"ZCTA5 12418, New York",531,251,200,80
695,8710000US3612419,"ZCTA5 12419, New York",707,460,129,118
696,8710000US3612420,"ZCTA5 12420, New York",351,199,106,46
697,8710000US3612421,"ZCTA5 12421, New York",464,281,151,32
698,8710000US3612422,"ZCTA5 12422, New York",338,175,100,63
699,8710000US3612423,"ZCTA5 12423, New York",1077,557,304,216
700,8710000US3612424,"ZCTA5 12424, New York",235,111,87,37
701,8710000US3612427,"ZCTA5 12427, New York",335,178,101,56
702,8710000US3612428,"ZCTA5 12428, New York",4774,1974,944,1856
703,8710000US3612429,"ZCTA5 12429, New York",238,138,68,32
704,8710000US3612430,"ZCTA5 12430, New York",1043,450,337,256
705,8710000US3612431,"ZCTA5 12431, New York",1363,801,338,224
706,8710000US3612432,"ZCTA5 12432, New York",475,191,89,195
707,8710000US3612433,"ZCTA5 12433, New York",461,236,154,71
708,8710000US3612434,"ZCTA5 12434, New York",736,339,191,206
709,8710000US3612435,"ZCTA5 12435, New York",310,147,96,67
710,8710000US3612436,"ZCTA5 12436, New York",409,179,109,121
711,8710000US3612438,"ZCTA5 12438, New York",59,25,26,8
712,8710000US3612439,"ZCTA5 12439, New York",298,144,69,85
713,8710000US3612440,"ZCTA5 12440, New York",1844,990,436,418
714,8710000US3612441,"ZCTA5 12441, New York",112,50,34,28
715,8710000US3612442,"ZCTA5 12442, New York",920,318,284,318
716,8710000US3612443,"ZCTA5 12443, New York",3628,2198,1090,340
717,8710000US3612444,"ZCTA5 12444, New York",493,221,215,57
718,8710000US3612446,"ZCTA5 12446, New York",4718,2629,1054,1035
719,8710000US3612448,"ZCTA5 12448, New York",355,185,98,72
720,8710000US3612449,"ZCTA5 12449, New York",2587,1191,635,761
721,8710000US3612450,"ZCTA5 12450, New York",176,63,60,53
722,8710000US3612451,"ZCTA5 12451, New York",1603,802,432,369
723,8710000US3612452,"ZCTA5 12452, New York",212,105,76,31
724,8710000US3612453,"ZCTA5 12453, New York",348,196,84,68
725,8710000US3612454,"ZCTA5 12454, New York",297,158,83,56
726,8710000US3612455,"ZCTA5 12455, New York",1778,796,652,330
727,8710000US3612456,"ZCTA5 12456, New York",613,402,130,81
728,8710000US3612457,"ZCTA5 12457, New York",685,335,194,156
729,8710000US3612458,"ZCTA5 12458, New York",1980,847,713,420
730,8710000US3612459,"ZCTA5 12459, New York",153,92,42,19
731,8710000US3612460,"ZCTA5 12460, New York",265,118,83,64
732,8710000US3612461,"ZCTA5 12461, New York",1580,860,451,269
733,8710000US3612463,"ZCTA5 12463, New York",1434,782,335,317
734,8710000US3612464,"ZCTA5 12464, New York",962,432,247,283
735,8710000US3612465,"ZCTA5 12465, New York",248,59,99,90
736,8710000US3612466,"ZCTA5 12466, New York",2245,1242,587,416
737,8710000US3612468,"ZCTA5 12468, New York",1020,468,393,159
738,8710000US3612469,"ZCTA5 12469, New York",660,348,238,74
739,8710000US3612470,"ZCTA5 12470, New York",527,266,134,127
740,8710000US3612471,"ZCTA5 12471, New York",195,88,58,49
741,8710000US3612472,"ZCTA5 12472, New York",1469,690,333,446
742,8710000US3612473,"ZCTA5 12473, New York",810,430,210,170
743,8710000US3612474,"ZCTA5 12474, New York",1145,535,340,270
744,8710000US3612475,"ZCTA5 12475, New York",345,192,79,74
745,8710000US3612477,"ZCTA5 12477, New York",17723,9482,3723,4518
746,8710000US3612480,"ZCTA5 12480, New York",592,287,180,125
747,8710000US3612481,"ZCTA5 12481, New York",1287,710,368,209
748,8710000US3612482,"ZCTA5 12482, New York",624,232,259,133
749,8710000US3612483,"ZCTA5 12483, New York",237,108,62,67
750,8710000US3612484,"ZCTA5 12484, New York",2586,1544,768,274
751,8710000US3612485,"ZCTA5 12485, New York",816,256,190,370
752,8710000US3612486,"ZCTA5 12486, New York",1490,876,407,207
753,8710000US3612487,"ZCTA5 12487, New York",2751,1437,573,741
754,8710000US3612489,"ZCTA5 12489, New York",499,199,183,117
755,8710000US3612490,"ZCTA5 12490, New York",110,52,29,29
756,8710000US3612491,"ZCTA5 12491, New York",1583,916,469,198
757,8710000US3612492,"ZCTA5 12492, New York",264,114,108,42
758,8710000US3612493,"ZCTA5 12493, New York",366,145,80,141
759,8710000US3612494,"ZCTA5 12494, New York",740,409,217,114
760,8710000US3612495,"ZCTA5 12495, New York",257,139,89,29
761,8710000US3612496,"ZCTA5 12496, New York",1577,666,521,390
762,8710000US3612498,"ZCTA5 12498, New York",4488,2231,1317,940
763,8710000US3612501,"ZCTA5 12501, New York",2112,986,399,727
764,8710000US3612502,"ZCTA5 12502, New York",1119,599,315,205
765,8710000US3612503,"ZCTA5 12503, New York",746,339,261,146
766,8710000US3612504,"ZCTA5 12504, New York",64,6,8,50
767,8710000US3612507,"ZCTA5 12507, New York",127,47,41,39
768,8710000US3612508,"ZCTA5 12508, New York",12422,6423,1794,4205
769,8710000US3612512,"ZCTA5 12512, New York",112,66,32,14
770,8710000US3612513,"ZCTA5 12513, New York",639,305,230,104
771,8710000US3612514,"ZCTA5 12514, New York",2801,1918,591,292
772,8710000US3612515,"ZCTA5 12515, New York",1356,695,316,345
773,8710000US3612516,"ZCTA5 12516, New York",1536,823,399,314
774,8710000US3612517,"ZCTA5 12517, New York",466,188,96,182
775,8710000US3612518,"ZCTA5 12518, New York",5421,3353,707,1361
776,8710000US3612520,"ZCTA5 12520, New York",2925,1819,484,622
777,8710000US3612521,"ZCTA5 12521, New York",1559,852,429,278
778,8710000US3612522,"ZCTA5 12522, New York",4655,2364,1186,1105
779,8710000US3612523,"ZCTA5 12523, New York",1751,891,451,409
780,8710000US3612524,"ZCTA5 12524, New York",11746,7100,2026,2620
781,8710000US3612525,"ZCTA5 12525, New York",3113,1823,702,588
782,8710000US3612526,"ZCTA5 12526, New York",3500,1818,856,826
783,8710000US3612527,"ZCTA5 12527, New York",96,55,6,35
784,8710000US3612528,"ZCTA5 12528, New York",11381,6623,1879,2879
785,8710000US3612529,"ZCTA5 12529, New York",2674,1324,739,611
786,8710000US3612530,"ZCTA5 12530, New York",120,47,30,43
787,8710000US3612531,"ZCTA5 12531, New York",3225,2287,491,447
788,8710000US3612533,"ZCTA5 12533, New York",22326,17173,3205,1948
789,8710000US3612534,"ZCTA5 12534, New York",13776,5846,3492,4438
790,8710000US3612538,"ZCTA5 12538, New York",11450,6650,2224,2576
791,8710000US3612540,"ZCTA5 12540, New York",7226,5436,1211,579
792,8710000US3612542,"ZCTA5 12542, New York",5353,3040,1026,1287
793,8710000US3612543,"ZCTA5 12543, New York",2338,1370,195,773
794,8710000US3612545,"ZCTA5 12545, New York",4090,1813,825,1452
795,8710000US3612546,"ZCTA5 12546, New York",2731,1378,606,747
796,8710000US3612547,"ZCTA5 12547, New York",2632,1539,590,503
797,8710000US3612548,"ZCTA5 12548, New York",1295,754,219,322
798,8710000US3612549,"ZCTA5 12549, New York",9056,6207,1361,1488
799,8710000US3612550,"ZCTA5 12550, New York",30216,16578,4767,8871
800,8710000US3612553,"ZCTA5 12553, New York",18233,11249,3152,3832
801,8710000US3612561,"ZCTA5 12561, New York",13408,6950,2351,4107
802,8710000US3612563,"ZCTA5 12563, New York",6186,4680,740,766
803,8710000US3612564,"ZCTA5 12564, New York",6254,4183,1042,1029
804,8710000US3612565,"ZCTA5 12565, New York",1390,558,223,609
805,8710000US3612566,"ZCTA5 12566, New York",9932,6450,1600,1882
806,8710000US3612567,"ZCTA5 12567, New York",2661,1412,618,631
807,8710000US3612569,"ZCTA5 12569, New York",9138,5442,1687,2009
808,8710000US3612570,"ZCTA5 12570, New York",7075,5494,1053,528
