,GEO_ID,NAME,H016I001,H016I002,H016I003,H016I004,H016I005,H016I006,H016I007,H016I008,H016I009,H016I010,H016I011,H016I012,H016I013,H016I014,H016I015,H016I016,H016I017
0,id,Geographic Area Name,Total,Total!!Owner occupied,Total!!Owner occupied!!1-person household,Total!!Owner occupied!!2-person household,Total!!Owner occupied!!3-person household,Total!!Owner occupied!!4-person household,Total!!Owner occupied!!5-person household,Total!!Owner occupied!!6-person household,Total!!Owner occupied!!7-or-more-person household,Total!!Renter occupied,Total!!Renter occupied!!1-person household,Total!!Renter occupied!!2-person household,Total!!Renter occupied!!3-person household,Total!!Renter occupied!!4-person household,Total!!Renter occupied!!5-person household,Total!!Renter occupied!!6-person household,Total!!Renter occupied!!7-or-more-person household
206,8710000US3610927,"ZCTA5 10927, New York",1031,654,194,248,113,59,24,11,5,377,247,57,34,21,8,4,6
207,8710000US3610928,"ZCTA5 10928, New York",1258,727,189,272,122,85,40,13,6,531,270,139,59,37,16,7,3
208,8710000US3610930,"ZCTA5 10930, New York",2249,2045,284,564,417,462,212,73,33,204,69,55,26,29,11,6,8
209,8710000US3610931,"ZCTA5 10931, New York",188,103,25,37,21,8,10,2,0,85,32,29,11,5,7,0,1
210,8710000US3610932,"ZCTA5 10932, New York",22,19,1,11,1,4,1,1,0,3,1,1,1,0,0,0,0
211,8710000US3610933,"ZCTA5 10933, New York",139,119,10,41,19,26,16,5,2,20,9,4,1,5,0,1,0
212,8710000US3610940,"ZCTA5 10940, New York",10083,6761,1539,2514,1119,954,422,149,64,3322,1641,885,384,235,109,47,21
213,8710000US3610941,"ZCTA5 10941, New York",3163,2129,345,751,418,345,178,54,38,1034,452,333,135,70,27,12,5
214,8710000US3610950,"ZCTA5 10950, New York",10915,7364,1031,2142,1316,1311,706,296,562,3551,464,645,499,505,350,275,813
215,8710000US3610952,"ZCTA5 10952, New York",8015,4336,437,1246,583,568,405,343,754,3679,520,552,481,498,407,337,884
216,8710000US3610953,"ZCTA5 10953, New York",91,78,16,23,18,14,4,2,1,13,8,4,0,1,0,0,0
217,8710000US3610954,"ZCTA5 10954, New York",5858,4349,972,1528,729,658,335,97,30,1509,802,451,131,90,24,8,3
218,8710000US3610956,"ZCTA5 10956, New York",8201,7523,873,2768,1432,1518,666,188,78,678,343,163,92,48,27,2,3
219,8710000US3610958,"ZCTA5 10958, New York",880,750,124,241,127,159,65,23,11,130,31,42,24,19,8,3,3
220,8710000US3610960,"ZCTA5 10960, New York",4336,2476,658,915,401,352,102,35,13,1860,1043,534,168,67,34,7,7
221,8710000US3610962,"ZCTA5 10962, New York",1317,1107,226,345,179,187,130,23,17,210,145,24,16,10,10,0,5
222,8710000US3610963,"ZCTA5 10963, New York",740,605,96,187,124,113,51,23,11,135,41,36,23,20,8,5,2
223,8710000US3610964,"ZCTA5 10964, New York",470,341,57,117,69,56,28,8,6,129,88,27,4,6,3,1,0
224,8710000US3610965,"ZCTA5 10965, New York",4880,4037,723,1283,692,733,418,134,54,843,461,228,72,47,28,5,2
225,8710000US3610968,"ZCTA5 10968, New York",983,638,237,277,66,45,11,2,0,345,168,112,40,19,6,0,0
226,8710000US3610969,"ZCTA5 10969, New York",406,320,58,107,59,53,29,6,8,86,30,24,18,6,3,4,1
227,8710000US3610970,"ZCTA5 10970, New York",2342,1948,522,754,309,218,102,32,11,394,169,138,51,19,11,4,2
228,8710000US3610973,"ZCTA5 10973, New York",644,537,75,168,115,103,49,20,7,107,39,29,24,12,2,0,1
229,8710000US3610974,"ZCTA5 10974, New York",902,751,110,251,137,158,67,20,8,151,52,48,29,12,6,0,4
230,8710000US3610975,"ZCTA5 10975, New York",133,71,36,25,4,3,1,1,1,62,24,29,6,2,1,0,0
231,8710000US3610976,"ZCTA5 10976, New York",510,262,36,78,51,53,31,11,2,248,209,25,6,3,3,1,1
232,8710000US3610977,"ZCTA5 10977, New York",6405,3416,543,1066,413,343,296,274,481,2989,633,480,371,295,312,243,655
233,8710000US3610979,"ZCTA5 10979, New York",92,82,28,25,18,7,2,1,1,10,3,5,2,0,0,0,0
234,8710000US3610980,"ZCTA5 10980, New York",3996,3372,564,1122,626,619,302,100,39,624,312,177,62,46,21,3,3
235,8710000US3610983,"ZCTA5 10983, New York",1585,1470,279,501,232,281,133,36,8,115,37,34,24,11,3,4,2
236,8710000US3610984,"ZCTA5 10984, New York",695,656,86,226,147,126,55,11,5,39,18,7,7,3,3,0,1
237,8710000US3610985,"ZCTA5 10985, New York",17,16,0,8,3,3,1,1,0,1,0,0,1,0,0,0,0
238,8710000US3610986,"ZCTA5 10986, New York",606,479,59,161,86,85,54,23,11,127,50,27,29,10,8,1,2
239,8710000US3610987,"ZCTA5 10987, New York",1171,931,161,387,169,144,47,22,1,240,119,69,25,16,10,1,0
240,8710000US3610988,"ZCTA5 10988, New York",297,222,45,69,38,40,22,5,3,75,30,18,12,10,4,1,0
241,8710000US3610989,"ZCTA5 10989, New York",2748,2348,607,803,393,330,143,51,21,400,206,117,38,26,9,2,2
242,8710000US3610990,"ZCTA5 10990, New York",6502,5196,787,1832,950,987,471,124,45,1306,742,313,141,71,25,9,5
243,8710000US3610992,"ZCTA5 10992, New York",2645,2189,343,632,433,470,218,68,25,456,271,97,46,25,11,4,2
244,8710000US3610993,"ZCTA5 10993, New York",797,468,110,173,68,69,36,9,3,329,232,63,13,13,4,1,3
245,8710000US3610994,"ZCTA5 10994, New York",1909,1745,235,550,336,353,188,60,23,164,63,45,23,24,6,3,0
246,8710000US3610996,"ZCTA5 10996, New York",489,2,1,0,1,0,0,0,0,487,10,79,95,165,104,22,12
247,8710000US3610998,"ZCTA5 10998, New York",897,765,84,243,152,155,89,29,13,132,33,42,19,26,8,2,2
248,8710000US3611001,"ZCTA5 11001, New York",6810,5612,1103,1683,1079,1024,495,170,58,1198,569,350,137,93,41,6,2
249,8710000US3611003,"ZCTA5 11003, New York",3735,2796,759,937,471,350,170,60,49,939,445,255,128,68,26,13,4
250,8710000US3611004,"ZCTA5 11004, New York",2739,1970,819,612,268,175,67,19,10,769,410,242,57,44,11,3,2
251,8710000US3611005,"ZCTA5 11005, New York",1325,1139,783,341,11,3,1,0,0,186,141,39,5,1,0,0,0
252,8710000US3611010,"ZCTA5 11010, New York",6995,5903,1055,1735,1086,1201,573,181,72,1092,502,323,152,66,33,8,8
253,8710000US3611020,"ZCTA5 11020, New York",1155,1114,170,447,191,177,87,34,8,41,9,10,8,12,1,0,1
254,8710000US3611021,"ZCTA5 11021, New York",6337,4569,1606,1556,584,471,249,73,30,1768,1005,474,152,100,23,11,3
255,8710000US3611023,"ZCTA5 11023, New York",2689,2305,445,778,346,347,240,94,55,384,123,110,51,51,28,12,9
256,8710000US3611024,"ZCTA5 11024, New York",1838,1574,173,506,246,250,232,114,53,264,70,78,47,27,29,10,3
257,8710000US3611030,"ZCTA5 11030, New York",5169,4667,689,1601,748,947,513,140,29,502,258,130,55,39,14,4,2
258,8710000US3611040,"ZCTA5 11040, New York",8891,7900,1631,2744,1420,1281,572,172,80,991,453,275,130,80,31,18,4
259,8710000US3611042,"ZCTA5 11042, New York",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
260,8710000US3611050,"ZCTA5 11050, New York",8640,6612,1218,2367,1110,1260,498,124,35,2028,863,664,273,160,54,10,4
261,8710000US3611096,"ZCTA5 11096, New York",861,562,118,189,99,82,49,17,8,299,127,61,59,29,18,3,2
262,8710000US3611101,"ZCTA5 11101, New York",3803,865,298,353,132,67,8,4,3,2938,1210,1196,335,134,44,11,8
263,8710000US3611102,"ZCTA5 11102, New York",7402,1365,483,449,204,144,51,19,15,6037,2472,2274,793,346,107,30,15
264,8710000US3611103,"ZCTA5 11103, New York",10902,1974,624,668,309,234,91,27,21,8928,3526,3372,1214,586,155,57,18
265,8710000US3611104,"ZCTA5 11104, New York",5951,1185,439,415,153,116,46,11,5,4766,2187,1704,536,242,67,23,7
266,8710000US3611105,"ZCTA5 11105, New York",11503,3488,957,1172,630,450,183,62,34,8015,3118,3020,1153,517,163,32,12
267,8710000US3611106,"ZCTA5 11106, New York",8565,1887,783,641,239,128,61,24,11,6678,2993,2431,782,329,100,31,12
268,8710000US3611109,"ZCTA5 11109, New York",1261,258,114,108,24,9,2,1,0,1003,402,456,119,20,5,1,0
269,8710000US3611201,"ZCTA5 11201, New York",15522,6976,2701,2398,942,735,155,35,10,8546,4186,3062,808,370,80,22,18
270,8710000US3611203,"ZCTA5 11203, New York",629,270,95,66,30,18,23,21,17,359,111,107,47,31,25,14,24
271,8710000US3611204,"ZCTA5 11204, New York",17119,5770,1217,1821,889,598,381,292,572,11349,3598,3255,1690,1275,608,322,601
272,8710000US3611205,"ZCTA5 11205, New York",5274,1106,271,303,188,145,56,42,101,4168,1168,1451,548,306,187,168,340
273,8710000US3611206,"ZCTA5 11206, New York",6410,626,100,133,58,33,50,49,203,5784,1168,1932,988,551,297,254,594
274,8710000US3611207,"ZCTA5 11207, New York",614,127,53,31,16,13,9,3,2,487,172,152,90,39,21,10,3
275,8710000US3611208,"ZCTA5 11208, New York",843,370,159,110,56,21,9,9,6,473,186,136,60,37,28,18,8
276,8710000US3611209,"ZCTA5 11209, New York",23522,8287,2991,2592,1119,927,450,122,86,15235,7346,4398,1670,1060,455,190,116
277,8710000US3611210,"ZCTA5 11210, New York",5896,3762,502,1013,480,436,429,408,494,2134,793,573,314,209,133,57,55
278,8710000US3611211,"ZCTA5 11211, New York",21489,3841,1003,1357,577,347,160,117,280,17648,4990,6173,2511,1394,843,547,1190
279,8710000US3611212,"ZCTA5 11212, New York",221,26,8,7,7,0,2,2,0,195,82,34,41,19,12,3,4
280,8710000US3611213,"ZCTA5 11213, New York",2972,869,71,151,92,108,123,84,240,2103,501,555,341,262,171,99,174
281,8710000US3611214,"ZCTA5 11214, New York",20342,5837,1628,2090,964,751,239,105,60,14505,5526,4527,2177,1446,539,153,137
282,8710000US3611215,"ZCTA5 11215, New York",20248,7796,1866,2514,1585,1431,308,62,30,12452,4591,5085,1767,803,146,37,23
283,8710000US3611216,"ZCTA5 11216, New York",2754,321,68,119,71,43,14,4,2,2433,894,940,393,152,25,16,13
284,8710000US3611217,"ZCTA5 11217, New York",8936,3084,877,1068,550,432,124,24,9,5852,2388,2383,713,277,58,22,11
285,8710000US3611218,"ZCTA5 11218, New York",14051,5065,1403,1494,796,642,227,152,351,8986,3031,2734,1265,846,459,236,415
286,8710000US3611219,"ZCTA5 11219, New York",17213,4417,933,1422,559,349,292,251,611,12796,3237,2962,1740,1458,1076,813,1510
287,8710000US3611220,"ZCTA5 11220, New York",6647,2375,977,744,302,194,95,30,33,4272,1600,1340,562,386,206,93,85
288,8710000US3611221,"ZCTA5 11221, New York",1609,179,38,51,40,26,14,4,6,1430,433,557,291,98,34,8,9
289,8710000US3611222,"ZCTA5 11222, New York",13573,2473,798,818,375,309,109,41,23,11100,3824,4603,1695,702,213,44,19
290,8710000US3611223,"ZCTA5 11223, New York",19552,7185,1682,2272,1082,835,584,386,344,12367,4653,3856,1871,1093,535,221,138
291,8710000US3611224,"ZCTA5 11224, New York",12330,4337,1522,1638,671,329,117,31,29,7993,3631,2790,900,470,126,45,31
292,8710000US3611225,"ZCTA5 11225, New York",3109,769,124,206,112,99,76,58,94,2340,822,819,340,163,78,47,71
293,8710000US3611226,"ZCTA5 11226, New York",2755,843,203,293,169,105,42,20,11,1912,828,633,260,106,43,17,25
294,8710000US3611228,"ZCTA5 11228, New York",11279,6208,1534,2054,1105,927,410,115,63,5071,2099,1444,756,494,185,57,36
295,8710000US3611229,"ZCTA5 11229, New York",22546,10438,2504,3361,1787,1348,781,397,260,12108,4803,3770,1794,1061,409,164,107
296,8710000US3611230,"ZCTA5 11230, New York",22283,7315,1650,2120,961,721,534,493,836,14968,5912,4334,2100,1370,586,307,359
297,8710000US3611231,"ZCTA5 11231, New York",9670,3018,759,962,606,545,109,25,12,6652,2571,2698,891,405,60,18,9
298,8710000US3611232,"ZCTA5 11232, New York",2514,806,309,230,127,88,26,16,10,1708,596,691,254,97,33,18,19
299,8710000US3611233,"ZCTA5 11233, New York",574,135,27,63,27,11,5,2,0,439,146,154,79,28,22,7,3
300,8710000US3611234,"ZCTA5 11234, New York",15314,10873,2354,3466,1941,1685,886,354,187,4441,1968,1166,594,404,206,68,35
301,8710000US3611235,"ZCTA5 11235, New York",27843,10477,3067,3689,1944,1217,381,108,71,17366,7772,5596,2250,1259,336,98,55
302,8710000US3611236,"ZCTA5 11236, New York",2495,1422,581,501,185,78,42,23,12,1073,577,273,102,74,24,13,10
303,8710000US3611237,"ZCTA5 11237, New York",2688,235,101,87,25,18,4,0,0,2453,724,1044,430,167,59,13,16
304,8710000US3611238,"ZCTA5 11238, New York",8418,2491,673,894,488,350,58,18,10,5927,2181,2528,881,262,51,11,13
305,8710000US3611239,"ZCTA5 11239, New York",1878,3,1,2,0,0,0,0,0,1875,941,663,139,72,39,11,10
306,8710000US3611351,"ZCTA5 11351, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,8710000US3611354,"ZCTA5 11354, New York",5150,3095,1168,1086,395,289,109,35,13,2055,1057,573,207,133,56,18,11
308,8710000US3611355,"ZCTA5 11355, New York",4029,1659,596,631,239,106,56,16,15,2370,1230,690,226,144,43,22,15
309,8710000US3611356,"ZCTA5 11356, New York",3286,1892,515,631,323,228,111,51,33,1394,468,405,247,170,69,27,8
310,8710000US3611357,"ZCTA5 11357, New York",11454,9136,2518,3158,1433,1280,530,168,49,2318,928,731,330,207,93,24,5
311,8710000US3611358,"ZCTA5 11358, New York",6775,4596,1118,1571,839,684,281,77,26,2179,964,659,285,182,75,11,3
312,8710000US3611359,"ZCTA5 11359, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,8710000US3611360,"ZCTA5 11360, New York",6481,4870,2007,1829,495,369,115,33,22,1611,765,478,190,129,33,10,6
314,8710000US3611361,"ZCTA5 11361, New York",5997,3561,1045,1108,613,516,203,46,30,2436,1086,781,330,170,51,10,8
315,8710000US3611362,"ZCTA5 11362, New York",4454,3862,1369,1393,530,387,136,37,10,592,294,171,66,45,14,2,0
316,8710000US3611363,"ZCTA5 11363, New York",1789,1387,368,502,222,176,78,35,6,402,205,110,47,30,8,1,1
317,8710000US3611364,"ZCTA5 11364, New York",7050,5468,2139,1827,747,505,172,62,16,1582,697,518,202,98,50,15,2
318,8710000US3611365,"ZCTA5 11365, New York",6479,3161,885,1099,505,365,190,80,37,3318,1502,1001,413,258,107,22,15
319,8710000US3611366,"ZCTA5 11366, New York",2062,1638,363,560,283,230,125,58,19,424,151,112,82,48,20,9,2
320,8710000US3611367,"ZCTA5 11367, New York",7754,4164,1110,1255,566,487,331,223,192,3590,1167,1087,558,407,224,91,56
321,8710000US3611368,"ZCTA5 11368, New York",2143,640,265,222,72,47,19,9,6,1503,517,428,266,150,94,26,22
322,8710000US3611369,"ZCTA5 11369, New York",1141,699,334,200,56,58,30,15,6,442,260,86,45,23,13,10,5
323,8710000US3611370,"ZCTA5 11370, New York",3680,2022,612,724,336,223,90,28,9,1658,589,498,269,200,64,27,11
324,8710000US3611371,"ZCTA5 11371, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,8710000US3611372,"ZCTA5 11372, New York",6809,3364,1544,1172,386,217,28,13,4,3445,1730,1034,389,197,67,18,10
326,8710000US3611373,"ZCTA5 11373, New York",3692,1404,547,512,188,88,42,13,14,2288,1123,684,271,132,46,14,18
327,8710000US3611374,"ZCTA5 11374, New York",11018,4168,1467,1368,618,430,198,59,28,6850,3016,2142,861,551,191,64,25
328,8710000US3611375,"ZCTA5 11375, New York",20438,10017,4098,3262,1233,933,340,116,35,10421,4962,3330,1123,680,242,66,18
329,8710000US3611377,"ZCTA5 11377, New York",9730,4138,1804,1358,515,292,106,44,19,5592,2467,1916,705,329,119,36,20
330,8710000US3611378,"ZCTA5 11378, New York",8766,4920,1289,1523,833,834,305,87,49,3846,1281,1223,723,429,145,31,14
331,8710000US3611379,"ZCTA5 11379, New York",11031,6635,1693,2179,1159,1031,420,117,36,4396,1809,1320,674,413,123,41,16
332,8710000US3611385,"ZCTA5 11385, New York",19421,7207,1925,2294,1246,1057,448,147,90,12214,3821,3805,2253,1576,517,164,78
333,8710000US3611411,"ZCTA5 11411, New York",119,105,59,21,14,7,3,1,0,14,4,2,4,2,2,0,0
334,8710000US3611412,"ZCTA5 11412, New York",70,32,10,8,3,4,2,3,2,38,13,13,5,4,1,0,2
335,8710000US3611413,"ZCTA5 11413, New York",203,157,56,57,19,14,4,3,4,46,20,14,8,2,2,0,0
336,8710000US3611414,"ZCTA5 11414, New York",8708,6646,1983,2199,1047,814,384,151,68,2062,806,625,290,215,92,23,11
337,8710000US3611415,"ZCTA5 11415, New York",4767,1665,616,538,220,123,59,42,67,3102,1545,933,299,184,82,38,21
338,8710000US3611416,"ZCTA5 11416, New York",1548,731,238,254,117,68,24,20,10,817,297,251,137,79,31,14,8
339,8710000US3611417,"ZCTA5 11417, New York",3263,2034,534,693,356,261,121,47,22,1229,527,358,170,98,49,19,8
340,8710000US3611418,"ZCTA5 11418, New York",2911,1513,459,481,247,146,88,38,54,1398,585,436,192,103,50,18,14
341,8710000US3611419,"ZCTA5 11419, New York",959,603,206,184,112,48,30,12,11,356,143,84,51,43,19,8,8
342,8710000US3611420,"ZCTA5 11420, New York",1374,997,330,342,155,92,37,19,22,377,137,106,59,40,13,10,12
343,8710000US3611421,"ZCTA5 11421, New York",3354,2107,730,695,326,227,78,31,20,1247,525,374,174,98,40,16,20
344,8710000US3611422,"ZCTA5 11422, New York",727,578,209,219,82,37,17,9,5,149,78,35,15,12,5,3,1
345,8710000US3611423,"ZCTA5 11423, New York",1154,942,287,329,124,105,58,25,14,212,86,71,25,20,8,1,1
346,8710000US3611424,"ZCTA5 11424, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,8710000US3611425,"ZCTA5 11425, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,8710000US3611426,"ZCTA5 11426, New York",3108,2384,759,818,390,249,126,32,10,724,388,210,68,41,12,3,2
349,8710000US3611427,"ZCTA5 11427, New York",1987,1633,534,576,232,170,80,32,9,354,184,87,39,27,10,5,2
350,8710000US3611428,"ZCTA5 11428, New York",966,689,220,237,125,53,25,13,16,277,130,71,40,29,3,2,2
351,8710000US3611429,"ZCTA5 11429, New York",233,147,61,38,22,9,3,8,6,86,40,19,12,7,3,3,2
352,8710000US3611430,"ZCTA5 11430, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,8710000US3611432,"ZCTA5 11432, New York",3018,1939,515,623,287,247,149,59,59,1079,537,267,134,81,28,19,13
354,8710000US3611433,"ZCTA5 11433, New York",108,37,12,6,5,5,6,2,1,71,32,9,12,6,7,3,2
355,8710000US3611434,"ZCTA5 11434, New York",184,76,30,16,7,9,5,6,3,108,48,21,13,15,8,2,1
356,8710000US3611435,"ZCTA5 11435, New York",3643,1402,520,405,210,161,71,23,12,2241,1032,675,301,140,68,13,12
357,8710000US3611436,"ZCTA5 11436, New York",45,25,8,6,3,3,3,1,1,20,7,5,1,2,3,2,0
358,8710000US3611451,"ZCTA5 11451, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,8710000US3611501,"ZCTA5 11501, New York",5862,4186,1125,1229,736,702,283,73,38,1676,815,507,188,109,33,16,8
360,8710000US3611507,"ZCTA5 11507, New York",1721,1622,335,563,288,278,113,39,6,99,37,21,16,14,8,2,1
361,8710000US3611509,"ZCTA5 11509, New York",1087,873,199,364,128,101,53,23,5,214,133,50,16,8,1,5,1
362,8710000US3611510,"ZCTA5 11510, New York",6021,5326,1068,1828,1063,832,361,123,51,695,344,181,89,48,20,7,6
363,8710000US3611514,"ZCTA5 11514, New York",1418,1087,190,346,197,229,87,27,11,331,185,86,29,18,7,4,2
364,8710000US3611516,"ZCTA5 11516, New York",2167,1638,311,481,224,210,200,135,77,529,216,163,64,49,19,10,8
365,8710000US3611518,"ZCTA5 11518, New York",3795,2917,703,891,500,490,256,54,23,878,404,256,110,68,29,10,1
366,8710000US3611520,"ZCTA5 11520, New York",4576,3855,1275,1373,598,379,131,65,34,721,401,187,65,33,16,13,6
367,8710000US3611530,"ZCTA5 11530, New York",8420,7853,1409,2397,1345,1524,869,245,64,567,253,161,64,60,22,6,1
368,8710000US3611542,"ZCTA5 11542, New York",6984,4790,1151,1712,765,712,329,87,34,2194,1018,655,293,146,56,15,11
369,8710000US3611545,"ZCTA5 11545, New York",3628,3321,468,1116,615,630,341,117,34,307,115,90,50,34,12,4,2
370,8710000US3611547,"ZCTA5 11547, New York",245,200,40,52,34,45,20,6,3,45,17,10,12,4,1,1,0
371,8710000US3611548,"ZCTA5 11548, New York",307,259,37,95,46,51,18,11,1,48,12,17,5,10,4,0,0
372,8710000US3611549,"ZCTA5 11549, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,8710000US3611550,"ZCTA5 11550, New York",1975,1338,436,418,216,153,68,28,19,637,315,170,66,36,21,16,13
374,8710000US3611552,"ZCTA5 11552, New York",4670,4254,734,1323,783,701,441,188,84,416,154,114,69,38,23,10,8
375,8710000US3611553,"ZCTA5 11553, New York",988,739,265,255,99,67,27,16,10,249,145,37,15,16,20,9,7
376,8710000US3611554,"ZCTA5 11554, New York",9888,8827,1794,2798,1637,1597,681,215,105,1061,499,271,125,106,48,10,2
377,8710000US3611556,"ZCTA5 11556, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,8710000US3611557,"ZCTA5 11557, New York",2419,2204,412,774,366,404,169,54,25,215,89,42,39,26,13,1,5
379,8710000US3611558,"ZCTA5 11558, New York",2377,1856,322,667,374,302,128,46,17,521,190,168,83,57,15,4,4
380,8710000US3611559,"ZCTA5 11559, New York",2229,1897,344,613,216,197,217,179,131,332,113,101,55,30,19,8,6
381,8710000US3611560,"ZCTA5 11560, New York",1990,1666,293,535,286,313,170,56,13,324,143,92,41,39,7,2,0
382,8710000US3611561,"ZCTA5 11561, New York",13874,8656,2944,3012,1220,941,371,129,39,5218,2643,1709,545,222,70,22,7
383,8710000US3611563,"ZCTA5 11563, New York",7309,5467,1272,1609,1004,975,433,131,43,1842,989,491,189,117,43,11,2
384,8710000US3611565,"ZCTA5 11565, New York",2752,2599,452,918,514,468,186,53,8,153,65,47,21,10,7,2,1
385,8710000US3611566,"ZCTA5 11566, New York",10779,10169,1262,3114,2202,2334,950,230,77,610,207,157,121,83,26,12,4
386,8710000US3611568,"ZCTA5 11568, New York",808,739,82,268,134,131,84,31,9,69,25,28,11,5,0,0,0
387,8710000US3611569,"ZCTA5 11569, New York",558,430,111,168,62,55,23,9,2,128,47,30,26,16,5,3,1
388,8710000US3611570,"ZCTA5 11570, New York",8205,6624,1329,2002,1193,1195,659,186,60,1581,1018,382,90,52,24,10,5
389,8710000US3611572,"ZCTA5 11572, New York",9683,8724,1410,2838,1748,1763,706,188,71,959,415,268,134,96,29,9,8
390,8710000US3611575,"ZCTA5 11575, New York",98,71,23,22,12,7,2,1,4,27,9,1,8,5,0,0,4
391,8710000US3611576,"ZCTA5 11576, New York",3641,3355,525,1302,546,620,296,46,20,286,167,64,31,17,6,0,1
392,8710000US3611577,"ZCTA5 11577, New York",3286,2970,539,1040,504,592,233,49,13,316,134,97,38,25,10,8,4
393,8710000US3611579,"ZCTA5 11579, New York",1810,1381,267,452,292,240,98,25,7,429,223,117,43,36,8,2,0
394,8710000US3611580,"ZCTA5 11580, New York",6132,5109,1274,1738,941,714,307,88,47,1023,538,274,121,54,29,5,2
395,8710000US3611581,"ZCTA5 11581, New York",4838,4091,694,1406,785,736,329,103,38,747,387,187,77,59,23,9,5
396,8710000US3611590,"ZCTA5 11590, New York",7578,6089,1380,2196,1045,903,391,120,54,1489,733,456,163,83,33,11,10
397,8710000US3611596,"ZCTA5 11596, New York",3092,2621,434,806,485,519,294,63,20,471,241,127,60,32,7,4,0
398,8710000US3611598,"ZCTA5 11598, New York",3681,3357,471,1080,484,541,420,237,124,324,111,92,58,37,13,8,5
399,8710000US3611691,"ZCTA5 11691, New York",4364,1535,256,346,149,150,176,148,310,2829,1444,679,254,210,135,51,56
400,8710000US3611692,"ZCTA5 11692, New York",750,290,117,104,32,18,13,5,1,460,205,137,57,33,14,9,5
401,8710000US3611693,"ZCTA5 11693, New York",2538,1491,455,493,223,205,75,27,13,1047,431,333,154,82,23,16,8
402,8710000US3611694,"ZCTA5 11694, New York",6668,3668,960,1189,545,522,306,105,41,3000,1553,835,340,172,75,18,7
403,8710000US3611697,"ZCTA5 11697, New York",1693,1661,539,541,239,207,93,28,14,32,20,9,1,0,1,1,0
404,8710000US3611701,"ZCTA5 11701, New York",4799,3299,993,1239,481,365,152,43,26,1500,905,406,113,44,19,8,5
405,8710000US3611702,"ZCTA5 11702, New York",4953,3994,732,1296,750,749,341,96,30,959,460,302,103,62,25,5,2
406,8710000US3611703,"ZCTA5 11703, New York",4711,3965,790,1230,744,692,315,132,62,746,307,238,96,68,25,6,6
407,8710000US3611704,"ZCTA5 11704, New York",10457,7461,1246,2100,1454,1470,752,271,168,2996,1442,883,345,198,67,40,21
408,8710000US3611705,"ZCTA5 11705, New York",2627,2143,296,632,391,499,227,79,19,484,216,160,67,29,9,2,1
409,8710000US3611706,"ZCTA5 11706, New York",10238,8024,1601,2699,1429,1287,629,224,155,2214,1102,584,259,154,71,22,22
410,8710000US3611709,"ZCTA5 11709, New York",2305,1868,336,619,332,372,155,32,22,437,207,115,50,37,24,2,2
411,8710000US3611710,"ZCTA5 11710, New York",10623,9399,1398,2830,1842,2059,906,261,103,1224,518,350,191,106,37,18,4
412,8710000US3611713,"ZCTA5 11713, New York",2213,1486,318,550,245,225,100,31,17,727,227,244,146,67,30,9,4
413,8710000US3611714,"ZCTA5 11714, New York",7230,6363,1327,1855,1098,1235,580,200,68,867,354,238,136,83,34,13,9
414,8710000US3611715,"ZCTA5 11715, New York",1609,1436,246,458,263,299,124,40,6,173,69,47,24,22,6,3,2
415,8710000US3611716,"ZCTA5 11716, New York",3498,2801,476,858,534,523,277,93,40,697,287,219,108,57,17,6,3
416,8710000US3611717,"ZCTA5 11717, New York",2850,2333,498,841,456,259,148,69,62,517,227,113,73,49,27,20,8
417,8710000US3611718,"ZCTA5 11718, New York",1051,970,157,330,194,170,84,27,8,81,40,20,10,9,2,0,0
418,8710000US3611719,"ZCTA5 11719, New York",1109,911,147,378,155,137,60,22,12,198,68,100,14,10,3,1,2
419,8710000US3611720,"ZCTA5 11720, New York",7740,6611,773,1857,1424,1460,716,259,122,1129,513,250,164,104,55,18,25
420,8710000US3611721,"ZCTA5 11721, New York",2229,2026,354,701,351,400,165,43,12,203,91,55,26,19,6,5,1
421,8710000US3611722,"ZCTA5 11722, New York",2947,2290,678,819,357,242,115,51,28,657,327,170,74,47,21,8,10
422,8710000US3611724,"ZCTA5 11724, New York",965,884,74,270,178,205,110,39,8,81,31,18,7,16,9,0,0
423,8710000US3611725,"ZCTA5 11725, New York",8773,7982,996,2451,1534,1937,761,225,78,791,443,180,67,73,18,7,3
424,8710000US3611726,"ZCTA5 11726, New York",3518,2674,657,877,504,360,171,54,51,844,292,262,148,98,26,10,8
425,8710000US3611727,"ZCTA5 11727, New York",8060,5661,1540,1867,872,827,369,117,69,2399,891,851,382,189,56,14,16
426,8710000US3611729,"ZCTA5 11729, New York",7167,5785,1036,1795,1074,1089,535,168,88,1382,701,391,139,95,34,12,10
427,8710000US3611730,"ZCTA5 11730, New York",4538,3929,553,1084,782,884,447,121,58,609,224,177,88,76,26,10,8
