,GEO_ID,NAME,H016I001,H016I002,H016I003,H016I004,H016I005,H016I006,H016I007,H016I008,H016I009,H016I010,H016I011,H016I012,H016I013,H016I014,H016I015,H016I016,H016I017
0,id,Geographic Area Name,Total,Total!!Owner occupied,Total!!Owner occupied!!1-person household,Total!!Owner occupied!!2-person household,Total!!Owner occupied!!3-person household,Total!!Owner occupied!!4-person household,Total!!Owner occupied!!5-person household,Total!!Owner occupied!!6-person household,Total!!Owner occupied!!7-or-more-person household,Total!!Renter occupied,Total!!Renter occupied!!1-person household,Total!!Renter occupied!!2-person household,Total!!Renter occupied!!3-person household,Total!!Renter occupied!!4-person household,Total!!Renter occupied!!5-person household,Total!!Renter occupied!!6-person household,Total!!Renter occupied!!7-or-more-person household
428,8710000US3611731,"ZCTA5 11731, New York",9251,8228,1094,2525,1635,1818,805,260,91,1023,447,271,153,101,33,10,8
429,8710000US3611732,"ZCTA5 11732, New York",1236,916,137,335,177,167,65,28,7,320,186,100,17,12,3,2,0
430,8710000US3611733,"ZCTA5 11733, New York",5349,4985,690,1705,908,987,497,148,50,364,122,101,49,55,23,9,5
431,8710000US3611735,"ZCTA5 11735, New York",9301,7591,1421,2330,1367,1429,732,225,87,1710,832,515,169,124,45,19,6
432,8710000US3611738,"ZCTA5 11738, New York",4581,3784,389,1013,808,906,423,173,72,797,196,232,173,119,52,13,12
433,8710000US3611739,"ZCTA5 11739, New York",388,374,44,123,58,85,46,16,2,14,6,6,1,1,0,0,0
434,8710000US3611740,"ZCTA5 11740, New York",3004,2369,311,723,451,537,263,64,20,635,471,91,34,24,12,2,1
435,8710000US3611741,"ZCTA5 11741, New York",8530,6679,871,2074,1282,1432,729,201,90,1851,759,639,274,126,33,11,9
436,8710000US3611742,"ZCTA5 11742, New York",4037,3338,628,969,573,717,312,99,40,699,224,237,136,70,21,4,7
437,8710000US3611743,"ZCTA5 11743, New York",13165,11409,2030,4094,2079,2001,897,234,74,1756,839,543,204,108,37,20,5
438,8710000US3611746,"ZCTA5 11746, New York",15183,13591,2076,4555,2556,2715,1200,331,158,1592,634,467,237,141,63,28,22
439,8710000US3611747,"ZCTA5 11747, New York",6316,5507,1073,2084,783,1010,424,104,29,809,357,282,90,53,16,3,8
440,8710000US3611749,"ZCTA5 11749, New York",636,587,183,197,86,69,35,11,6,49,16,16,8,5,3,1,0
441,8710000US3611751,"ZCTA5 11751, New York",4612,3843,737,1118,689,789,340,115,55,769,341,254,87,52,23,9,3
442,8710000US3611752,"ZCTA5 11752, New York",2647,2415,318,647,475,556,277,90,52,232,74,50,44,35,14,8,7
443,8710000US3611753,"ZCTA5 11753, New York",3172,2920,377,1155,550,620,182,27,9,252,135,63,31,14,7,2,0
444,8710000US3611754,"ZCTA5 11754, New York",6243,5199,813,1602,962,1094,517,156,55,1044,611,220,115,72,20,4,2
445,8710000US3611755,"ZCTA5 11755, New York",3608,3117,449,949,580,679,311,113,36,491,179,149,76,52,21,9,5
446,8710000US3611756,"ZCTA5 11756, New York",11826,10670,1599,3173,2180,2142,1055,376,145,1156,386,318,196,144,70,29,13
447,8710000US3611757,"ZCTA5 11757, New York",13592,10800,1735,3009,2233,2201,1034,389,199,2792,1071,824,439,278,118,39,23
448,8710000US3611758,"ZCTA5 11758, New York",16311,14811,2185,4499,2853,3170,1526,414,164,1500,643,421,216,141,54,19,6
449,8710000US3611762,"ZCTA5 11762, New York",7125,6866,973,2025,1403,1496,719,185,65,259,94,66,36,44,15,1,3
450,8710000US3611763,"ZCTA5 11763, New York",6923,5801,980,1785,1110,1092,515,206,113,1122,534,257,139,90,61,23,18
451,8710000US3611764,"ZCTA5 11764, New York",3878,3564,413,1051,683,800,412,150,55,314,100,99,58,37,12,5,3
452,8710000US3611765,"ZCTA5 11765, New York",242,208,38,89,28,29,18,5,1,34,15,10,4,2,3,0,0
453,8710000US3611766,"ZCTA5 11766, New York",3861,3653,471,1293,645,740,356,104,44,208,70,61,21,24,18,9,5
454,8710000US3611767,"ZCTA5 11767, New York",4286,3808,469,1192,704,857,434,114,38,478,225,127,61,40,18,3,4
455,8710000US3611768,"ZCTA5 11768, New York",7568,6515,948,2359,1180,1180,609,178,61,1053,525,283,123,77,35,6,4
456,8710000US3611769,"ZCTA5 11769, New York",3525,2905,649,923,469,526,241,67,30,620,360,181,29,34,12,4,0
457,8710000US3611770,"ZCTA5 11770, New York",67,61,19,28,7,5,2,0,0,6,5,0,1,0,0,0,0
458,8710000US3611771,"ZCTA5 11771, New York",3210,2480,543,862,375,412,197,67,24,730,290,249,106,55,13,10,7
459,8710000US3611772,"ZCTA5 11772, New York",12771,8659,1790,2869,1577,1460,622,225,116,4112,2196,1153,412,206,97,23,25
460,8710000US3611776,"ZCTA5 11776, New York",6960,5474,918,1606,1000,1189,488,182,91,1486,648,507,163,91,47,19,11
461,8710000US3611777,"ZCTA5 11777, New York",3131,2410,513,922,382,372,159,41,21,721,311,246,98,48,14,0,4
462,8710000US3611778,"ZCTA5 11778, New York",4090,3443,669,985,624,708,311,102,44,647,184,196,119,91,35,9,13
463,8710000US3611779,"ZCTA5 11779, New York",11406,8944,1344,2543,1822,1820,950,310,155,2462,1179,709,263,186,84,26,15
464,8710000US3611780,"ZCTA5 11780, New York",4964,4490,823,1351,752,926,471,132,35,474,224,115,57,46,19,4,9
465,8710000US3611782,"ZCTA5 11782, New York",5337,4345,723,1255,811,957,439,122,38,992,504,320,100,44,17,6,1
466,8710000US3611783,"ZCTA5 11783, New York",6808,6235,923,1850,1230,1358,618,197,59,573,215,166,88,61,32,9,2
467,8710000US3611784,"ZCTA5 11784, New York",6669,5467,802,1484,1140,1114,604,218,105,1202,509,297,171,114,71,26,14
468,8710000US3611786,"ZCTA5 11786, New York",1790,1711,172,471,308,445,226,70,19,79,27,12,17,13,3,5,2
469,8710000US3611787,"ZCTA5 11787, New York",11345,9859,1330,3124,1826,2146,1058,279,96,1486,856,324,167,88,36,14,1
470,8710000US3611788,"ZCTA5 11788, New York",4992,4188,605,1368,749,830,441,133,62,804,356,282,97,46,18,4,1
471,8710000US3611789,"ZCTA5 11789, New York",2624,2163,415,631,424,440,174,62,17,461,152,127,94,50,21,10,7
472,8710000US3611790,"ZCTA5 11790, New York",4323,3940,705,1319,657,799,325,101,34,383,151,84,42,60,25,9,12
473,8710000US3611791,"ZCTA5 11791, New York",6417,6021,802,2003,1118,1347,570,142,39,396,158,102,59,58,13,4,2
474,8710000US3611792,"ZCTA5 11792, New York",2742,2534,350,883,427,509,252,81,32,208,91,41,36,18,15,7,0
475,8710000US3611793,"ZCTA5 11793, New York",10032,9278,1315,2685,1779,2065,1025,312,97,754,332,224,96,56,30,11,5
476,8710000US3611794,"ZCTA5 11794, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,8710000US3611795,"ZCTA5 11795, New York",7853,7293,937,1948,1470,1702,876,258,102,560,205,152,88,69,31,12,3
478,8710000US3611796,"ZCTA5 11796, New York",1260,998,130,279,217,218,101,46,7,262,142,67,31,9,9,1,3
479,8710000US3611797,"ZCTA5 11797, New York",2739,2347,465,835,352,464,178,38,15,392,202,113,43,21,11,0,2
480,8710000US3611798,"ZCTA5 11798, New York",467,389,91,102,78,63,26,14,15,78,25,19,10,13,5,3,3
481,8710000US3611801,"ZCTA5 11801, New York",9307,8213,1577,2656,1599,1411,663,217,90,1094,401,334,177,109,45,16,12
482,8710000US3611803,"ZCTA5 11803, New York",8485,7807,1084,2591,1546,1838,554,151,43,678,412,132,61,48,16,7,2
483,8710000US3611804,"ZCTA5 11804, New York",1610,1449,172,465,287,369,117,31,8,161,119,20,6,13,1,2,0
484,8710000US3611901,"ZCTA5 11901, New York",6920,5535,1652,2215,726,582,252,76,32,1385,670,367,183,104,40,13,8
485,8710000US3611930,"ZCTA5 11930, New York",571,486,162,206,52,40,23,3,0,85,48,21,5,7,2,1,1
486,8710000US3611931,"ZCTA5 11931, New York",67,57,19,24,7,6,1,0,0,10,3,5,0,0,2,0,0
487,8710000US3611932,"ZCTA5 11932, New York",472,387,134,164,36,40,8,4,1,85,43,24,11,3,3,0,1
488,8710000US3611933,"ZCTA5 11933, New York",2631,2416,762,975,259,249,124,36,11,215,78,68,36,17,13,1,2
489,8710000US3611934,"ZCTA5 11934, New York",2146,1877,296,616,360,366,159,52,28,269,74,92,45,33,16,8,1
490,8710000US3611935,"ZCTA5 11935, New York",1265,1099,257,476,136,128,79,17,6,166,61,65,19,16,4,1,0
491,8710000US3611937,"ZCTA5 11937, New York",4521,3736,1162,1497,512,375,138,37,15,785,346,206,117,72,35,4,5
492,8710000US3611939,"ZCTA5 11939, New York",382,324,83,164,37,24,12,2,2,58,18,19,7,12,2,0,0
493,8710000US3611940,"ZCTA5 11940, New York",1784,1363,196,454,266,269,129,36,13,421,158,196,38,12,11,6,0
494,8710000US3611941,"ZCTA5 11941, New York",698,611,111,236,111,101,37,11,4,87,37,23,15,5,3,2,2
495,8710000US3611942,"ZCTA5 11942, New York",1635,1392,354,482,212,217,91,27,9,243,88,63,47,27,13,4,1
496,8710000US3611944,"ZCTA5 11944, New York",1373,1056,439,407,93,75,28,6,8,317,164,86,38,17,9,1,2
497,8710000US3611946,"ZCTA5 11946, New York",4177,3144,887,1180,471,392,155,41,18,1033,477,287,126,94,36,7,6
498,8710000US3611947,"ZCTA5 11947, New York",142,117,30,47,14,14,9,3,0,25,7,10,5,3,0,0,0
499,8710000US3611948,"ZCTA5 11948, New York",407,352,79,140,52,58,18,3,2,55,19,19,12,0,3,2,0
500,8710000US3611949,"ZCTA5 11949, New York",4668,3836,628,1076,616,879,456,114,67,832,461,216,87,51,11,5,1
501,8710000US3611950,"ZCTA5 11950, New York",3431,2913,342,800,613,621,322,143,72,518,130,112,80,87,61,30,18
502,8710000US3611951,"ZCTA5 11951, New York",3496,2830,568,879,519,455,253,102,54,666,158,145,119,108,75,34,27
503,8710000US3611952,"ZCTA5 11952, New York",1715,1483,325,588,245,201,88,28,8,232,82,78,34,26,8,1,3
504,8710000US3611953,"ZCTA5 11953, New York",4153,3201,932,1232,434,360,166,41,36,952,351,326,159,78,31,3,4
505,8710000US3611954,"ZCTA5 11954, New York",1238,984,263,438,124,123,30,6,0,254,133,65,38,11,5,2,0
506,8710000US3611955,"ZCTA5 11955, New York",1338,688,157,333,71,78,31,14,4,650,286,244,79,27,12,1,1
507,8710000US3611956,"ZCTA5 11956, New York",167,138,42,74,16,3,3,0,0,29,11,9,6,3,0,0,0
508,8710000US3611957,"ZCTA5 11957, New York",340,287,86,139,27,23,7,4,1,53,26,10,11,4,1,1,0
509,8710000US3611958,"ZCTA5 11958, New York",236,210,53,95,23,25,11,3,0,26,10,10,2,1,2,1,0
510,8710000US3611959,"ZCTA5 11959, New York",381,317,78,142,46,32,16,3,0,64,38,13,7,4,1,0,1
511,8710000US3611960,"ZCTA5 11960, New York",424,382,69,174,69,45,20,5,0,42,14,11,6,8,3,0,0
512,8710000US3611961,"ZCTA5 11961, New York",5038,4553,1617,1601,537,476,229,59,34,485,235,117,68,40,9,13,3
513,8710000US3611962,"ZCTA5 11962, New York",196,176,44,71,29,26,5,1,0,20,8,4,3,1,4,0,0
514,8710000US3611963,"ZCTA5 11963, New York",2543,1990,585,760,292,237,87,20,9,553,244,162,71,54,15,6,1
515,8710000US3611964,"ZCTA5 11964, New York",814,653,185,313,62,59,28,5,1,161,73,50,17,15,5,1,0
516,8710000US3611965,"ZCTA5 11965, New York",256,205,77,94,15,13,4,1,1,51,26,12,6,4,2,1,0
517,8710000US3611967,"ZCTA5 11967, New York",6369,5577,772,1625,1179,1101,534,216,150,792,150,163,171,141,89,48,30
518,8710000US3611968,"ZCTA5 11968, New York",3457,2725,797,1049,393,313,130,29,14,732,318,233,92,53,22,9,5
519,8710000US3611970,"ZCTA5 11970, New York",242,191,48,114,9,13,6,1,0,51,21,13,13,1,2,0,1
520,8710000US3611971,"ZCTA5 11971, New York",2301,1995,507,901,229,224,90,34,10,306,125,97,35,29,17,3,0
521,8710000US3611972,"ZCTA5 11972, New York",416,353,80,103,58,66,35,7,4,63,24,16,17,4,2,0,0
522,8710000US3611973,"ZCTA5 11973, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,8710000US3611975,"ZCTA5 11975, New York",144,115,34,53,12,8,4,4,0,29,11,9,6,2,0,0,1
524,8710000US3611976,"ZCTA5 11976, New York",609,541,137,238,67,62,27,7,3,68,32,21,5,5,2,2,1
525,8710000US3611977,"ZCTA5 11977, New York",783,642,134,240,112,98,35,14,9,141,48,44,25,12,10,2,0
526,8710000US3611978,"ZCTA5 11978, New York",989,710,210,266,89,84,41,11,9,279,114,81,44,16,18,3,3
527,8710000US3611980,"ZCTA5 11980, New York",1406,1239,328,411,200,194,78,21,7,167,50,55,22,21,10,8,1
528,8710000US3612007,"ZCTA5 12007, New York",24,22,4,13,1,4,0,0,0,2,1,1,0,0,0,0,0
529,8710000US3612008,"ZCTA5 12008, New York",180,158,29,60,28,27,9,2,3,22,12,4,3,2,1,0,0
530,8710000US3612009,"ZCTA5 12009, New York",2717,2180,393,843,396,371,115,48,14,537,259,156,62,33,20,6,1
531,8710000US3612010,"ZCTA5 12010, New York",10069,6921,1951,2769,1040,731,302,90,38,3148,1427,823,403,264,151,51,29
532,8710000US3612015,"ZCTA5 12015, New York",1228,929,223,382,139,120,45,8,12,299,144,80,38,18,11,6,2
533,8710000US3612017,"ZCTA5 12017, New York",172,157,43,60,18,20,12,3,1,15,6,6,2,0,0,1,0
534,8710000US3612018,"ZCTA5 12018, New York",2988,2517,416,975,467,454,136,45,24,471,179,131,73,54,20,11,3
535,8710000US3612019,"ZCTA5 12019, New York",5509,4372,606,1728,835,754,306,110,33,1137,533,382,134,63,22,2,1
536,8710000US3612020,"ZCTA5 12020, New York",11741,9044,1704,3394,1648,1557,538,156,47,2697,1176,773,396,235,78,28,11
537,8710000US3612022,"ZCTA5 12022, New York",405,276,78,113,32,28,12,9,4,129,61,38,18,6,4,2,0
538,8710000US3612023,"ZCTA5 12023, New York",875,789,177,299,146,106,44,14,3,86,33,26,13,8,3,1,2
539,8710000US3612024,"ZCTA5 12024, New York",13,12,3,5,1,1,2,0,0,1,1,0,0,0,0,0,0
540,8710000US3612025,"ZCTA5 12025, New York",2151,1780,378,695,304,252,95,46,10,371,149,107,52,28,19,11,5
541,8710000US3612027,"ZCTA5 12027, New York",1450,1265,182,535,195,243,81,24,5,185,86,55,23,10,7,1,3
542,8710000US3612028,"ZCTA5 12028, New York",434,375,78,142,63,57,21,8,6,59,17,18,8,5,4,3,4
543,8710000US3612029,"ZCTA5 12029, New York",420,356,84,161,49,36,23,1,2,64,23,29,5,3,3,0,1
544,8710000US3612031,"ZCTA5 12031, New York",59,48,10,19,7,6,2,3,1,11,4,1,2,2,1,0,1
545,8710000US3612032,"ZCTA5 12032, New York",375,336,99,140,46,36,12,1,2,39,16,11,6,4,2,0,0
546,8710000US3612033,"ZCTA5 12033, New York",2994,2388,453,911,430,407,128,38,21,606,272,174,84,47,15,12,2
547,8710000US3612035,"ZCTA5 12035, New York",317,230,50,98,31,28,16,5,2,87,26,30,18,6,6,0,1
548,8710000US3612036,"ZCTA5 12036, New York",92,79,18,39,8,7,6,1,0,13,3,5,1,3,0,0,1
549,8710000US3612037,"ZCTA5 12037, New York",1685,1161,316,478,166,128,51,16,6,524,255,139,61,47,12,9,1
550,8710000US3612040,"ZCTA5 12040, New York",49,46,12,22,7,4,1,0,0,3,1,0,0,2,0,0,0
551,8710000US3612041,"ZCTA5 12041, New York",183,137,20,55,26,26,8,2,0,46,19,13,6,4,1,2,1
552,8710000US3612042,"ZCTA5 12042, New York",116,98,23,45,13,12,3,2,0,18,8,5,3,2,0,0,0
553,8710000US3612043,"ZCTA5 12043, New York",2993,1846,404,740,310,234,110,29,19,1147,556,325,141,81,30,11,3
554,8710000US3612045,"ZCTA5 12045, New York",202,122,33,41,18,17,9,3,1,80,25,20,15,10,7,3,0
555,8710000US3612046,"ZCTA5 12046, New York",310,271,50,111,50,35,19,3,3,39,16,12,2,4,4,1,0
556,8710000US3612047,"ZCTA5 12047, New York",7990,4127,1070,1530,668,571,202,65,21,3863,1887,1052,465,296,119,33,11
557,8710000US3612051,"ZCTA5 12051, New York",1722,1158,242,443,192,179,60,25,17,564,304,141,58,39,17,2,3
558,8710000US3612052,"ZCTA5 12052, New York",592,526,95,218,86,82,30,11,4,66,20,23,5,4,8,4,2
559,8710000US3612053,"ZCTA5 12053, New York",1684,1508,245,593,287,224,105,40,14,176,59,56,31,16,8,4,2
560,8710000US3612054,"ZCTA5 12054, New York",6468,4920,958,1801,874,878,325,62,22,1548,822,453,160,73,28,7,5
561,8710000US3612056,"ZCTA5 12056, New York",872,739,114,310,138,114,38,18,7,133,61,42,17,11,1,0,1
562,8710000US3612057,"ZCTA5 12057, New York",693,598,114,244,101,73,47,14,5,95,33,26,17,10,9,0,0
563,8710000US3612058,"ZCTA5 12058, New York",562,455,103,185,60,63,32,8,4,107,35,35,18,11,7,1,0
564,8710000US3612059,"ZCTA5 12059, New York",656,558,107,245,96,74,26,7,3,98,35,32,13,8,7,1,2
565,8710000US3612060,"ZCTA5 12060, New York",613,531,108,246,78,70,18,10,1,82,33,25,11,7,3,2,1
566,8710000US3612061,"ZCTA5 12061, New York",3352,2411,491,912,392,417,155,36,8,941,378,370,113,54,20,4,2
567,8710000US3612062,"ZCTA5 12062, New York",681,558,115,219,107,78,26,10,3,123,39,44,19,19,0,2,0
568,8710000US3612063,"ZCTA5 12063, New York",163,144,19,66,26,23,6,4,0,19,6,4,5,2,2,0,0
569,8710000US3612064,"ZCTA5 12064, New York",219,166,51,67,17,18,7,4,2,53,16,12,16,4,4,0,1
570,8710000US3612065,"ZCTA5 12065, New York",15613,11086,2171,4161,1898,1919,704,178,55,4527,2119,1545,462,283,87,24,7
571,8710000US3612066,"ZCTA5 12066, New York",835,746,158,300,138,91,39,15,5,89,44,8,21,7,5,2,2
572,8710000US3612067,"ZCTA5 12067, New York",599,501,103,202,83,77,23,10,3,98,48,25,13,10,0,1,1
573,8710000US3612068,"ZCTA5 12068, New York",1221,950,196,375,154,146,46,15,18,271,116,66,37,35,10,7,0
574,8710000US3612069,"ZCTA5 12069, New York",89,68,12,21,11,16,2,5,1,21,7,8,2,2,2,0,0
575,8710000US3612070,"ZCTA5 12070, New York",560,483,106,201,83,51,25,12,5,77,30,21,11,10,3,2,0
576,8710000US3612071,"ZCTA5 12071, New York",110,88,25,37,11,11,1,1,2,22,5,9,2,2,2,1,1
577,8710000US3612072,"ZCTA5 12072, New York",987,828,158,298,136,132,58,24,22,159,53,46,36,18,4,0,2
578,8710000US3612074,"ZCTA5 12074, New York",1132,996,174,424,173,141,61,13,10,136,41,46,20,19,6,1,3
579,8710000US3612075,"ZCTA5 12075, New York",1263,1007,171,421,162,170,44,29,10,256,140,59,25,21,7,2,2
580,8710000US3612076,"ZCTA5 12076, New York",619,554,150,244,79,44,27,5,5,65,21,20,9,8,4,2,1
581,8710000US3612077,"ZCTA5 12077, New York",2187,1711,311,616,308,321,119,29,7,476,240,137,51,28,17,2,1
582,8710000US3612078,"ZCTA5 12078, New York",9340,6042,1453,2497,942,729,267,90,64,3298,1331,847,482,322,199,71,46
583,8710000US3612083,"ZCTA5 12083, New York",1501,1228,308,474,176,158,69,30,13,273,120,76,36,24,6,7,4
584,8710000US3612084,"ZCTA5 12084, New York",1457,451,104,171,91,55,25,2,3,1006,516,334,91,49,14,2,0
585,8710000US3612085,"ZCTA5 12085, New York",160,34,7,14,8,2,2,0,1,126,73,42,7,2,2,0,0
586,8710000US3612086,"ZCTA5 12086, New York",734,619,128,254,99,92,28,11,7,115,58,32,13,8,3,1,0
587,8710000US3612087,"ZCTA5 12087, New York",388,337,73,110,66,57,22,2,7,51,17,13,10,6,4,1,0
588,8710000US3612089,"ZCTA5 12089, New York",32,31,9,14,4,3,1,0,0,1,0,0,1,0,0,0,0
589,8710000US3612090,"ZCTA5 12090, New York",2452,1705,345,659,280,266,91,50,14,747,335,190,108,57,42,8,7
590,8710000US3612092,"ZCTA5 12092, New York",525,372,75,148,72,50,22,3,2,153,56,56,23,10,6,0,2
591,8710000US3612093,"ZCTA5 12093, New York",653,549,125,217,90,68,34,11,4,104,42,32,11,11,2,5,1
592,8710000US3612094,"ZCTA5 12094, New York",809,688,96,250,147,120,52,14,9,121,35,33,27,17,5,4,0
593,8710000US3612095,"ZCTA5 12095, New York",4773,3198,722,1255,527,453,166,56,19,1575,717,416,203,143,61,23,12
594,8710000US3612106,"ZCTA5 12106, New York",920,751,186,316,105,93,35,14,2,169,74,55,25,11,2,2,0
595,8710000US3612108,"ZCTA5 12108, New York",184,151,42,74,12,12,9,1,1,33,12,9,6,3,3,0,0
596,8710000US3612110,"ZCTA5 12110, New York",6738,5031,1075,1931,912,753,262,73,25,1707,869,537,171,89,31,8,2
597,8710000US3612115,"ZCTA5 12115, New York",83,73,17,40,7,8,1,0,0,10,2,3,2,2,1,0,0
598,8710000US3612116,"ZCTA5 12116, New York",774,643,133,280,114,65,34,13,4,131,51,42,16,13,7,1,1
599,8710000US3612117,"ZCTA5 12117, New York",1316,1065,228,457,191,114,49,18,8,251,76,73,58,28,10,4,2
600,8710000US3612118,"ZCTA5 12118, New York",5686,3714,826,1421,649,539,206,52,21,1972,872,504,327,164,69,24,12
601,8710000US3612120,"ZCTA5 12120, New York",230,202,41,87,25,29,10,9,1,28,7,11,3,4,3,0,0
602,8710000US3612121,"ZCTA5 12121, New York",706,652,93,277,104,113,45,15,5,54,19,21,6,2,4,2,0
603,8710000US3612122,"ZCTA5 12122, New York",1878,1429,338,607,217,170,69,18,10,449,207,111,56,44,21,4,6
604,8710000US3612123,"ZCTA5 12123, New York",2042,1581,329,621,278,233,88,24,8,461,197,146,58,37,13,7,3
605,8710000US3612124,"ZCTA5 12124, New York",244,215,52,89,42,20,6,4,2,29,8,8,8,4,1,0,0
606,8710000US3612125,"ZCTA5 12125, New York",579,386,117,152,60,40,9,5,3,193,78,75,19,10,9,1,1
607,8710000US3612130,"ZCTA5 12130, New York",374,304,67,107,53,51,18,5,3,70,27,18,11,8,4,2,0
608,8710000US3612131,"ZCTA5 12131, New York",44,40,11,17,1,4,5,2,0,4,1,2,1,0,0,0,0
609,8710000US3612132,"ZCTA5 12132, New York",143,105,25,49,14,7,7,3,0,38,9,14,10,4,1,0,0
610,8710000US3612134,"ZCTA5 12134, New York",1467,1163,287,496,168,138,51,14,9,304,125,77,47,37,14,2,2
611,8710000US3612136,"ZCTA5 12136, New York",340,302,74,133,43,38,10,2,2,38,16,9,7,1,4,1,0
612,8710000US3612137,"ZCTA5 12137, New York",642,567,116,225,102,73,32,11,8,75,22,26,12,9,5,1,0
613,8710000US3612138,"ZCTA5 12138, New York",1227,1067,224,440,176,128,59,24,16,160,54,48,19,27,9,2,1
614,8710000US3612139,"ZCTA5 12139, New York",128,114,33,48,11,16,4,1,1,14,6,3,2,1,1,1,0
615,8710000US3612140,"ZCTA5 12140, New York",629,546,91,196,105,109,32,6,7,83,29,25,15,10,2,2,0
616,8710000US3612143,"ZCTA5 12143, New York",1908,1309,256,480,252,216,76,19,10,599,262,162,82,55,25,10,3
617,8710000US3612144,"ZCTA5 12144, New York",7895,5029,1314,1901,820,647,225,85,37,2866,1359,819,355,201,83,28,21
618,8710000US3612147,"ZCTA5 12147, New York",217,181,53,65,28,24,7,4,0,36,12,16,6,2,0,0,0
619,8710000US3612148,"ZCTA5 12148, New York",1623,1351,183,494,263,294,87,21,9,272,191,52,13,12,1,2,1
620,8710000US3612149,"ZCTA5 12149, New York",990,744,180,307,105,100,32,19,1,246,84,69,51,26,10,5,1
621,8710000US3612150,"ZCTA5 12150, New York",378,303,80,113,50,39,17,3,1,75,28,27,11,5,2,2,0
622,8710000US3612151,"ZCTA5 12151, New York",296,247,66,91,46,34,8,1,1,49,26,14,4,3,1,1,0
623,8710000US3612153,"ZCTA5 12153, New York",321,291,49,120,64,41,13,3,1,30,14,9,3,3,1,0,0
624,8710000US3612154,"ZCTA5 12154, New York",1052,879,151,322,154,172,57,17,6,173,70,50,23,16,7,5,2
625,8710000US3612155,"ZCTA5 12155, New York",784,654,174,251,88,86,34,17,4,130,50,34,20,15,9,2,0
626,8710000US3612156,"ZCTA5 12156, New York",332,269,53,109,46,36,15,9,1,63,34,15,2,8,3,0,1
627,8710000US3612157,"ZCTA5 12157, New York",1674,1317,283,551,217,165,72,18,11,357,183,89,41,32,6,5,1
628,8710000US3612158,"ZCTA5 12158, New York",2270,1790,359,661,315,296,115,27,17,480,171,161,73,46,20,6,3
629,8710000US3612159,"ZCTA5 12159, New York",2986,2103,387,734,357,392,191,33,9,883,576,232,50,20,3,0,2
630,8710000US3612160,"ZCTA5 12160, New York",350,293,49,125,54,40,18,3,4,57,16,22,9,4,1,4,1
631,8710000US3612161,"ZCTA5 12161, New York",61,51,8,21,8,11,2,1,0,10,4,1,4,0,1,0,0
632,8710000US3612164,"ZCTA5 12164, New York",169,120,43,56,8,9,1,2,1,49,20,15,7,3,4,0,0
633,8710000US3612165,"ZCTA5 12165, New York",80,67,12,40,8,4,2,1,0,13,7,4,2,0,0,0,0
634,8710000US3612166,"ZCTA5 12166, New York",524,471,93,202,81,54,26,7,8,53,20,11,9,6,6,1,0
635,8710000US3612167,"ZCTA5 12167, New York",956,689,145,321,102,72,33,13,3,267,122,61,38,35,5,4,2
636,8710000US3612168,"ZCTA5 12168, New York",794,643,166,247,106,84,28,8,4,151,56,49,24,12,6,1,3
637,8710000US3612169,"ZCTA5 12169, New York",123,106,22,43,18,16,3,2,2,17,7,6,3,1,0,0,0
638,8710000US3612170,"ZCTA5 12170, New York",1799,1466,243,569,269,235,109,24,17,333,106,86,68,44,20,5,4
639,8710000US3612172,"ZCTA5 12172, New York",129,71,10,27,11,12,5,2,4,58,15,15,10,10,5,0,3
640,8710000US3612173,"ZCTA5 12173, New York",653,536,96,219,96,87,30,5,3,117,33,38,25,11,8,2,0
641,8710000US3612174,"ZCTA5 12174, New York",121,86,13,33,16,14,7,2,1,35,6,12,9,5,0,3,0
642,8710000US3612175,"ZCTA5 12175, New York",264,238,67,87,39,29,10,3,3,26,11,6,4,2,0,2,1
643,8710000US3612176,"ZCTA5 12176, New York",69,61,15,21,7,11,4,1,2,8,4,1,1,1,1,0,0
644,8710000US3612177,"ZCTA5 12177, New York",221,190,45,78,32,28,4,2,1,31,19,5,4,3,0,0,0
645,8710000US3612180,"ZCTA5 12180, New York",17028,9268,2387,3669,1451,1151,445,116,49,7760,3640,2229,975,567,227,84,38
646,8710000US3612182,"ZCTA5 12182, New York",5475,3439,904,1318,546,429,161,59,22,2036,995,488,257,164,76,43,13
647,8710000US3612183,"ZCTA5 12183, New York",1172,434,136,149,74,47,22,3,3,738,381,206,82,48,9,6,6
648,8710000US3612184,"ZCTA5 12184, New York",2635,2089,408,863,347,312,113,32,14,546,234,162,80,44,17,8,1
649,8710000US3612185,"ZCTA5 12185, New York",747,613,98,227,117,112,36,15,8,134,51,48,15,12,6,0,2
650,8710000US3612186,"ZCTA5 12186, New York",2467,2116,401,905,343,322,115,25,5,351,149,115,47,28,9,1,2
651,8710000US3612187,"ZCTA5 12187, New York",271,222,46,98,29,32,7,6,4,49,13,21,3,9,3,0,0
652,8710000US3612188,"ZCTA5 12188, New York",4415,2911,619,1096,523,435,174,49,15,1504,659,460,217,110,42,9,7
653,8710000US3612189,"ZCTA5 12189, New York",7157,3177,935,1143,486,387,142,57,27,3980,2075,1188,390,216,86,17,8
654,8710000US3612190,"ZCTA5 12190, New York",290,258,75,121,28,20,10,3,1,32,12,7,6,4,2,1,0
