,GEO_ID,NAME,H011B001,H011B002,H011B003,H011B004
0,id,Geographic Area Name,Population in occupied housing units,Population in occupied housing units!!Owned with a mortgage or a loan,Population in occupied housing units!!Owned free and clear,Population in occupied housing units!!Renter occupied
1501,8710000US3614172,"ZCTA5 14172, New York",31,16,0,15
1502,8710000US3614173,"ZCTA5 14173, New York",2,2,0,0
1503,8710000US3614174,"ZCTA5 14174, New York",14,7,2,5
1504,8710000US3614201,"ZCTA5 14201, New York",2599,81,36,2482
1505,8710000US3614202,"ZCTA5 14202, New York",630,31,7,592
1506,8710000US3614203,"ZCTA5 14203, New York",752,6,5,741
1507,8710000US3614204,"ZCTA5 14204, New York",6447,1470,522,4455
1508,8710000US3614206,"ZCTA5 14206, New York",2147,507,345,1295
1509,8710000US3614207,"ZCTA5 14207, New York",3587,412,54,3121
1510,8710000US3614208,"ZCTA5 14208, New York",8661,1998,1708,4955
1511,8710000US3614209,"ZCTA5 14209, New York",3306,503,396,2407
1512,8710000US3614210,"ZCTA5 14210, New York",1004,217,72,715
1513,8710000US3614211,"ZCTA5 14211, New York",17159,3909,2837,10413
1514,8710000US3614212,"ZCTA5 14212, New York",4407,653,695,3059
1515,8710000US3614213,"ZCTA5 14213, New York",5278,539,235,4504
1516,8710000US3614214,"ZCTA5 14214, New York",7193,1858,799,4536
1517,8710000US3614215,"ZCTA5 14215, New York",31916,11113,3220,17583
1518,8710000US3614216,"ZCTA5 14216, New York",3531,981,130,2420
1519,8710000US3614217,"ZCTA5 14217, New York",565,167,21,377
1520,8710000US3614218,"ZCTA5 14218, New York",1721,363,157,1201
1521,8710000US3614219,"ZCTA5 14219, New York",125,49,1,75
1522,8710000US3614220,"ZCTA5 14220, New York",658,126,21,511
1523,8710000US3614221,"ZCTA5 14221, New York",1592,882,169,541
1524,8710000US3614222,"ZCTA5 14222, New York",1089,113,23,953
1525,8710000US3614223,"ZCTA5 14223, New York",798,197,33,568
1526,8710000US3614224,"ZCTA5 14224, New York",253,98,26,129
1527,8710000US3614225,"ZCTA5 14225, New York",2855,1261,122,1472
1528,8710000US3614226,"ZCTA5 14226, New York",2500,1144,131,1225
1529,8710000US3614227,"ZCTA5 14227, New York",980,133,34,813
1530,8710000US3614228,"ZCTA5 14228, New York",1704,458,48,1198
1531,8710000US3614261,"ZCTA5 14261, New York",0,0,0,0
1532,8710000US3614301,"ZCTA5 14301, New York",3187,618,146,2423
1533,8710000US3614302,"ZCTA5 14302, New York",16,3,7,6
1534,8710000US3614303,"ZCTA5 14303, New York",1594,350,185,1059
1535,8710000US3614304,"ZCTA5 14304, New York",1015,433,89,493
1536,8710000US3614305,"ZCTA5 14305, New York",5219,1154,625,3440
1537,8710000US3614411,"ZCTA5 14411, New York",605,169,57,379
1538,8710000US3614414,"ZCTA5 14414, New York",65,18,11,36
1539,8710000US3614415,"ZCTA5 14415, New York",0,0,0,0
1540,8710000US3614416,"ZCTA5 14416, New York",13,6,3,4
1541,8710000US3614418,"ZCTA5 14418, New York",6,1,5,0
1542,8710000US3614420,"ZCTA5 14420, New York",398,158,15,225
1543,8710000US3614422,"ZCTA5 14422, New York",10,9,0,1
1544,8710000US3614423,"ZCTA5 14423, New York",149,91,15,43
1545,8710000US3614424,"ZCTA5 14424, New York",279,68,10,201
1546,8710000US3614425,"ZCTA5 14425, New York",185,108,14,63
1547,8710000US3614427,"ZCTA5 14427, New York",4,0,0,4
1548,8710000US3614428,"ZCTA5 14428, New York",130,72,3,55
1549,8710000US3614432,"ZCTA5 14432, New York",49,12,0,37
1550,8710000US3614433,"ZCTA5 14433, New York",113,55,18,40
1551,8710000US3614435,"ZCTA5 14435, New York",9,8,0,1
1552,8710000US3614437,"ZCTA5 14437, New York",65,24,0,41
1553,8710000US3614441,"ZCTA5 14441, New York",0,0,0,0
1554,8710000US3614445,"ZCTA5 14445, New York",241,45,8,188
1555,8710000US3614450,"ZCTA5 14450, New York",857,337,29,491
1556,8710000US3614454,"ZCTA5 14454, New York",76,19,6,51
1557,8710000US3614456,"ZCTA5 14456, New York",1412,309,79,1024
1558,8710000US3614462,"ZCTA5 14462, New York",4,0,0,4
1559,8710000US3614464,"ZCTA5 14464, New York",78,56,0,22
1560,8710000US3614466,"ZCTA5 14466, New York",4,0,4,0
1561,8710000US3614467,"ZCTA5 14467, New York",704,303,62,339
1562,8710000US3614468,"ZCTA5 14468, New York",205,115,3,87
1563,8710000US3614469,"ZCTA5 14469, New York",36,21,2,13
1564,8710000US3614470,"ZCTA5 14470, New York",75,32,13,30
1565,8710000US3614471,"ZCTA5 14471, New York",7,7,0,0
1566,8710000US3614472,"ZCTA5 14472, New York",26,13,3,10
1567,8710000US3614475,"ZCTA5 14475, New York",2,0,2,0
1568,8710000US3614476,"ZCTA5 14476, New York",20,8,4,8
1569,8710000US3614477,"ZCTA5 14477, New York",32,14,7,11
1570,8710000US3614478,"ZCTA5 14478, New York",1,0,0,1
1571,8710000US3614479,"ZCTA5 14479, New York",0,0,0,0
1572,8710000US3614480,"ZCTA5 14480, New York",5,0,0,5
1573,8710000US3614481,"ZCTA5 14481, New York",11,1,2,8
1574,8710000US3614482,"ZCTA5 14482, New York",146,64,20,62
1575,8710000US3614485,"ZCTA5 14485, New York",13,7,0,6
1576,8710000US3614486,"ZCTA5 14486, New York",0,0,0,0
1577,8710000US3614487,"ZCTA5 14487, New York",34,13,4,17
1578,8710000US3614489,"ZCTA5 14489, New York",393,133,25,235
1579,8710000US3614502,"ZCTA5 14502, New York",109,75,4,30
1580,8710000US3614504,"ZCTA5 14504, New York",6,3,0,3
1581,8710000US3614505,"ZCTA5 14505, New York",21,17,0,4
1582,8710000US3614506,"ZCTA5 14506, New York",2,2,0,0
1583,8710000US3614507,"ZCTA5 14507, New York",5,2,2,1
1584,8710000US3614510,"ZCTA5 14510, New York",84,27,6,51
1585,8710000US3614511,"ZCTA5 14511, New York",15,7,7,1
1586,8710000US3614512,"ZCTA5 14512, New York",17,2,4,11
1587,8710000US3614513,"ZCTA5 14513, New York",578,170,22,386
1588,8710000US3614514,"ZCTA5 14514, New York",409,212,8,189
1589,8710000US3614516,"ZCTA5 14516, New York",40,14,5,21
1590,8710000US3614517,"ZCTA5 14517, New York",3,0,0,3
1591,8710000US3614519,"ZCTA5 14519, New York",112,78,18,16
1592,8710000US3614521,"ZCTA5 14521, New York",11,0,4,7
1593,8710000US3614522,"ZCTA5 14522, New York",43,10,9,24
1594,8710000US3614525,"ZCTA5 14525, New York",9,7,0,2
1595,8710000US3614526,"ZCTA5 14526, New York",382,224,31,127
1596,8710000US3614527,"ZCTA5 14527, New York",50,13,6,31
1597,8710000US3614529,"ZCTA5 14529, New York",0,0,0,0
1598,8710000US3614530,"ZCTA5 14530, New York",24,7,5,12
1599,8710000US3614532,"ZCTA5 14532, New York",6,2,0,4
1600,8710000US3614533,"ZCTA5 14533, New York",32,17,1,14
1601,8710000US3614534,"ZCTA5 14534, New York",615,456,104,55
1602,8710000US3614536,"ZCTA5 14536, New York",0,0,0,0
1603,8710000US3614537,"ZCTA5 14537, New York",6,0,0,6
1604,8710000US3614539,"ZCTA5 14539, New York",0,0,0,0
1605,8710000US3614541,"ZCTA5 14541, New York",15,7,0,8
1606,8710000US3614542,"ZCTA5 14542, New York",0,0,0,0
1607,8710000US3614543,"ZCTA5 14543, New York",35,19,10,6
1608,8710000US3614544,"ZCTA5 14544, New York",2,2,0,0
1609,8710000US3614545,"ZCTA5 14545, New York",2,0,2,0
1610,8710000US3614546,"ZCTA5 14546, New York",209,51,5,153
1611,8710000US3614548,"ZCTA5 14548, New York",22,2,5,15
1612,8710000US3614549,"ZCTA5 14549, New York",0,0,0,0
1613,8710000US3614550,"ZCTA5 14550, New York",4,0,0,4
1614,8710000US3614551,"ZCTA5 14551, New York",536,175,64,297
1615,8710000US3614555,"ZCTA5 14555, New York",32,14,2,16
1616,8710000US3614559,"ZCTA5 14559, New York",289,147,15,127
1617,8710000US3614560,"ZCTA5 14560, New York",5,1,0,4
1618,8710000US3614561,"ZCTA5 14561, New York",13,7,1,5
1619,8710000US3614564,"ZCTA5 14564, New York",101,65,1,35
1620,8710000US3614568,"ZCTA5 14568, New York",56,32,0,24
1621,8710000US3614569,"ZCTA5 14569, New York",1,0,0,1
1622,8710000US3614571,"ZCTA5 14571, New York",30,20,7,3
1623,8710000US3614572,"ZCTA5 14572, New York",40,12,1,27
1624,8710000US3614580,"ZCTA5 14580, New York",1012,445,54,513
1625,8710000US3614585,"ZCTA5 14585, New York",0,0,0,0
1626,8710000US3614586,"ZCTA5 14586, New York",1009,695,45,269
1627,8710000US3614588,"ZCTA5 14588, New York",0,0,0,0
1628,8710000US3614589,"ZCTA5 14589, New York",303,118,55,130
1629,8710000US3614590,"ZCTA5 14590, New York",93,25,17,51
1630,8710000US3614591,"ZCTA5 14591, New York",10,3,4,3
1631,8710000US3614592,"ZCTA5 14592, New York",0,0,0,0
1632,8710000US3614604,"ZCTA5 14604, New York",417,0,0,417
1633,8710000US3614605,"ZCTA5 14605, New York",6418,1072,443,4903
1634,8710000US3614606,"ZCTA5 14606, New York",6240,2216,207,3817
1635,8710000US3614607,"ZCTA5 14607, New York",1841,90,34,1717
1636,8710000US3614608,"ZCTA5 14608, New York",7838,1076,503,6259
1637,8710000US3614609,"ZCTA5 14609, New York",14233,4534,627,9072
1638,8710000US3614610,"ZCTA5 14610, New York",955,319,80,556
1639,8710000US3614611,"ZCTA5 14611, New York",12018,2794,1064,8160
1640,8710000US3614612,"ZCTA5 14612, New York",1750,734,58,958
1641,8710000US3614613,"ZCTA5 14613, New York",6117,1741,108,4268
1642,8710000US3614614,"ZCTA5 14614, New York",21,0,1,20
1643,8710000US3614615,"ZCTA5 14615, New York",3676,963,54,2659
1644,8710000US3614616,"ZCTA5 14616, New York",2178,692,33,1453
1645,8710000US3614617,"ZCTA5 14617, New York",837,459,44,334
1646,8710000US3614618,"ZCTA5 14618, New York",599,246,19,334
1647,8710000US3614619,"ZCTA5 14619, New York",10757,4880,780,5097
1648,8710000US3614620,"ZCTA5 14620, New York",3255,426,60,2769
1649,8710000US3614621,"ZCTA5 14621, New York",15631,4067,1023,10541
1650,8710000US3614622,"ZCTA5 14622, New York",622,319,37,266
1651,8710000US3614623,"ZCTA5 14623, New York",1838,760,110,968
1652,8710000US3614624,"ZCTA5 14624, New York",3086,1871,174,1041
1653,8710000US3614625,"ZCTA5 14625, New York",161,95,17,49
1654,8710000US3614626,"ZCTA5 14626, New York",1708,753,63,892
1655,8710000US3614627,"ZCTA5 14627, New York",0,0,0,0
1656,8710000US3614701,"ZCTA5 14701, New York",1219,266,127,826
1657,8710000US3614706,"ZCTA5 14706, New York",26,6,3,17
1658,8710000US3614707,"ZCTA5 14707, New York",0,0,0,0
1659,8710000US3614708,"ZCTA5 14708, New York",0,0,0,0
1660,8710000US3614709,"ZCTA5 14709, New York",1,0,1,0
1661,8710000US3614710,"ZCTA5 14710, New York",3,3,0,0
1662,8710000US3614711,"ZCTA5 14711, New York",5,0,2,3
1663,8710000US3614712,"ZCTA5 14712, New York",7,5,2,0
1664,8710000US3614714,"ZCTA5 14714, New York",7,0,2,5
1665,8710000US3614715,"ZCTA5 14715, New York",10,0,0,10
1666,8710000US3614716,"ZCTA5 14716, New York",7,0,3,4
1667,8710000US3614717,"ZCTA5 14717, New York",0,0,0,0
1668,8710000US3614718,"ZCTA5 14718, New York",0,0,0,0
1669,8710000US3614719,"ZCTA5 14719, New York",9,8,0,1
1670,8710000US3614720,"ZCTA5 14720, New York",4,0,0,4
1671,8710000US3614721,"ZCTA5 14721, New York",0,0,0,0
1672,8710000US3614722,"ZCTA5 14722, New York",0,0,0,0
1673,8710000US3614723,"ZCTA5 14723, New York",6,6,0,0
1674,8710000US3614724,"ZCTA5 14724, New York",0,0,0,0
1675,8710000US3614726,"ZCTA5 14726, New York",2,2,0,0
1676,8710000US3614727,"ZCTA5 14727, New York",21,2,0,19
1677,8710000US3614728,"ZCTA5 14728, New York",7,7,0,0
1678,8710000US3614729,"ZCTA5 14729, New York",2,0,2,0
1679,8710000US3614731,"ZCTA5 14731, New York",0,0,0,0
1680,8710000US3614732,"ZCTA5 14732, New York",0,0,0,0
1681,8710000US3614733,"ZCTA5 14733, New York",14,8,0,6
1682,8710000US3614735,"ZCTA5 14735, New York",6,3,0,3
1683,8710000US3614736,"ZCTA5 14736, New York",0,0,0,0
1684,8710000US3614737,"ZCTA5 14737, New York",3,0,2,1
1685,8710000US3614738,"ZCTA5 14738, New York",1,0,0,1
1686,8710000US3614739,"ZCTA5 14739, New York",19,0,13,6
1687,8710000US3614740,"ZCTA5 14740, New York",0,0,0,0
1688,8710000US3614741,"ZCTA5 14741, New York",0,0,0,0
1689,8710000US3614742,"ZCTA5 14742, New York",0,0,0,0
1690,8710000US3614743,"ZCTA5 14743, New York",13,2,8,3
1691,8710000US3614744,"ZCTA5 14744, New York",9,2,5,2
1692,8710000US3614747,"ZCTA5 14747, New York",0,0,0,0
1693,8710000US3614748,"ZCTA5 14748, New York",4,1,2,1
1694,8710000US3614750,"ZCTA5 14750, New York",25,18,0,7
1695,8710000US3614752,"ZCTA5 14752, New York",0,0,0,0
1696,8710000US3614753,"ZCTA5 14753, New York",8,2,6,0
1697,8710000US3614754,"ZCTA5 14754, New York",0,0,0,0
1698,8710000US3614755,"ZCTA5 14755, New York",14,7,0,7
1699,8710000US3614756,"ZCTA5 14756, New York",0,0,0,0
1700,8710000US3614757,"ZCTA5 14757, New York",6,0,4,2
1701,8710000US3614760,"ZCTA5 14760, New York",510,178,66,266
1702,8710000US3614767,"ZCTA5 14767, New York",0,0,0,0
1703,8710000US3614769,"ZCTA5 14769, New York",8,0,0,8
1704,8710000US3614770,"ZCTA5 14770, New York",16,10,2,4
1705,8710000US3614772,"ZCTA5 14772, New York",7,0,0,7
1706,8710000US3614774,"ZCTA5 14774, New York",0,0,0,0
1707,8710000US3614775,"ZCTA5 14775, New York",7,2,0,5
1708,8710000US3614777,"ZCTA5 14777, New York",0,0,0,0
1709,8710000US3614778,"ZCTA5 14778, New York",0,0,0,0
1710,8710000US3614779,"ZCTA5 14779, New York",37,6,3,28
1711,8710000US3614781,"ZCTA5 14781, New York",0,0,0,0
1712,8710000US3614782,"ZCTA5 14782, New York",5,5,0,0
1713,8710000US3614783,"ZCTA5 14783, New York",0,0,0,0
1714,8710000US3614784,"ZCTA5 14784, New York",0,0,0,0
1715,8710000US3614787,"ZCTA5 14787, New York",27,5,0,22
1716,8710000US3614788,"ZCTA5 14788, New York",0,0,0,0
1717,8710000US3614801,"ZCTA5 14801, New York",13,6,1,6
1718,8710000US3614802,"ZCTA5 14802, New York",32,5,0,27
1719,8710000US3614803,"ZCTA5 14803, New York",2,0,0,2
1720,8710000US3614804,"ZCTA5 14804, New York",0,0,0,0
1721,8710000US3614805,"ZCTA5 14805, New York",4,0,1,3
1722,8710000US3614806,"ZCTA5 14806, New York",5,5,0,0
1723,8710000US3614807,"ZCTA5 14807, New York",8,0,4,4
1724,8710000US3614808,"ZCTA5 14808, New York",4,0,0,4
1725,8710000US3614809,"ZCTA5 14809, New York",10,5,5,0
1726,8710000US3614810,"ZCTA5 14810, New York",198,45,4,149
1727,8710000US3614812,"ZCTA5 14812, New York",17,17,0,0
1728,8710000US3614813,"ZCTA5 14813, New York",8,7,0,1
1729,8710000US3614814,"ZCTA5 14814, New York",22,6,0,16
1730,8710000US3614815,"ZCTA5 14815, New York",1,0,0,1
1731,8710000US3614816,"ZCTA5 14816, New York",0,0,0,0
1732,8710000US3614817,"ZCTA5 14817, New York",18,10,0,8
1733,8710000US3614818,"ZCTA5 14818, New York",10,6,4,0
1734,8710000US3614819,"ZCTA5 14819, New York",7,0,7,0
1735,8710000US3614820,"ZCTA5 14820, New York",0,0,0,0
1736,8710000US3614821,"ZCTA5 14821, New York",9,8,0,1
1737,8710000US3614822,"ZCTA5 14822, New York",0,0,0,0
1738,8710000US3614823,"ZCTA5 14823, New York",7,1,3,3
1739,8710000US3614824,"ZCTA5 14824, New York",4,2,0,2
1740,8710000US3614825,"ZCTA5 14825, New York",3,3,0,0
1741,8710000US3614826,"ZCTA5 14826, New York",7,5,0,2
1742,8710000US3614827,"ZCTA5 14827, New York",4,0,4,0
1743,8710000US3614830,"ZCTA5 14830, New York",504,167,29,308
1744,8710000US3614836,"ZCTA5 14836, New York",2,2,0,0
1745,8710000US3614837,"ZCTA5 14837, New York",36,18,2,16
1746,8710000US3614838,"ZCTA5 14838, New York",7,0,0,7
1747,8710000US3614839,"ZCTA5 14839, New York",0,0,0,0
1748,8710000US3614840,"ZCTA5 14840, New York",14,7,2,5
1749,8710000US3614841,"ZCTA5 14841, New York",0,0,0,0
1750,8710000US3614842,"ZCTA5 14842, New York",0,0,0,0
1751,8710000US3614843,"ZCTA5 14843, New York",193,47,14,132
1752,8710000US3614845,"ZCTA5 14845, New York",357,228,29,100
1753,8710000US3614846,"ZCTA5 14846, New York",0,0,0,0
1754,8710000US3614847,"ZCTA5 14847, New York",14,8,0,6
1755,8710000US3614850,"ZCTA5 14850, New York",2468,532,109,1827
1756,8710000US3614853,"ZCTA5 14853, New York",0,0,0,0
1757,8710000US3614854,"ZCTA5 14854, New York",0,0,0,0
1758,8710000US3614855,"ZCTA5 14855, New York",2,2,0,0
1759,8710000US3614856,"ZCTA5 14856, New York",0,0,0,0
1760,8710000US3614858,"ZCTA5 14858, New York",2,0,2,0
1761,8710000US3614859,"ZCTA5 14859, New York",2,0,2,0
1762,8710000US3614860,"ZCTA5 14860, New York",2,2,0,0
1763,8710000US3614861,"ZCTA5 14861, New York",4,2,0,2
1764,8710000US3614864,"ZCTA5 14864, New York",1,0,0,1
1765,8710000US3614865,"ZCTA5 14865, New York",18,12,0,6
1766,8710000US3614867,"ZCTA5 14867, New York",74,30,8,36
1767,8710000US3614869,"ZCTA5 14869, New York",4,4,0,0
1768,8710000US3614870,"ZCTA5 14870, New York",218,126,22,70
1769,8710000US3614871,"ZCTA5 14871, New York",28,14,3,11
1770,8710000US3614872,"ZCTA5 14872, New York",7,7,0,0
1771,8710000US3614873,"ZCTA5 14873, New York",17,11,0,6
1772,8710000US3614874,"ZCTA5 14874, New York",0,0,0,0
1773,8710000US3614877,"ZCTA5 14877, New York",0,0,0,0
1774,8710000US3614878,"ZCTA5 14878, New York",0,0,0,0
1775,8710000US3614879,"ZCTA5 14879, New York",16,6,1,9
1776,8710000US3614880,"ZCTA5 14880, New York",5,2,0,3
1777,8710000US3614881,"ZCTA5 14881, New York",6,4,0,2
1778,8710000US3614882,"ZCTA5 14882, New York",49,29,0,20
1779,8710000US3614883,"ZCTA5 14883, New York",43,15,2,26
1780,8710000US3614884,"ZCTA5 14884, New York",1,1,0,0
1781,8710000US3614885,"ZCTA5 14885, New York",1,0,1,0
1782,8710000US3614886,"ZCTA5 14886, New York",42,17,0,25
1783,8710000US3614889,"ZCTA5 14889, New York",6,2,0,4
1784,8710000US3614891,"ZCTA5 14891, New York",18,13,0,5
1785,8710000US3614892,"ZCTA5 14892, New York",45,22,6,17
1786,8710000US3614893,"ZCTA5 14893, New York",0,0,0,0
1787,8710000US3614894,"ZCTA5 14894, New York",5,5,0,0
1788,8710000US3614895,"ZCTA5 14895, New York",22,2,0,20
1789,8710000US3614897,"ZCTA5 14897, New York",0,0,0,0
1790,8710000US3614898,"ZCTA5 14898, New York",13,12,0,1
1791,8710000US3614901,"ZCTA5 14901, New York",1836,392,140,1304
1792,8710000US3614903,"ZCTA5 14903, New York",127,41,10,76
1793,8710000US3614904,"ZCTA5 14904, New York",958,254,66,638
1794,8710000US3614905,"ZCTA5 14905, New York",538,159,31,348
