"GEO_ID","id",
"NAME","Geographic Area Name",
"H011A001","Population in occupied housing units",
"H011A002","Population in occupied housing units!!Owned with a mortgage or a loan",
"H011A003","Population in occupied housing units!!Owned free and clear",
"H011A004","Population in occupied housing units!!Renter occupied",
