"GEO_ID","id",
"NAME","Geographic Area Name",
"H011F001","Population in occupied housing units",
"H011F002","Population in occupied housing units!!Owned with a mortgage or a loan",
"H011F003","Population in occupied housing units!!Owned free and clear",
"H011F004","Population in occupied housing units!!Renter occupied",
