"GEO_ID","id",
"NAME","Geographic Area Name",
"H011H001","Population in occupied housing units",
"H011H002","Population in occupied housing units!!Owned with a mortgage or a loan",
"H011H003","Population in occupied housing units!!Owned free and clear",
"H011H004","Population in occupied housing units!!Renter occupied",
