"GEO_ID","id",
"NAME","Geographic Area Name",
"H011G001","Population in occupied housing units",
"H011G002","Population in occupied housing units!!Owned with a mortgage or a loan",
"H011G003","Population in occupied housing units!!Owned free and clear",
"H011G004","Population in occupied housing units!!Renter occupied",
