"GEO_ID","id",
"NAME","Geographic Area Name",
"H011I001","Population in occupied housing units",
"H011I002","Population in occupied housing units!!Owned with a mortgage or a loan",
"H011I003","Population in occupied housing units!!Owned free and clear",
"H011I004","Population in occupied housing units!!Renter occupied",
