"GEO_ID","NAME","H011G001","H011G002","H011G003","H011G004"
"id","Geographic Area Name","Population in occupied housing units","Population in occupied housing units!!Owned with a mortgage or a loan","Population in occupied housing units!!Owned free and clear","Population in occupied housing units!!Renter occupied"
"8710000US3611732","ZCTA5 11732, New York","42","20","2","20"
"8710000US3611733","ZCTA5 11733, New York","143","92","18","33"
"8710000US3611735","ZCTA5 11735, New York","438","270","46","122"
"8710000US3611738","ZCTA5 11738, New York","317","201","20","96"
"8710000US3611739","ZCTA5 11739, New York","6","0","6","0"
"8710000US3611740","ZCTA5 11740, New York","115","63","10","42"
"8710000US3611741","ZCTA5 11741, New York","232","131","38","63"
"8710000US3611742","ZCTA5 11742, New York","142","94","10","38"
"8710000US3611743","ZCTA5 11743, New York","512","330","41","141"
"8710000US3611746","ZCTA5 11746, New York","1936","1004","121","811"
"8710000US3611747","ZCTA5 11747, New York","251","164","32","55"
"8710000US3611749","ZCTA5 11749, New York","81","66","4","11"
"8710000US3611751","ZCTA5 11751, New York","225","135","23","67"
"8710000US3611752","ZCTA5 11752, New York","99","70","4","25"
"8710000US3611753","ZCTA5 11753, New York","110","70","16","24"
"8710000US3611754","ZCTA5 11754, New York","159","74","30","55"
"8710000US3611755","ZCTA5 11755, New York","133","98","1","34"
"8710000US3611756","ZCTA5 11756, New York","619","471","70","78"
"8710000US3611757","ZCTA5 11757, New York","706","460","47","199"
"8710000US3611758","ZCTA5 11758, New York","464","350","47","67"
"8710000US3611762","ZCTA5 11762, New York","93","77","9","7"
"8710000US3611763","ZCTA5 11763, New York","573","426","25","122"
"8710000US3611764","ZCTA5 11764, New York","112","84","17","11"
"8710000US3611765","ZCTA5 11765, New York","0","0","0","0"
"8710000US3611766","ZCTA5 11766, New York","130","105","10","15"
"8710000US3611767","ZCTA5 11767, New York","111","84","12","15"
"8710000US3611768","ZCTA5 11768, New York","78","46","11","21"
"8710000US3611769","ZCTA5 11769, New York","33","19","10","4"
"8710000US3611770","ZCTA5 11770, New York","0","0","0","0"
"8710000US3611771","ZCTA5 11771, New York","194","82","17","95"
"8710000US3611772","ZCTA5 11772, New York","1272","610","67","595"
"8710000US3611776","ZCTA5 11776, New York","336","211","20","105"
"8710000US3611777","ZCTA5 11777, New York","69","32","4","33"
"8710000US3611778","ZCTA5 11778, New York","88","55","6","27"
"8710000US3611779","ZCTA5 11779, New York","517","353","38","126"
"8710000US3611780","ZCTA5 11780, New York","108","62","9","37"
"8710000US3611782","ZCTA5 11782, New York","79","46","3","30"
"8710000US3611783","ZCTA5 11783, New York","109","76","12","21"
"8710000US3611784","ZCTA5 11784, New York","464","341","21","102"
"8710000US3611786","ZCTA5 11786, New York","49","41","1","7"
"8710000US3611787","ZCTA5 11787, New York","253","170","22","61"
"8710000US3611788","ZCTA5 11788, New York","160","86","22","52"
"8710000US3611789","ZCTA5 11789, New York","61","36","1","24"
"8710000US3611790","ZCTA5 11790, New York","114","78","9","27"
"8710000US3611791","ZCTA5 11791, New York","250","190","36","24"
"8710000US3611792","ZCTA5 11792, New York","49","45","2","2"
"8710000US3611793","ZCTA5 11793, New York","246","195","32","19"
"8710000US3611794","ZCTA5 11794, New York","0","0","0","0"
"8710000US3611795","ZCTA5 11795, New York","172","125","24","23"
"8710000US3611796","ZCTA5 11796, New York","14","14","0","0"
"8710000US3611797","ZCTA5 11797, New York","89","60","18","11"
"8710000US3611798","ZCTA5 11798, New York","653","387","69","197"
"8710000US3611801","ZCTA5 11801, New York","986","708","69","209"
"8710000US3611803","ZCTA5 11803, New York","349","268","62","19"
"8710000US3611804","ZCTA5 11804, New York","39","32","5","2"
"8710000US3611901","ZCTA5 11901, New York","617","224","72","321"
"8710000US3611930","ZCTA5 11930, New York","5","0","0","5"
"8710000US3611931","ZCTA5 11931, New York","2","2","0","0"
"8710000US3611932","ZCTA5 11932, New York","5","0","0","5"
"8710000US3611933","ZCTA5 11933, New York","41","19","4","18"
"8710000US3611934","ZCTA5 11934, New York","115","60","15","40"
"8710000US3611935","ZCTA5 11935, New York","12","1","9","2"
"8710000US3611937","ZCTA5 11937, New York","185","84","27","74"
"8710000US3611939","ZCTA5 11939, New York","15","6","2","7"
"8710000US3611940","ZCTA5 11940, New York","52","34","5","13"
"8710000US3611941","ZCTA5 11941, New York","15","3","2","10"
"8710000US3611942","ZCTA5 11942, New York","22","15","1","6"
"8710000US3611944","ZCTA5 11944, New York","78","15","12","51"
"8710000US3611946","ZCTA5 11946, New York","167","64","10","93"
"8710000US3611947","ZCTA5 11947, New York","4","2","0","2"
"8710000US3611948","ZCTA5 11948, New York","8","2","0","6"
"8710000US3611949","ZCTA5 11949, New York","96","68","7","21"
"8710000US3611950","ZCTA5 11950, New York","556","308","53","195"
"8710000US3611951","ZCTA5 11951, New York","367","215","6","146"
"8710000US3611952","ZCTA5 11952, New York","33","9","3","21"
"8710000US3611953","ZCTA5 11953, New York","294","143","9","142"
"8710000US3611954","ZCTA5 11954, New York","36","7","2","27"
"8710000US3611955","ZCTA5 11955, New York","41","11","3","27"
"8710000US3611956","ZCTA5 11956, New York","1","0","0","1"
"8710000US3611957","ZCTA5 11957, New York","6","6","0","0"
"8710000US3611958","ZCTA5 11958, New York","0","0","0","0"
"8710000US3611959","ZCTA5 11959, New York","15","4","8","3"
"8710000US3611960","ZCTA5 11960, New York","15","11","0","4"
"8710000US3611961","ZCTA5 11961, New York","98","49","9","40"
"8710000US3611962","ZCTA5 11962, New York","0","0","0","0"
"8710000US3611963","ZCTA5 11963, New York","48","30","5","13"
"8710000US3611964","ZCTA5 11964, New York","14","4","2","8"
"8710000US3611965","ZCTA5 11965, New York","11","2","0","9"
"8710000US3611967","ZCTA5 11967, New York","601","414","25","162"
"8710000US3611968","ZCTA5 11968, New York","224","64","69","91"
"8710000US3611970","ZCTA5 11970, New York","2","0","2","0"
"8710000US3611971","ZCTA5 11971, New York","34","8","9","17"
"8710000US3611972","ZCTA5 11972, New York","5","0","0","5"
"8710000US3611973","ZCTA5 11973, New York","0","0","0","0"
"8710000US3611975","ZCTA5 11975, New York","2","0","2","0"
"8710000US3611976","ZCTA5 11976, New York","21","8","7","6"
"8710000US3611977","ZCTA5 11977, New York","33","13","1","19"
"8710000US3611978","ZCTA5 11978, New York","70","17","8","45"
"8710000US3611980","ZCTA5 11980, New York","37","28","2","7"
"8710000US3612007","ZCTA5 12007, New York","0","0","0","0"
"8710000US3612008","ZCTA5 12008, New York","3","0","1","2"
"8710000US3612009","ZCTA5 12009, New York","58","35","11","12"
"8710000US3612010","ZCTA5 12010, New York","494","110","55","329"
"8710000US3612015","ZCTA5 12015, New York","14","7","0","7"
"8710000US3612017","ZCTA5 12017, New York","5","5","0","0"
"8710000US3612018","ZCTA5 12018, New York","47","26","7","14"
"8710000US3612019","ZCTA5 12019, New York","81","44","8","29"
"8710000US3612020","ZCTA5 12020, New York","353","173","44","136"
"8710000US3612022","ZCTA5 12022, New York","14","10","4","0"
"8710000US3612023","ZCTA5 12023, New York","8","4","1","3"
"8710000US3612024","ZCTA5 12024, New York","0","0","0","0"
"8710000US3612025","ZCTA5 12025, New York","32","11","10","11"
"8710000US3612027","ZCTA5 12027, New York","16","15","1","0"
"8710000US3612028","ZCTA5 12028, New York","6","0","4","2"
"8710000US3612029","ZCTA5 12029, New York","2","0","0","2"
"8710000US3612031","ZCTA5 12031, New York","1","0","1","0"
"8710000US3612032","ZCTA5 12032, New York","8","6","1","1"
"8710000US3612033","ZCTA5 12033, New York","48","36","0","12"
"8710000US3612035","ZCTA5 12035, New York","0","0","0","0"
"8710000US3612036","ZCTA5 12036, New York","0","0","0","0"
"8710000US3612037","ZCTA5 12037, New York","49","22","13","14"
"8710000US3612040","ZCTA5 12040, New York","0","0","0","0"
"8710000US3612041","ZCTA5 12041, New York","6","6","0","0"
"8710000US3612042","ZCTA5 12042, New York","6","5","0","1"
"8710000US3612043","ZCTA5 12043, New York","82","27","1","54"
"8710000US3612045","ZCTA5 12045, New York","15","6","0","9"
"8710000US3612046","ZCTA5 12046, New York","14","6","3","5"
"8710000US3612047","ZCTA5 12047, New York","370","89","14","267"
"8710000US3612051","ZCTA5 12051, New York","35","21","0","14"
"8710000US3612052","ZCTA5 12052, New York","13","10","3","0"
"8710000US3612053","ZCTA5 12053, New York","48","30","9","9"
"8710000US3612054","ZCTA5 12054, New York","150","80","8","62"
"8710000US3612056","ZCTA5 12056, New York","18","13","3","2"
"8710000US3612057","ZCTA5 12057, New York","6","4","0","2"
"8710000US3612058","ZCTA5 12058, New York","13","9","0","4"
"8710000US3612059","ZCTA5 12059, New York","16","14","1","1"
"8710000US3612060","ZCTA5 12060, New York","6","2","3","1"
"8710000US3612061","ZCTA5 12061, New York","72","27","1","44"
"8710000US3612062","ZCTA5 12062, New York","16","11","2","3"
"8710000US3612063","ZCTA5 12063, New York","1","0","0","1"
"8710000US3612064","ZCTA5 12064, New York","2","1","0","1"
"8710000US3612065","ZCTA5 12065, New York","523","290","29","204"
"8710000US3612066","ZCTA5 12066, New York","22","10","3","9"
"8710000US3612067","ZCTA5 12067, New York","13","9","3","1"
"8710000US3612068","ZCTA5 12068, New York","17","5","10","2"
"8710000US3612069","ZCTA5 12069, New York","8","1","3","4"
"8710000US3612070","ZCTA5 12070, New York","0","0","0","0"
"8710000US3612071","ZCTA5 12071, New York","0","0","0","0"
"8710000US3612072","ZCTA5 12072, New York","6","6","0","0"
"8710000US3612074","ZCTA5 12074, New York","18","8","8","2"
"8710000US3612075","ZCTA5 12075, New York","18","13","5","0"
"8710000US3612076","ZCTA5 12076, New York","36","21","10","5"
"8710000US3612077","ZCTA5 12077, New York","42","22","8","12"
"8710000US3612078","ZCTA5 12078, New York","203","59","35","109"
"8710000US3612083","ZCTA5 12083, New York","56","38","7","11"
"8710000US3612084","ZCTA5 12084, New York","51","11","3","37"
"8710000US3612085","ZCTA5 12085, New York","7","2","0","5"
"8710000US3612086","ZCTA5 12086, New York","10","3","3","4"
"8710000US3612087","ZCTA5 12087, New York","12","6","2","4"
"8710000US3612089","ZCTA5 12089, New York","0","0","0","0"
"8710000US3612090","ZCTA5 12090, New York","50","19","6","25"
"8710000US3612092","ZCTA5 12092, New York","17","12","0","5"
"8710000US3612093","ZCTA5 12093, New York","15","11","0","4"
"8710000US3612094","ZCTA5 12094, New York","19","7","4","8"
"8710000US3612095","ZCTA5 12095, New York","81","36","17","28"
"8710000US3612106","ZCTA5 12106, New York","19","14","5","0"
"8710000US3612108","ZCTA5 12108, New York","2","0","2","0"
"8710000US3612110","ZCTA5 12110, New York","231","122","15","94"
"8710000US3612115","ZCTA5 12115, New York","1","0","1","0"
"8710000US3612116","ZCTA5 12116, New York","18","3","2","13"
"8710000US3612117","ZCTA5 12117, New York","27","14","3","10"
"8710000US3612118","ZCTA5 12118, New York","98","37","8","53"
"8710000US3612120","ZCTA5 12120, New York","6","4","2","0"
"8710000US3612121","ZCTA5 12121, New York","2","0","2","0"
"8710000US3612122","ZCTA5 12122, New York","54","25","7","22"
"8710000US3612123","ZCTA5 12123, New York","43","23","8","12"
"8710000US3612124","ZCTA5 12124, New York","7","5","0","2"
"8710000US3612125","ZCTA5 12125, New York","3","2","0","1"
"8710000US3612130","ZCTA5 12130, New York","15","0","2","13"
"8710000US3612131","ZCTA5 12131, New York","6","0","6","0"
"8710000US3612132","ZCTA5 12132, New York","0","0","0","0"
"8710000US3612134","ZCTA5 12134, New York","43","18","17","8"
"8710000US3612136","ZCTA5 12136, New York","1","1","0","0"
"8710000US3612137","ZCTA5 12137, New York","13","10","3","0"
"8710000US3612138","ZCTA5 12138, New York","50","38","9","3"
"8710000US3612139","ZCTA5 12139, New York","1","0","1","0"
"8710000US3612140","ZCTA5 12140, New York","3","3","0","0"
"8710000US3612143","ZCTA5 12143, New York","47","15","9","23"
"8710000US3612144","ZCTA5 12144, New York","383","155","31","197"
"8710000US3612147","ZCTA5 12147, New York","0","0","0","0"
"8710000US3612148","ZCTA5 12148, New York","34","27","4","3"
"8710000US3612149","ZCTA5 12149, New York","15","9","0","6"
"8710000US3612150","ZCTA5 12150, New York","14","6","6","2"
"8710000US3612151","ZCTA5 12151, New York","7","7","0","0"
"8710000US3612153","ZCTA5 12153, New York","15","13","2","0"
"8710000US3612154","ZCTA5 12154, New York","19","7","10","2"
"8710000US3612155","ZCTA5 12155, New York","26","15","7","4"
"8710000US3612156","ZCTA5 12156, New York","24","13","0","11"
"8710000US3612157","ZCTA5 12157, New York","20","12","5","3"
"8710000US3612158","ZCTA5 12158, New York","96","58","12","26"
"8710000US3612159","ZCTA5 12159, New York","66","42","1","23"
"8710000US3612160","ZCTA5 12160, New York","14","3","4","7"
"8710000US3612161","ZCTA5 12161, New York","0","0","0","0"
"8710000US3612164","ZCTA5 12164, New York","0","0","0","0"
"8710000US3612165","ZCTA5 12165, New York","0","0","0","0"
"8710000US3612166","ZCTA5 12166, New York","10","6","0","4"
"8710000US3612167","ZCTA5 12167, New York","32","20","2","10"
"8710000US3612168","ZCTA5 12168, New York","13","10","3","0"
"8710000US3612169","ZCTA5 12169, New York","7","6","1","0"
"8710000US3612170","ZCTA5 12170, New York","49","34","5","10"
"8710000US3612172","ZCTA5 12172, New York","4","2","0","2"
"8710000US3612173","ZCTA5 12173, New York","15","8","6","1"
"8710000US3612174","ZCTA5 12174, New York","8","4","0","4"
"8710000US3612175","ZCTA5 12175, New York","5","3","0","2"
"8710000US3612176","ZCTA5 12176, New York","2","2","0","0"
"8710000US3612177","ZCTA5 12177, New York","9","8","1","0"
"8710000US3612180","ZCTA5 12180, New York","1034","182","41","811"
"8710000US3612182","ZCTA5 12182, New York","292","92","13","187"
"8710000US3612183","ZCTA5 12183, New York","41","0","0","41"
"8710000US3612184","ZCTA5 12184, New York","28","17","2","9"
"8710000US3612185","ZCTA5 12185, New York","18","4","4","10"
"8710000US3612186","ZCTA5 12186, New York","43","27","4","12"
"8710000US3612187","ZCTA5 12187, New York","1","1","0","0"
"8710000US3612188","ZCTA5 12188, New York","130","54","10","66"
"8710000US3612189","ZCTA5 12189, New York","236","39","5","192"
"8710000US3612190","ZCTA5 12190, New York","12","0","0","12"
"8710000US3612192","ZCTA5 12192, New York","15","4","4","7"
"8710000US3612193","ZCTA5 12193, New York","19","15","2","2"
"8710000US3612194","ZCTA5 12194, New York","1","0","1","0"
"8710000US3612195","ZCTA5 12195, New York","2","0","0","2"
"8710000US3612196","ZCTA5 12196, New York","17","11","1","5"
"8710000US3612197","ZCTA5 12197, New York","30","17","8","5"
"8710000US3612198","ZCTA5 12198, New York","62","46","5","11"
"8710000US3612202","ZCTA5 12202, New York","374","44","13","317"
"8710000US3612203","ZCTA5 12203, New York","453","125","19","309"
"8710000US3612204","ZCTA5 12204, New York","157","36","4","117"
"8710000US3612205","ZCTA5 12205, New York","372","195","13","164"
"8710000US3612206","ZCTA5 12206, New York","556","109","24","423"
"8710000US3612207","ZCTA5 12207, New York","63","0","0","63"
"8710000US3612208","ZCTA5 12208, New York","470","142","12","316"
"8710000US3612209","ZCTA5 12209, New York","250","95","16","139"
"8710000US3612210","ZCTA5 12210, New York","335","33","16","286"
"8710000US3612211","ZCTA5 12211, New York","87","68","5","14"
"8710000US3612222","ZCTA5 12222, New York","0","0","0","0"
"8710000US3612302","ZCTA5 12302, New York","216","146","8","62"
"8710000US3612303","ZCTA5 12303, New York","802","389","75","338"
"8710000US3612304","ZCTA5 12304, New York","1149","419","58","672"
"8710000US3612305","ZCTA5 12305, New York","126","11","8","107"
"8710000US3612306","ZCTA5 12306, New York","295","152","30","113"
"8710000US3612307","ZCTA5 12307, New York","531","124","39","368"
"8710000US3612308","ZCTA5 12308, New York","668","220","33","415"
"8710000US3612309","ZCTA5 12309, New York","414","284","25","105"
"8710000US3612401","ZCTA5 12401, New York","886","246","24","616"
"8710000US3612404","ZCTA5 12404, New York","61","23","16","22"
"8710000US3612405","ZCTA5 12405, New York","3","0","0","3"
"8710000US3612406","ZCTA5 12406, New York","17","12","1","4"
"8710000US3612407","ZCTA5 12407, New York","0","0","0","0"
"8710000US3612409","ZCTA5 12409, New York","8","5","2","1"
"8710000US3612410","ZCTA5 12410, New York","0","0","0","0"
"8710000US3612411","ZCTA5 12411, New York","8","2","0","6"
"8710000US3612412","ZCTA5 12412, New York","21","7","1","13"
"8710000US3612413","ZCTA5 12413, New York","39","18","3","18"
"8710000US3612414","ZCTA5 12414, New York","216","59","36","121"
"8710000US3612416","ZCTA5 12416, New York","3","3","0","0"
"8710000US3612417","ZCTA5 12417, New York","14","9","3","2"
"8710000US3612418","ZCTA5 12418, New York","6","0","0","6"
"8710000US3612419","ZCTA5 12419, New York","3","3","0","0"
"8710000US3612420","ZCTA5 12420, New York","3","3","0","0"
"8710000US3612421","ZCTA5 12421, New York","1","0","0","1"
"8710000US3612422","ZCTA5 12422, New York","0","0","0","0"
"8710000US3612423","ZCTA5 12423, New York","12","3","1","8"
"8710000US3612424","ZCTA5 12424, New York","2","0","2","0"
"8710000US3612427","ZCTA5 12427, New York","0","0","0","0"
"8710000US3612428","ZCTA5 12428, New York","226","60","17","149"
"8710000US3612429","ZCTA5 12429, New York","3","0","0","3"
"8710000US3612430","ZCTA5 12430, New York","14","2","12","0"
"8710000US3612431","ZCTA5 12431, New York","6","6","0","0"
"8710000US3612432","ZCTA5 12432, New York","6","6","0","0"
"8710000US3612433","ZCTA5 12433, New York","1","0","0","1"
"8710000US3612434","ZCTA5 12434, New York","4","0","0","4"
"8710000US3612435","ZCTA5 12435, New York","0","0","0","0"
"8710000US3612436","ZCTA5 12436, New York","1","0","1","0"
"8710000US3612438","ZCTA5 12438, New York","0","0","0","0"
"8710000US3612439","ZCTA5 12439, New York","0","0","0","0"
"8710000US3612440","ZCTA5 12440, New York","34","10","17","7"
"8710000US3612441","ZCTA5 12441, New York","2","0","2","0"
"8710000US3612442","ZCTA5 12442, New York","15","2","0","13"
"8710000US3612443","ZCTA5 12443, New York","23","16","3","4"
"8710000US3612444","ZCTA5 12444, New York","1","1","0","0"
"8710000US3612446","ZCTA5 12446, New York","90","30","19","41"
"8710000US3612448","ZCTA5 12448, New York","3","0","0","3"
"8710000US3612449","ZCTA5 12449, New York","46","12","13","21"
"8710000US3612450","ZCTA5 12450, New York","3","2","0","1"
"8710000US3612451","ZCTA5 12451, New York","28","12","8","8"
"8710000US3612452","ZCTA5 12452, New York","0","0","0","0"
"8710000US3612453","ZCTA5 12453, New York","14","9","0","5"
"8710000US3612454","ZCTA5 12454, New York","0","0","0","0"
"8710000US3612455","ZCTA5 12455, New York","9","5","0","4"
"8710000US3612456","ZCTA5 12456, New York","2","2","0","0"
"8710000US3612457","ZCTA5 12457, New York","13","7","1","5"
"8710000US3612458","ZCTA5 12458, New York","63","21","18","24"
"8710000US3612459","ZCTA5 12459, New York","3","3","0","0"
"8710000US3612460","ZCTA5 12460, New York","7","3","4","0"
"8710000US3612461","ZCTA5 12461, New York","17","8","1","8"
"8710000US3612463","ZCTA5 12463, New York","13","8","0","5"
"8710000US3612464","ZCTA5 12464, New York","20","9","5","6"
"8710000US3612465","ZCTA5 12465, New York","4","2","0","2"
"8710000US3612466","ZCTA5 12466, New York","46","28","5","13"
"8710000US3612468","ZCTA5 12468, New York","13","9","4","0"
"8710000US3612469","ZCTA5 12469, New York","12","12","0","0"
"8710000US3612470","ZCTA5 12470, New York","3","0","0","3"
"8710000US3612471","ZCTA5 12471, New York","5","1","0","4"
"8710000US3612472","ZCTA5 12472, New York","23","9","3","11"
"8710000US3612473","ZCTA5 12473, New York","6","0","0","6"
"8710000US3612474","ZCTA5 12474, New York","12","4","0","8"
"8710000US3612475","ZCTA5 12475, New York","3","3","0","0"
"8710000US3612477","ZCTA5 12477, New York","287","89","43","155"
"8710000US3612480","ZCTA5 12480, New York","7","2","3","2"
"8710000US3612481","ZCTA5 12481, New York","15","13","1","1"
"8710000US3612482","ZCTA5 12482, New York","7","2","2","3"
"8710000US3612483","ZCTA5 12483, New York","5","0","0","5"
"8710000US3612484","ZCTA5 12484, New York","41","14","9","18"
"8710000US3612485","ZCTA5 12485, New York","10","2","0","8"
"8710000US3612486","ZCTA5 12486, New York","16","11","4","1"
"8710000US3612487","ZCTA5 12487, New York","31","15","5","11"
"8710000US3612489","ZCTA5 12489, New York","10","1","5","4"
"8710000US3612490","ZCTA5 12490, New York","0","0","0","0"
"8710000US3612491","ZCTA5 12491, New York","18","9","6","3"
"8710000US3612492","ZCTA5 12492, New York","5","0","3","2"
"8710000US3612493","ZCTA5 12493, New York","3","0","1","2"
"8710000US3612494","ZCTA5 12494, New York","7","4","1","2"
"8710000US3612495","ZCTA5 12495, New York","1","1","0","0"
"8710000US3612496","ZCTA5 12496, New York","11","9","0","2"
"8710000US3612498","ZCTA5 12498, New York","102","43","19","40"
"8710000US3612501","ZCTA5 12501, New York","49","17","1","31"
"8710000US3612502","ZCTA5 12502, New York","16","13","0","3"
"8710000US3612503","ZCTA5 12503, New York","9","4","3","2"
"8710000US3612504","ZCTA5 12504, New York","0","0","0","0"
"8710000US3612507","ZCTA5 12507, New York","8","0","3","5"
"8710000US3612508","ZCTA5 12508, New York","504","195","27","282"
"8710000US3612512","ZCTA5 12512, New York","0","0","0","0"
"8710000US3612513","ZCTA5 12513, New York","2","0","0","2"
"8710000US3612514","ZCTA5 12514, New York","26","23","1","2"
"8710000US3612515","ZCTA5 12515, New York","30","16","2","12"
"8710000US3612516","ZCTA5 12516, New York","21","5","0","16"
"8710000US3612517","ZCTA5 12517, New York","9","0","0","9"
"8710000US3612518","ZCTA5 12518, New York","86","62","0","24"
"8710000US3612520","ZCTA5 12520, New York","48","26","2","20"
"8710000US3612521","ZCTA5 12521, New York","22","17","3","2"
"8710000US3612522","ZCTA5 12522, New York","113","22","33","58"
"8710000US3612523","ZCTA5 12523, New York","11","3","8","0"
"8710000US3612524","ZCTA5 12524, New York","189","109","8","72"
"8710000US3612525","ZCTA5 12525, New York","34","25","3","6"
"8710000US3612526","ZCTA5 12526, New York","36","15","3","18"
"8710000US3612527","ZCTA5 12527, New York","0","0","0","0"
"8710000US3612528","ZCTA5 12528, New York","249","126","18","105"
"8710000US3612529","ZCTA5 12529, New York","7","0","2","5"
"8710000US3612530","ZCTA5 12530, New York","3","3","0","0"
"8710000US3612531","ZCTA5 12531, New York","37","22","3","12"
"8710000US3612533","ZCTA5 12533, New York","335","257","31","47"
"8710000US3612534","ZCTA5 12534, New York","318","84","37","197"
"8710000US3612538","ZCTA5 12538, New York","156","47","15","94"
"8710000US3612540","ZCTA5 12540, New York","80","61","14","5"
"8710000US3612542","ZCTA5 12542, New York","67","25","6","36"
"8710000US3612543","ZCTA5 12543, New York","92","47","5","40"
"8710000US3612545","ZCTA5 12545, New York","55","27","1","27"
"8710000US3612546","ZCTA5 12546, New York","33","12","0","21"
"8710000US3612547","ZCTA5 12547, New York","26","12","4","10"
"8710000US3612548","ZCTA5 12548, New York","29","18","8","3"
"8710000US3612549","ZCTA5 12549, New York","91","75","9","7"
"8710000US3612550","ZCTA5 12550, New York","1726","734","47","945"
"8710000US3612553","ZCTA5 12553, New York","563","311","47","205"
"8710000US3612561","ZCTA5 12561, New York","262","115","29","118"
"8710000US3612563","ZCTA5 12563, New York","93","54","7","32"
"8710000US3612564","ZCTA5 12564, New York","92","59","1","32"
"8710000US3612565","ZCTA5 12565, New York","53","20","0","33"
"8710000US3612566","ZCTA5 12566, New York","157","83","25","49"
"8710000US3612567","ZCTA5 12567, New York","52","22","12","18"
"8710000US3612569","ZCTA5 12569, New York","141","53","16","72"
"8710000US3612570","ZCTA5 12570, New York","63","45","3","15"
"8710000US3612571","ZCTA5 12571, New York","110","71","13","26"
"8710000US3612572","ZCTA5 12572, New York","57","22","1","34"
"8710000US3612574","ZCTA5 12574, New York","9","3","3","3"
"8710000US3612575","ZCTA5 12575, New York","64","50","3","11"
"8710000US3612577","ZCTA5 12577, New York","10","3","3","4"
"8710000US3612578","ZCTA5 12578, New York","4","3","0","1"
"8710000US3612580","ZCTA5 12580, New York","48","26","6","16"
"8710000US3612581","ZCTA5 12581, New York","23","6","2","15"
"8710000US3612582","ZCTA5 12582, New York","30","19","4","7"
"8710000US3612583","ZCTA5 12583, New York","27","14","5","8"
"8710000US3612585","ZCTA5 12585, New York","7","4","0","3"
"8710000US3612586","ZCTA5 12586, New York","242","152","5","85"
"8710000US3612589","ZCTA5 12589, New York","205","117","19","69"
"8710000US3612590","ZCTA5 12590, New York","584","303","32","249"
"8710000US3612592","ZCTA5 12592, New York","28","12","1","15"
"8710000US3612594","ZCTA5 12594, New York","83","47","2","34"
"8710000US3612601","ZCTA5 12601, New York","1322","255","31","1036"
"8710000US3612603","ZCTA5 12603, New York","777","376","84","317"
"8710000US3612604","ZCTA5 12604, New York","0","0","0","0"
"8710000US3612701","ZCTA5 12701, New York","327","74","21","232"
"8710000US3612719","ZCTA5 12719, New York","16","12","4","0"
"8710000US3612720","ZCTA5 12720, New York","0","0","0","0"
"8710000US3612721","ZCTA5 12721, New York","84","27","8","49"
"8710000US3612722","ZCTA5 12722, New York","0","0","0","0"
"8710000US3612723","ZCTA5 12723, New York","6","3","1","2"
"8710000US3612724","ZCTA5 12724, New York","3","3","0","0"
"8710000US3612725","ZCTA5 12725, New York","1","1","0","0"
"8710000US3612726","ZCTA5 12726, New York","6","0","0","6"
"8710000US3612729","ZCTA5 12729, New York","40","16","16","8"
"8710000US3612732","ZCTA5 12732, New York","3","3","0","0"
"8710000US3612733","ZCTA5 12733, New York","4","0","0","4"
"8710000US3612734","ZCTA5 12734, New York","7","4","0","3"
"8710000US3612736","ZCTA5 12736, New York","0","0","0","0"
"8710000US3612737","ZCTA5 12737, New York","20","11","1","8"
"8710000US3612738","ZCTA5 12738, New York","17","9","0","8"
"8710000US3612740","ZCTA5 12740, New York","23","10","5","8"
"8710000US3612741","ZCTA5 12741, New York","6","1","2","3"
"8710000US3612742","ZCTA5 12742, New York","0","0","0","0"
"8710000US3612743","ZCTA5 12743, New York","9","2","0","7"
"8710000US3612745","ZCTA5 12745, New York","0","0","0","0"
"8710000US3612746","ZCTA5 12746, New York","24","8","2","14"
"8710000US3612747","ZCTA5 12747, New York","23","3","0","20"
"8710000US3612748","ZCTA5 12748, New York","25","6","3","16"
"8710000US3612749","ZCTA5 12749, New York","3","3","0","0"
"8710000US3612750","ZCTA5 12750, New York","2","0","0","2"
"8710000US3612751","ZCTA5 12751, New York","23","4","0","19"
"8710000US3612752","ZCTA5 12752, New York","0","0","0","0"
"8710000US3612754","ZCTA5 12754, New York","193","46","14","133"
"8710000US3612758","ZCTA5 12758, New York","38","14","0","24"
"8710000US3612759","ZCTA5 12759, New York","40","4","9","27"
"8710000US3612760","ZCTA5 12760, New York","3","2","0","1"
"8710000US3612762","ZCTA5 12762, New York","12","0","0","12"
"8710000US3612763","ZCTA5 12763, New York","13","3","3","7"
"8710000US3612764","ZCTA5 12764, New York","21","9","5","7"
"8710000US3612765","ZCTA5 12765, New York","11","8","0","3"
"8710000US3612766","ZCTA5 12766, New York","10","0","2","8"
"8710000US3612767","ZCTA5 12767, New York","0","0","0","0"
"8710000US3612768","ZCTA5 12768, New York","10","4","3","3"
"8710000US3612769","ZCTA5 12769, New York","8","0","0","8"
"8710000US3612770","ZCTA5 12770, New York","0","0","0","0"
"8710000US3612771","ZCTA5 12771, New York","365","103","32","230"
"8710000US3612775","ZCTA5 12775, New York","36","19","6","11"
"8710000US3612776","ZCTA5 12776, New York","19","5","2","12"
"8710000US3612777","ZCTA5 12777, New York","9","3","4","2"
"8710000US3612778","ZCTA5 12778, New York","8","4","1","3"
"8710000US3612779","ZCTA5 12779, New York","101","35","0","66"
"8710000US3612780","ZCTA5 12780, New York","33","23","7","3"
