"GEO_ID","NAME","H013001","H013002","H013003","H013004","H013005","H013006","H013007","H013008"
"8710000US3610463","ZCTA5 10463, New York","28408","10281","8317","4423","3125","1352","529","381"
"8710000US3612157","ZCTA5 12157, New York","1708","476","657","262","198","79","24","12"
"8710000US3613319","ZCTA5 13319, New York","424","114","137","71","55","32","10","5"
"8710000US3614427","ZCTA5 14427, New York","792","180","322","132","87","42","20","9"
"8710000US3612066","ZCTA5 12066, New York","862","208","316","167","100","45","17","9"
"8710000US3612873","ZCTA5 12873, New York","330","97","140","45","32","10","3","3"
"8710000US3613035","ZCTA5 13035, New York","3168","778","1237","460","423","177","71","22"
"8710000US3613364","ZCTA5 13364, New York","92","25","25","15","14","11","2","0"
"8710000US3613041","ZCTA5 13041, New York","3830","615","1267","824","716","294","83","31"
"8710000US3614873","ZCTA5 14873, New York","1012","295","367","134","122","57","24","13"
"8710000US3611931","ZCTA5 11931, New York","70","22","30","7","7","4","0","0"
"8710000US3612956","ZCTA5 12956, New York","482","143","161","91","55","26","3","3"
"8710000US3613339","ZCTA5 13339, New York","2603","697","865","384","344","160","62","91"
"8710000US3614722","ZCTA5 14722, New York","92","39","48","3","1","1","0","0"
"8710000US3612861","ZCTA5 12861, New York","259","61","129","28","20","11","6","4"
"8710000US3610308","ZCTA5 10308, New York","10142","2303","3018","1836","1896","774","220","95"
"8710000US3612912","ZCTA5 12912, New York","848","238","315","141","99","29","17","9"
"8710000US3613111","ZCTA5 13111, New York","629","133","220","119","75","45","24","13"
"8710000US3613476","ZCTA5 13476, New York","1236","354","429","177","164","75","28","9"
"8710000US3612742","ZCTA5 12742, New York","79","24","30","10","11","2","1","1"
"8710000US3612962","ZCTA5 12962, New York","2172","448","847","394","320","114","38","11"
"8710000US3613032","ZCTA5 13032, New York","5147","1263","1900","885","684","256","105","54"
"8710000US3613757","ZCTA5 13757, New York","438","114","171","67","54","22","8","2"
"8710000US3612723","ZCTA5 12723, New York","674","218","289","89","47","17","10","4"
"8710000US3614757","ZCTA5 14757, New York","1376","397","533","196","155","61","23","11"
"8710000US3610578","ZCTA5 10578, New York","238","42","70","47","51","21","4","3"
"8710000US3612160","ZCTA5 12160, New York","368","67","156","66","47","20","7","5"
"8710000US3610522","ZCTA5 10522, New York","3901","1049","1157","704","673","224","68","26"
"8710000US3614891","ZCTA5 14891, New York","1821","603","641","274","183","74","28","18"
"8710000US3610930","ZCTA5 10930, New York","2846","410","729","567","661","303","104","72"
"8710000US3610007","ZCTA5 10007, New York","2840","1052","964","414","320","80","10","0"
"8710000US3612180","ZCTA5 12180, New York","21558","7335","7179","3305","2318","936","316","169"
"8710000US3612918","ZCTA5 12918, New York","937","177","379","166","154","40","17","4"
"8710000US3612992","ZCTA5 12992, New York","1866","359","713","378","290","83","32","11"
"8710000US3613402","ZCTA5 13402, New York","618","163","220","101","78","41","8","7"
"8710000US3613431","ZCTA5 13431, New York","773","159","298","122","112","50","15","17"
"8710000US3614534","ZCTA5 14534, New York","11932","2415","4513","1873","1975","842","251","63"
"8710000US3611581","ZCTA5 11581, New York","7023","1294","1963","1279","1377","670","286","154"
"8710000US3611784","ZCTA5 11784, New York","8009","1436","2023","1571","1521","879","346","233"
"8710000US3613078","ZCTA5 13078, New York","3572","813","1264","604","566","217","74","34"
"8710000US3613365","ZCTA5 13365, New York","3685","1174","1236","543","402","203","71","56"
"8710000US3613404","ZCTA5 13404, New York","87","20","24","20","13","5","4","1"
"8710000US3613141","ZCTA5 13141, New York","245","65","99","32","33","4","8","4"
"8710000US3613494","ZCTA5 13494, New York","146","43","60","26","13","3","1","0"
"8710000US3614743","ZCTA5 14743, New York","715","178","272","116","84","32","26","7"
"8710000US3611103","ZCTA5 11103, New York","16890","5666","5795","2545","1639","690","304","251"
"8710000US3611576","ZCTA5 11576, New York","4429","750","1557","747","832","399","95","49"
"8710000US3613780","ZCTA5 13780, New York","413","90","173","64","45","25","10","6"
"8710000US3611758","ZCTA5 11758, New York","18314","3094","5368","3514","3706","1827","542","263"
"8710000US3613345","ZCTA5 13345, New York","67","15","22","11","11","7","1","0"
"8710000US3614850","ZCTA5 14850, New York","24786","9349","8001","3629","2435","828","304","240"
"8710000US3612836","ZCTA5 12836, New York","265","72","125","36","21","6","5","0"
"8710000US3611733","ZCTA5 11733, New York","6076","885","2004","1120","1209","608","184","66"
"8710000US3612801","ZCTA5 12801, New York","6548","2368","2103","1013","640","276","104","44"
"8710000US3611520","ZCTA5 11520, New York","13398","2964","3203","2227","2126","1249","704","925"
"8710000US3612455","ZCTA5 12455, New York","904","329","353","89","89","28","9","7"
"8710000US3610177","ZCTA5 10177, New York","0","0","0","0","0","0","0","0"
"8710000US3613904","ZCTA5 13904, New York","3941","1290","1304","631","410","197","78","31"
"8710000US3612504","ZCTA5 12504, New York","31","8","11","7","3","2","0","0"
"8710000US3612827","ZCTA5 12827, New York","1479","281","586","259","213","80","38","22"
"8710000US3613081","ZCTA5 13081, New York","461","80","205","82","56","26","8","4"
"8710000US3610466","ZCTA5 10466, New York","23318","5660","5779","4652","3491","2049","902","785"
"8710000US3611789","ZCTA5 11789, New York","2829","598","810","555","535","222","79","30"
"8710000US3614006","ZCTA5 14006, New York","4063","1132","1416","696","515","202","70","32"
"8710000US3613028","ZCTA5 13028, New York","533","115","215","90","65","29","12","7"
"8710000US3613787","ZCTA5 13787, New York","1381","313","509","228","179","78","43","31"
"8710000US3614812","ZCTA5 14812, New York","1309","273","503","242","173","85","21","12"
"8710000US3611545","ZCTA5 11545, New York","4111","620","1325","771","782","415","150","48"
"8710000US3612935","ZCTA5 12935, New York","630","129","231","120","91","42","11","6"
"8710000US3614065","ZCTA5 14065, New York","694","124","268","118","106","43","22","13"
"8710000US3610579","ZCTA5 10579, New York","3073","520","1031","596","536","261","88","41"
"8710000US3610517","ZCTA5 10517, New York","202","46","58","42","37","12","6","1"
"8710000US3612565","ZCTA5 12565, New York","607","194","181","89","75","50","14","4"
"8710000US3612446","ZCTA5 12446, New York","2038","535","735","314","288","100","46","20"
"8710000US3613630","ZCTA5 13630, New York","549","121","196","83","68","47","18","16"
"8710000US3612884","ZCTA5 12884, New York","177","29","61","46","23","12","2","4"
"8710000US3610510","ZCTA5 10510, New York","3420","715","1049","619","688","243","81","25"
"8710000US3613746","ZCTA5 13746, New York","990","225","383","161","127","53","17","24"
"8710000US3614487","ZCTA5 14487, New York","2352","521","863","418","358","139","38","15"
"8710000US3610956","ZCTA5 10956, New York","10344","1388","3344","1970","2131","974","331","206"
"8710000US3613461","ZCTA5 13461, New York","1330","432","425","218","170","62","16","7"
"8710000US3610533","ZCTA5 10533, New York","2780","686","833","469","547","183","49","13"
"8710000US3610964","ZCTA5 10964, New York","552","153","172","85","77","41","14","10"
"8710000US3612850","ZCTA5 12850, New York","1074","210","401","197","167","61","29","9"
"8710000US3611976","ZCTA5 11976, New York","658","180","267","81","76","37","11","6"
"8710000US3612058","ZCTA5 12058, New York","584","145","225","83","76","41","10","4"
"8710000US3613219","ZCTA5 13219, New York","6549","2082","2239","1020","796","285","86","41"
"8710000US3614441","ZCTA5 14441, New York","124","33","47","12","14","16","1","1"
"8710000US3611596","ZCTA5 11596, New York","3676","731","1033","675","726","379","98","34"
"8710000US3610541","ZCTA5 10541, New York","8907","1432","2613","1735","1831","888","274","134"
"8710000US3614479","ZCTA5 14479, New York","99","14","41","17","13","8","6","0"
"8710000US3611451","ZCTA5 11451, New York","0","0","0","0","0","0","0","0"
"8710000US3614005","ZCTA5 14005, New York","714","148","228","119","116","70","22","11"
"8710000US3613903","ZCTA5 13903, New York","7997","2503","2774","1210","873","409","127","101"
"8710000US3612843","ZCTA5 12843, New York","241","55","95","44","26","15","0","6"
"8710000US3614783","ZCTA5 14783, New York","130","35","53","15","11","9","4","3"
"8710000US3611575","ZCTA5 11575, New York","4055","511","808","736","689","438","298","575"
"8710000US3612086","ZCTA5 12086, New York","762","196","295","115","102","33","14","7"
"8710000US3612871","ZCTA5 12871, New York","1589","395","546","260","234","104","34","16"
"8710000US3612993","ZCTA5 12993, New York","719","231","272","103","68","25","13","7"
"8710000US3613136","ZCTA5 13136, New York","211","58","79","27","20","15","8","4"
"8710000US3610025","ZCTA5 10025, New York","44432","19792","13710","5682","3538","1138","326","246"
"8710000US3613155","ZCTA5 13155, New York","248","58","80","37","45","17","9","2"
"8710000US3613838","ZCTA5 13838, New York","1907","630","638","289","207","98","32","13"
"8710000US3611220","ZCTA5 11220, New York","29018","5743","6263","4788","4823","3112","1756","2533"
"8710000US3611104","ZCTA5 11104, New York","11831","4123","3770","1776","1240","554","215","153"
"8710000US3610535","ZCTA5 10535, New York","210","60","51","39","40","10","7","3"
"8710000US3612513","ZCTA5 12513, New York","311","113","123","32","27","11","2","3"
"8710000US3613315","ZCTA5 13315, New York","542","100","221","97","72","28","14","10"
"8710000US3611778","ZCTA5 11778, New York","4438","902","1262","813","872","380","131","78"
"8710000US3613495","ZCTA5 13495, New York","967","352","324","147","92","37","14","1"
"8710000US3613625","ZCTA5 13625, New York","807","224","326","116","90","32","14","5"
"8710000US3614043","ZCTA5 14043, New York","10948","3601","3855","1595","1255","483","107","52"
"8710000US3614742","ZCTA5 14742, New York","85","24","40","11","7","2","1","0"
"8710000US3612193","ZCTA5 12193, New York","805","190","309","124","112","44","18","8"
"8710000US3613108","ZCTA5 13108, New York","2426","572","886","385","356","146","57","24"
"8710000US3613790","ZCTA5 13790, New York","8355","3105","2692","1178","777","369","133","101"
"8710000US3611769","ZCTA5 11769, New York","3679","1052","1154","515","584","266","77","31"
"8710000US3612553","ZCTA5 12553, New York","9075","2232","2749","1612","1407","705","246","124"
"8710000US3612743","ZCTA5 12743, New York","166","48","69","19","16","8","4","2"
"8710000US3610801","ZCTA5 10801, New York","14254","4382","3375","2275","2078","1144","510","490"
"8710000US3610917","ZCTA5 10917, New York","640","91","179","145","115","67","26","17"
"8710000US3612147","ZCTA5 12147, New York","220","65","83","35","26","7","4","0"
"8710000US3612154","ZCTA5 12154, New York","1073","226","379","181","189","66","23","9"
"8710000US3613147","ZCTA5 13147, New York","463","90","176","79","64","32","10","12"
"8710000US3612484","ZCTA5 12484, New York","1144","294","433","203","147","49","12","6"
"8710000US3613316","ZCTA5 13316, New York","2538","639","891","408","349","158","68","25"
"8710000US3614101","ZCTA5 14101, New York","710","160","284","110","82","50","16","8"
"8710000US3614604","ZCTA5 14604, New York","1240","995","217","22","3","0","3","0"
"8710000US3612934","ZCTA5 12934, New York","426","105","146","73","71","22","5","4"
"8710000US3613205","ZCTA5 13205, New York","7656","2830","2009","1232","795","423","194","173"
"8710000US3610993","ZCTA5 10993, New York","1618","448","377","229","264","164","60","76"
"8710000US3614609","ZCTA5 14609, New York","17844","5803","5636","2852","1998","942","352","261"
"8710000US3612448","ZCTA5 12448, New York","196","87","70","22","10","6","1","0"
"8710000US3614808","ZCTA5 14808, New York","223","60","71","30","31","21","8","2"
"8710000US3611218","ZCTA5 11218, New York","25240","6810","6661","3866","3279","1956","1091","1577"
"8710000US3612035","ZCTA5 12035, New York","325","77","130","52","36","22","5","3"
"8710000US3614082","ZCTA5 14082, New York","175","40","75","28","21","7","2","2"
"8710000US3610920","ZCTA5 10920, New York","2906","481","879","553","590","248","97","58"
"8710000US3610933","ZCTA5 10933, New York","153","19","47","25","35","19","6","2"
"8710000US3614551","ZCTA5 14551, New York","2156","583","723","357","256","136","55","46"
"8710000US3610606","ZCTA5 10606, New York","5755","1637","1554","885","774","414","216","275"
"8710000US3614560","ZCTA5 14560, New York","911","221","382","149","98","44","10","7"
"8710000US3611516","ZCTA5 11516, New York","2513","573","712","353","335","266","169","105"
"8710000US3614769","ZCTA5 14769, New York","375","98","150","54","41","15","12","5"
"8710000US3610470","ZCTA5 10470, New York","6390","2254","1799","1054","679","364","132","108"
"8710000US3614008","ZCTA5 14008, New York","523","111","178","88","78","35","17","16"
"8710000US3610550","ZCTA5 10550, New York","13793","4263","3383","2484","1832","1028","420","383"
"8710000US3612961","ZCTA5 12961, New York","71","13","30","11","13","2","2","0"
"8710000US3611735","ZCTA5 11735, New York","11038","2430","3195","1859","1928","1006","363","257"
"8710000US3612116","ZCTA5 12116, New York","798","192","327","136","82","42","14","5"
"8710000US3612823","ZCTA5 12823, New York","99","14","55","14","10","5","0","1"
"8710000US3612870","ZCTA5 12870, New York","681","220","266","93","61","24","13","4"
"8710000US3613131","ZCTA5 13131, New York","1453","296","518","257","230","87","40","25"
"8710000US3610512","ZCTA5 10512, New York","9366","2074","2994","1663","1586","696","245","108"
"8710000US3612009","ZCTA5 12009, New York","2854","687","1035","489","418","147","59","19"
"8710000US3610456","ZCTA5 10456, New York","28122","7034","6276","5314","4160","2709","1362","1267"
"8710000US3612543","ZCTA5 12543, New York","1108","287","286","208","191","92","26","18"
"8710000US3611939","ZCTA5 11939, New York","409","107","189","50","38","19","4","2"
"8710000US3613753","ZCTA5 13753, New York","1837","560","734","248","178","77","27","13"
"8710000US3614001","ZCTA5 14001, New York","3942","1096","1448","573","535","205","51","34"
"8710000US3610573","ZCTA5 10573, New York","12714","3025","3239","2105","2116","1128","514","587"
"8710000US3614869","ZCTA5 14869, New York","553","144","211","75","66","37","13","7"
"8710000US3613148","ZCTA5 13148, New York","4516","1350","1654","706","484","204","62","56"
"8710000US3614450","ZCTA5 14450, New York","16748","4395","6025","2633","2465","944","213","73"
"8710000US3606390","ZCTA5 06390, New York","120","47","50","10","7","5","1","0"
"8710000US3614770","ZCTA5 14770, New York","1176","267","447","197","160","73","23","9"
"8710000US3612062","ZCTA5 12062, New York","712","159","272","130","106","26","13","6"
"8710000US3612538","ZCTA5 12538, New York","5289","1525","1862","817","681","249","95","60"
"8710000US3614211","ZCTA5 14211, New York","9367","3419","2581","1480","915","520","238","214"
"8710000US3611568","ZCTA5 11568, New York","1026","121","357","186","180","117","47","18"
"8710000US3614469","ZCTA5 14469, New York","2468","521","983","414","367","123","41","19"
"8710000US3614129","ZCTA5 14129, New York","591","157","205","94","73","33","18","11"
"8710000US3614506","ZCTA5 14506, New York","484","88","177","78","82","43","13","3"
"8710000US3610547","ZCTA5 10547, New York","2609","593","746","463","509","190","60","48"
"8710000US3610552","ZCTA5 10552, New York","8869","3478","2593","1290","923","362","133","90"
"8710000US3611530","ZCTA5 11530, New York","9111","1752","2703","1552","1761","971","289","83"
"8710000US3613135","ZCTA5 13135, New York","2573","619","879","447","373","173","56","26"
"8710000US3614612","ZCTA5 14612, New York","14329","4102","5064","2283","1868","721","211","80"
"8710000US3614750","ZCTA5 14750, New York","1997","673","746","254","202","85","27","10"
"8710000US3610566","ZCTA5 10566, New York","9056","2917","2423","1481","1114","554","281","286"
"8710000US3611963","ZCTA5 11963, New York","2860","907","999","422","332","131","44","25"
"8710000US3613501","ZCTA5 13501, New York","14906","5222","4028","2184","1743","956","446","327"
"8710000US3611040","ZCTA5 11040, New York","13500","2280","3775","2464","2775","1368","518","320"
"8710000US3613859","ZCTA5 13859, New York","80","23","33","12","8","2","1","1"
"8710000US3614172","ZCTA5 14172, New York","1297","327","492","204","164","72","29","9"
"8710000US3614815","ZCTA5 14815, New York","405","126","155","45","41","24","11","3"
"8710000US3614755","ZCTA5 14755, New York","1152","323","429","171","132","56","30","11"
"8710000US3610519","ZCTA5 10519, New York","117","30","31","25","18","8","2","3"
"8710000US3610536","ZCTA5 10536, New York","3581","460","1163","669","767","379","113","30"
"8710000US3612115","ZCTA5 12115, New York","86","20","43","11","10","2","0","0"
"8710000US3614626","ZCTA5 14626, New York","12430","3595","4354","1891","1669","636","190","95"
"8710000US3614738","ZCTA5 14738, New York","1516","415","558","238","182","83","28","12"
"8710000US3611225","ZCTA5 11225, New York","22501","7341","6312","3803","2445","1327","660","613"
"8710000US3613796","ZCTA5 13796, New York","507","133","207","66","53","31","8","9"
"8710000US3610112","ZCTA5 10112, New York","0","0","0","0","0","0","0","0"
"8710000US3613103","ZCTA5 13103, New York","115","18","38","28","15","12","0","4"
"8710000US3614543","ZCTA5 14543, New York","1214","245","520","183","177","64","15","10"
"8710000US3610924","ZCTA5 10924, New York","4454","1176","1281","707","751","360","122","57"
"8710000US3611432","ZCTA5 11432, New York","18448","4509","4100","3133","3071","1812","896","927"
"8710000US3612067","ZCTA5 12067, New York","620","156","233","101","90","24","11","5"
"8710000US3612138","ZCTA5 12138, New York","1256","281","501","201","157","71","27","18"
"8710000US3613803","ZCTA5 13803, New York","1521","324","566","255","223","97","38","18"
"8710000US3611954","ZCTA5 11954, New York","1422","425","545","203","164","54","16","15"
"8710000US3612148","ZCTA5 12148, New York","1741","382","572","308","342","97","27","13"
"8710000US3614854","ZCTA5 14854, New York","12","1","7","2","1","0","1","0"
"8710000US3612853","ZCTA5 12853, New York","739","219","289","107","72","38","11","3"
"8710000US3614527","ZCTA5 14527, New York","5074","1525","1846","692","481","265","119","146"
"8710000US3610457","ZCTA5 10457, New York","22873","5782","5051","4293","3536","2139","1072","1000"
"8710000US3612429","ZCTA5 12429, New York","117","39","44","20","6","5","0","3"
"8710000US3614739","ZCTA5 14739, New York","1152","323","399","163","143","73","32","19"
"8710000US3613697","ZCTA5 13697, New York","872","210","307","148","100","63","24","20"
"8710000US3614904","ZCTA5 14904, New York","6776","2193","2141","1078","749","373","138","104"
"8710000US3610501","ZCTA5 10501, New York","381","34","115","79","82","45","19","7"
"8710000US3610548","ZCTA5 10548, New York","1134","260","346","232","208","68","18","2"
"8710000US3611948","ZCTA5 11948, New York","440","102","163","69","67","26","6","7"
"8710000US3613120","ZCTA5 13120, New York","1018","402","278","141","99","70","13","15"
"8710000US3613616","ZCTA5 13616, New York","749","181","268","142","92","46","9","11"
"8710000US3613641","ZCTA5 13641, New York","42","8","23","7","4","0","0","0"
"8710000US3611358","ZCTA5 11358, New York","13380","2889","3851","2573","2361","1039","391","276"
"8710000US3611553","ZCTA5 11553, New York","6225","1000","1131","957","980","746","514","897"
"8710000US3612084","ZCTA5 12084, New York","1985","753","673","305","196","47","7","4"
"8710000US3612933","ZCTA5 12933, New York","7","2","2","1","2","0","0","0"
"8710000US3612966","ZCTA5 12966, New York","1135","257","419","188","156","75","28","12"
"8710000US3612790","ZCTA5 12790, New York","1933","593","678","284","236","104","26","12"
"8710000US3612997","ZCTA5 12997, New York","536","142","212","88","73","13","6","2"
"8710000US3613144","ZCTA5 13144, New York","543","112","196","103","72","28","21","11"
"8710000US3614586","ZCTA5 14586, New York","3740","868","1180","661","671","254","70","36"
"8710000US3612120","ZCTA5 12120, New York","239","49","103","30","33","14","9","1"
"8710000US3610474","ZCTA5 10474, New York","3633","782","811","697","625","351","176","191"
"8710000US3610588","ZCTA5 10588, New York","838","202","245","148","134","67","27","15"
"8710000US3614879","ZCTA5 14879, New York","916","198","335","140","154","66","12","11"
"8710000US3614827","ZCTA5 14827, New York","79","25","24","14","10","3","1","2"
"8710000US3610954","ZCTA5 10954, New York","8444","2181","2579","1386","1213","645","261","179"
"8710000US3613659","ZCTA5 13659, New York","219","38","94","26","34","17","7","3"
"8710000US3610027","ZCTA5 10027, New York","22839","8664","6794","3398","2158","1058","411","356"
"8710000US3611953","ZCTA5 11953, New York","5293","1487","1812","830","652","302","100","110"
"8710000US3612430","ZCTA5 12430, New York","502","135","212","68","43","25","9","10"
"8710000US3612492","ZCTA5 12492, New York","123","39","53","13","9","5","2","2"
"8710000US3612928","ZCTA5 12928, New York","830","215","313","134","99","49","11","9"
"8710000US3610165","ZCTA5 10165, New York","2","2","0","0","0","0","0","0"
"8710000US3613361","ZCTA5 13361, New York","276","60","94","42","38","24","9","9"
"8710000US3614139","ZCTA5 14139, New York","875","209","346","139","116","49","14","2"
"8710000US3613665","ZCTA5 13665, New York","326","65","120","59","41","22","11","8"
"8710000US3613167","ZCTA5 13167, New York","1278","242","507","218","187","87","20","17"
"8710000US3613905","ZCTA5 13905, New York","11956","4542","3861","1613","1066","492","205","177"
"8710000US3614221","ZCTA5 14221, New York","22676","7427","7715","3077","2846","1120","354","137"
"8710000US3614222","ZCTA5 14222, New York","7074","3773","2185","643","313","106","36","18"
"8710000US3614424","ZCTA5 14424, New York","11310","3524","4086","1610","1302","536","175","77"
"8710000US3610595","ZCTA5 10595, New York","2330","524","712","388","476","162","52","16"
"8710000US3611940","ZCTA5 11940, New York","1911","370","691","324","301","154","50","21"
"8710000US3613736","ZCTA5 13736, New York","910","195","336","177","116","57","20","9"
"8710000US3612923","ZCTA5 12923, New York","255","72","85","35","38","19","4","2"
"8710000US3613031","ZCTA5 13031, New York","6489","1848","2316","984","810","404","85","42"
"8710000US3613124","ZCTA5 13124, New York","54","12","23","11","7","1","0","0"
"8710000US3614013","ZCTA5 14013, New York","666","163","223","105","105","44","13","13"
"8710000US3614081","ZCTA5 14081, New York","1196","359","402","176","135","70","32","22"
"8710000US3614711","ZCTA5 14711, New York","692","178","250","104","90","38","15","17"
"8710000US3612095","ZCTA5 12095, New York","4976","1486","1725","761","652","235","82","35"
"8710000US3611732","ZCTA5 11732, New York","1361","354","462","220","204","78","32","11"
"8710000US3614905","ZCTA5 14905, New York","4024","1331","1465","569","414","160","51","34"
"8710000US3613664","ZCTA5 13664, New York","166","44","68","29","15","5","2","3"
"8710000US3613678","ZCTA5 13678, New York","92","28","34","12","12","5","1","0"
"8710000US3612149","ZCTA5 12149, New York","1036","278","392","162","131","46","25","2"
"8710000US3610543","ZCTA5 10543, New York","7436","2038","2081","1209","1190","598","195","125"
"8710000US3611366","ZCTA5 11366, New York","4519","841","1246","905","818","412","185","112"
"8710000US3612498","ZCTA5 12498, New York","2408","905","963","293","165","63","12","7"
"8710000US3612944","ZCTA5 12944, New York","1713","451","656","289","205","82","17","13"
"8710000US3614030","ZCTA5 14030, New York","701","169","268","110","85","38","20","11"
"8710000US3611234","ZCTA5 11234, New York","31213","7530","8366","5926","4812","2672","1107","800"
"8710000US3614732","ZCTA5 14732, New York","76","13","30","14","11","3","2","3"
"8710000US3612759","ZCTA5 12759, New York","587","154","175","78","85","56","27","12"
"8710000US3612808","ZCTA5 12808, New York","148","39","76","22","7","3","1","0"
"8710000US3613303","ZCTA5 13303, New York","468","108","191","70","54","35","8","2"
"8710000US3610996","ZCTA5 10996, New York","627","13","99","121","206","142","29","17"
"8710000US3613334","ZCTA5 13334, New York","515","121","183","72","80","38","9","12"
"8710000US3611721","ZCTA5 11721, New York","2324","451","791","401","436","181","49","15"
"8710000US3611757","ZCTA5 11757, New York","15540","3016","4219","3069","2870","1409","575","382"
"8710000US3612939","ZCTA5 12939, New York","86","22","31","17","12","2","2","0"
"8710000US3613162","ZCTA5 13162, New York","181","53","82","25","16","2","2","1"
"8710000US3613027","ZCTA5 13027, New York","13042","3545","4666","2040","1864","643","206","78"
"8710000US3611559","ZCTA5 11559, New York","2558","505","782","330","283","281","209","168"
"8710000US3611797","ZCTA5 11797, New York","3093","692","1036","473","559","246","56","31"
"8710000US3612020","ZCTA5 12020, New York","12295","3005","4316","2159","1890","659","199","67"
"8710000US3613844","ZCTA5 13844, New York","285","56","116","54","27","26","6","0"
