"GEO_ID","NAME","H011C001","H011C002","H011C003","H011C004"
"id","Geographic Area Name","Population in occupied housing units","Population in occupied housing units!!Owned with a mortgage or a loan","Population in occupied housing units!!Owned free and clear","Population in occupied housing units!!Renter occupied"
"8710000US3612789","ZCTA5 12789, New York","14","11","1","2"
"8710000US3612790","ZCTA5 12790, New York","26","8","0","18"
"8710000US3612791","ZCTA5 12791, New York","0","0","0","0"
"8710000US3612792","ZCTA5 12792, New York","0","0","0","0"
"8710000US3612801","ZCTA5 12801, New York","29","9","0","20"
"8710000US3612803","ZCTA5 12803, New York","11","5","4","2"
"8710000US3612804","ZCTA5 12804, New York","50","20","9","21"
"8710000US3612808","ZCTA5 12808, New York","0","0","0","0"
"8710000US3612809","ZCTA5 12809, New York","7","0","7","0"
"8710000US3612810","ZCTA5 12810, New York","3","0","3","0"
"8710000US3612811","ZCTA5 12811, New York","0","0","0","0"
"8710000US3612812","ZCTA5 12812, New York","0","0","0","0"
"8710000US3612814","ZCTA5 12814, New York","4","0","4","0"
"8710000US3612815","ZCTA5 12815, New York","0","0","0","0"
"8710000US3612816","ZCTA5 12816, New York","12","12","0","0"
"8710000US3612817","ZCTA5 12817, New York","2","2","0","0"
"8710000US3612819","ZCTA5 12819, New York","0","0","0","0"
"8710000US3612821","ZCTA5 12821, New York","0","0","0","0"
"8710000US3612822","ZCTA5 12822, New York","17","12","2","3"
"8710000US3612823","ZCTA5 12823, New York","0","0","0","0"
"8710000US3612824","ZCTA5 12824, New York","0","0","0","0"
"8710000US3612827","ZCTA5 12827, New York","7","6","0","1"
"8710000US3612828","ZCTA5 12828, New York","13","9","0","4"
"8710000US3612831","ZCTA5 12831, New York","29","11","0","18"
"8710000US3612832","ZCTA5 12832, New York","22","8","4","10"
"8710000US3612833","ZCTA5 12833, New York","4","3","0","1"
"8710000US3612834","ZCTA5 12834, New York","10","4","2","4"
"8710000US3612835","ZCTA5 12835, New York","6","4","0","2"
"8710000US3612836","ZCTA5 12836, New York","0","0","0","0"
"8710000US3612837","ZCTA5 12837, New York","5","3","2","0"
"8710000US3612838","ZCTA5 12838, New York","2","0","2","0"
"8710000US3612839","ZCTA5 12839, New York","24","3","3","18"
"8710000US3612841","ZCTA5 12841, New York","0","0","0","0"
"8710000US3612842","ZCTA5 12842, New York","6","4","0","2"
"8710000US3612843","ZCTA5 12843, New York","0","0","0","0"
"8710000US3612844","ZCTA5 12844, New York","0","0","0","0"
"8710000US3612845","ZCTA5 12845, New York","24","5","0","19"
"8710000US3612846","ZCTA5 12846, New York","12","1","7","4"
"8710000US3612847","ZCTA5 12847, New York","0","0","0","0"
"8710000US3612849","ZCTA5 12849, New York","0","0","0","0"
"8710000US3612850","ZCTA5 12850, New York","0","0","0","0"
"8710000US3612851","ZCTA5 12851, New York","0","0","0","0"
"8710000US3612852","ZCTA5 12852, New York","1","0","0","1"
"8710000US3612853","ZCTA5 12853, New York","1","0","0","1"
"8710000US3612855","ZCTA5 12855, New York","0","0","0","0"
"8710000US3612856","ZCTA5 12856, New York","0","0","0","0"
"8710000US3612857","ZCTA5 12857, New York","2","2","0","0"
"8710000US3612858","ZCTA5 12858, New York","0","0","0","0"
"8710000US3612859","ZCTA5 12859, New York","1","0","1","0"
"8710000US3612860","ZCTA5 12860, New York","0","0","0","0"
"8710000US3612861","ZCTA5 12861, New York","0","0","0","0"
"8710000US3612862","ZCTA5 12862, New York","0","0","0","0"
"8710000US3612863","ZCTA5 12863, New York","0","0","0","0"
"8710000US3612864","ZCTA5 12864, New York","0","0","0","0"
"8710000US3612865","ZCTA5 12865, New York","1","0","0","1"
"8710000US3612866","ZCTA5 12866, New York","64","26","4","34"
"8710000US3612870","ZCTA5 12870, New York","8","0","3","5"
"8710000US3612871","ZCTA5 12871, New York","19","6","2","11"
"8710000US3612872","ZCTA5 12872, New York","2","2","0","0"
"8710000US3612873","ZCTA5 12873, New York","2","2","0","0"
"8710000US3612874","ZCTA5 12874, New York","0","0","0","0"
"8710000US3612878","ZCTA5 12878, New York","0","0","0","0"
"8710000US3612883","ZCTA5 12883, New York","10","4","0","6"
"8710000US3612884","ZCTA5 12884, New York","2","0","0","2"
"8710000US3612885","ZCTA5 12885, New York","11","8","2","1"
"8710000US3612886","ZCTA5 12886, New York","0","0","0","0"
"8710000US3612887","ZCTA5 12887, New York","9","5","1","3"
"8710000US3612901","ZCTA5 12901, New York","125","30","7","88"
"8710000US3612903","ZCTA5 12903, New York","3","3","0","0"
"8710000US3612910","ZCTA5 12910, New York","15","2","4","9"
"8710000US3612911","ZCTA5 12911, New York","0","0","0","0"
"8710000US3612912","ZCTA5 12912, New York","4","4","0","0"
"8710000US3612913","ZCTA5 12913, New York","4","0","4","0"
"8710000US3612914","ZCTA5 12914, New York","150","73","33","44"
"8710000US3612916","ZCTA5 12916, New York","18","3","6","9"
"8710000US3612917","ZCTA5 12917, New York","3","3","0","0"
"8710000US3612918","ZCTA5 12918, New York","7","5","1","1"
"8710000US3612919","ZCTA5 12919, New York","5","2","1","2"
"8710000US3612920","ZCTA5 12920, New York","7","4","2","1"
"8710000US3612921","ZCTA5 12921, New York","3","0","3","0"
"8710000US3612922","ZCTA5 12922, New York","2","0","2","0"
"8710000US3612923","ZCTA5 12923, New York","1","0","0","1"
"8710000US3612924","ZCTA5 12924, New York","0","0","0","0"
"8710000US3612926","ZCTA5 12926, New York","16","4","5","7"
"8710000US3612927","ZCTA5 12927, New York","2","2","0","0"
"8710000US3612928","ZCTA5 12928, New York","0","0","0","0"
"8710000US3612929","ZCTA5 12929, New York","3","0","0","3"
"8710000US3612930","ZCTA5 12930, New York","0","0","0","0"
"8710000US3612932","ZCTA5 12932, New York","3","0","0","3"
"8710000US3612933","ZCTA5 12933, New York","0","0","0","0"
"8710000US3612934","ZCTA5 12934, New York","5","3","0","2"
"8710000US3612935","ZCTA5 12935, New York","6","0","6","0"
"8710000US3612936","ZCTA5 12936, New York","0","0","0","0"
"8710000US3612937","ZCTA5 12937, New York","175","61","59","55"
"8710000US3612939","ZCTA5 12939, New York","0","0","0","0"
"8710000US3612941","ZCTA5 12941, New York","4","1","3","0"
"8710000US3612942","ZCTA5 12942, New York","6","6","0","0"
"8710000US3612943","ZCTA5 12943, New York","0","0","0","0"
"8710000US3612944","ZCTA5 12944, New York","8","3","2","3"
"8710000US3612945","ZCTA5 12945, New York","4","4","0","0"
"8710000US3612946","ZCTA5 12946, New York","12","2","4","6"
"8710000US3612950","ZCTA5 12950, New York","1","0","1","0"
"8710000US3612952","ZCTA5 12952, New York","1","0","1","0"
"8710000US3612953","ZCTA5 12953, New York","88","23","14","51"
"8710000US3612955","ZCTA5 12955, New York","7","1","1","5"
"8710000US3612956","ZCTA5 12956, New York","0","0","0","0"
"8710000US3612957","ZCTA5 12957, New York","21","7","11","3"
"8710000US3612958","ZCTA5 12958, New York","9","2","3","4"
"8710000US3612959","ZCTA5 12959, New York","19","5","11","3"
"8710000US3612960","ZCTA5 12960, New York","5","0","5","0"
"8710000US3612961","ZCTA5 12961, New York","0","0","0","0"
"8710000US3612962","ZCTA5 12962, New York","3","2","0","1"
"8710000US3612964","ZCTA5 12964, New York","0","0","0","0"
"8710000US3612965","ZCTA5 12965, New York","0","0","0","0"
"8710000US3612966","ZCTA5 12966, New York","5","5","0","0"
"8710000US3612967","ZCTA5 12967, New York","9","2","0","7"
"8710000US3612969","ZCTA5 12969, New York","9","0","9","0"
"8710000US3612970","ZCTA5 12970, New York","1","0","1","0"
"8710000US3612972","ZCTA5 12972, New York","3","3","0","0"
"8710000US3612973","ZCTA5 12973, New York","0","0","0","0"
"8710000US3612974","ZCTA5 12974, New York","0","0","0","0"
"8710000US3612975","ZCTA5 12975, New York","0","0","0","0"
"8710000US3612976","ZCTA5 12976, New York","0","0","0","0"
"8710000US3612977","ZCTA5 12977, New York","0","0","0","0"
"8710000US3612978","ZCTA5 12978, New York","0","0","0","0"
"8710000US3612979","ZCTA5 12979, New York","3","0","0","3"
"8710000US3612980","ZCTA5 12980, New York","13","0","1","12"
"8710000US3612981","ZCTA5 12981, New York","10","6","2","2"
"8710000US3612983","ZCTA5 12983, New York","53","10","11","32"
"8710000US3612985","ZCTA5 12985, New York","2","0","0","2"
"8710000US3612986","ZCTA5 12986, New York","38","14","5","19"
"8710000US3612987","ZCTA5 12987, New York","0","0","0","0"
"8710000US3612989","ZCTA5 12989, New York","11","4","7","0"
"8710000US3612992","ZCTA5 12992, New York","14","9","4","1"
"8710000US3612993","ZCTA5 12993, New York","3","3","0","0"
"8710000US3612996","ZCTA5 12996, New York","0","0","0","0"
"8710000US3612997","ZCTA5 12997, New York","3","0","0","3"
"8710000US3612998","ZCTA5 12998, New York","4","0","3","1"
"8710000US3613020","ZCTA5 13020, New York","0","0","0","0"
"8710000US3613021","ZCTA5 13021, New York","128","43","3","82"
"8710000US3613024","ZCTA5 13024, New York","0","0","0","0"
"8710000US3613026","ZCTA5 13026, New York","0","0","0","0"
"8710000US3613027","ZCTA5 13027, New York","99","59","1","39"
"8710000US3613028","ZCTA5 13028, New York","7","4","3","0"
"8710000US3613029","ZCTA5 13029, New York","32","28","1","3"
"8710000US3613030","ZCTA5 13030, New York","25","15","2","8"
"8710000US3613031","ZCTA5 13031, New York","53","28","2","23"
"8710000US3613032","ZCTA5 13032, New York","103","50","3","50"
"8710000US3613033","ZCTA5 13033, New York","24","13","5","6"
"8710000US3613034","ZCTA5 13034, New York","2","0","2","0"
"8710000US3613035","ZCTA5 13035, New York","18","9","2","7"
"8710000US3613036","ZCTA5 13036, New York","38","19","3","16"
"8710000US3613037","ZCTA5 13037, New York","53","21","5","27"
"8710000US3613039","ZCTA5 13039, New York","42","27","5","10"
"8710000US3613040","ZCTA5 13040, New York","4","2","1","1"
"8710000US3613041","ZCTA5 13041, New York","78","60","8","10"
"8710000US3613042","ZCTA5 13042, New York","14","10","4","0"
"8710000US3613044","ZCTA5 13044, New York","7","6","1","0"
"8710000US3613045","ZCTA5 13045, New York","88","24","8","56"
"8710000US3613051","ZCTA5 13051, New York","0","0","0","0"
"8710000US3613052","ZCTA5 13052, New York","8","6","2","0"
"8710000US3613053","ZCTA5 13053, New York","16","2","0","14"
"8710000US3613054","ZCTA5 13054, New York","11","11","0","0"
"8710000US3613057","ZCTA5 13057, New York","76","29","6","41"
"8710000US3613060","ZCTA5 13060, New York","6","2","1","3"
"8710000US3613061","ZCTA5 13061, New York","2","0","0","2"
"8710000US3613062","ZCTA5 13062, New York","0","0","0","0"
"8710000US3613063","ZCTA5 13063, New York","21","6","8","7"
"8710000US3613064","ZCTA5 13064, New York","0","0","0","0"
"8710000US3613066","ZCTA5 13066, New York","17","10","2","5"
"8710000US3613068","ZCTA5 13068, New York","12","8","2","2"
"8710000US3613069","ZCTA5 13069, New York","128","52","15","61"
"8710000US3613071","ZCTA5 13071, New York","0","0","0","0"
"8710000US3613072","ZCTA5 13072, New York","4","0","1","3"
"8710000US3613073","ZCTA5 13073, New York","15","1","5","9"
"8710000US3613074","ZCTA5 13074, New York","19","12","3","4"
"8710000US3613076","ZCTA5 13076, New York","2","0","0","2"
"8710000US3613077","ZCTA5 13077, New York","11","11","0","0"
"8710000US3613078","ZCTA5 13078, New York","71","44","5","22"
"8710000US3613080","ZCTA5 13080, New York","14","12","0","2"
"8710000US3613081","ZCTA5 13081, New York","5","5","0","0"
"8710000US3613082","ZCTA5 13082, New York","5","0","2","3"
"8710000US3613083","ZCTA5 13083, New York","0","0","0","0"
"8710000US3613084","ZCTA5 13084, New York","118","48","15","55"
"8710000US3613087","ZCTA5 13087, New York","0","0","0","0"
"8710000US3613088","ZCTA5 13088, New York","115","60","4","51"
"8710000US3613090","ZCTA5 13090, New York","104","60","7","37"
"8710000US3613092","ZCTA5 13092, New York","6","0","1","5"
"8710000US3613101","ZCTA5 13101, New York","12","5","0","7"
"8710000US3613102","ZCTA5 13102, New York","0","0","0","0"
"8710000US3613103","ZCTA5 13103, New York","4","0","4","0"
"8710000US3613104","ZCTA5 13104, New York","42","24","3","15"
"8710000US3613108","ZCTA5 13108, New York","23","14","2","7"
"8710000US3613110","ZCTA5 13110, New York","18","9","1","8"
"8710000US3613111","ZCTA5 13111, New York","19","13","6","0"
"8710000US3613112","ZCTA5 13112, New York","2","2","0","0"
"8710000US3613113","ZCTA5 13113, New York","0","0","0","0"
"8710000US3613114","ZCTA5 13114, New York","38","20","5","13"
"8710000US3613115","ZCTA5 13115, New York","1","0","0","1"
"8710000US3613116","ZCTA5 13116, New York","22","19","3","0"
"8710000US3613117","ZCTA5 13117, New York","0","0","0","0"
"8710000US3613118","ZCTA5 13118, New York","12","4","1","7"
"8710000US3613120","ZCTA5 13120, New York","534","55","43","436"
"8710000US3613122","ZCTA5 13122, New York","3","0","0","3"
"8710000US3613123","ZCTA5 13123, New York","4","3","0","1"
"8710000US3613124","ZCTA5 13124, New York","0","0","0","0"
"8710000US3613126","ZCTA5 13126, New York","89","40","6","43"
"8710000US3613131","ZCTA5 13131, New York","25","13","6","6"
"8710000US3613132","ZCTA5 13132, New York","39","13","25","1"
"8710000US3613134","ZCTA5 13134, New York","0","0","0","0"
"8710000US3613135","ZCTA5 13135, New York","57","31","7","19"
"8710000US3613136","ZCTA5 13136, New York","0","0","0","0"
"8710000US3613138","ZCTA5 13138, New York","4","4","0","0"
"8710000US3613140","ZCTA5 13140, New York","9","7","0","2"
"8710000US3613141","ZCTA5 13141, New York","3","0","2","1"
"8710000US3613142","ZCTA5 13142, New York","35","16","10","9"
"8710000US3613143","ZCTA5 13143, New York","22","2","12","8"
"8710000US3613144","ZCTA5 13144, New York","8","0","8","0"
"8710000US3613145","ZCTA5 13145, New York","14","9","2","3"
"8710000US3613146","ZCTA5 13146, New York","5","3","2","0"
"8710000US3613147","ZCTA5 13147, New York","0","0","0","0"
"8710000US3613148","ZCTA5 13148, New York","28","4","7","17"
"8710000US3613152","ZCTA5 13152, New York","14","4","8","2"
"8710000US3613153","ZCTA5 13153, New York","0","0","0","0"
"8710000US3613155","ZCTA5 13155, New York","6","0","2","4"
"8710000US3613156","ZCTA5 13156, New York","21","9","5","7"
"8710000US3613157","ZCTA5 13157, New York","1","1","0","0"
"8710000US3613158","ZCTA5 13158, New York","6","4","1","1"
"8710000US3613159","ZCTA5 13159, New York","14","1","9","4"
"8710000US3613160","ZCTA5 13160, New York","2","2","0","0"
"8710000US3613162","ZCTA5 13162, New York","1","0","0","1"
"8710000US3613163","ZCTA5 13163, New York","0","0","0","0"
"8710000US3613164","ZCTA5 13164, New York","12","9","3","0"
"8710000US3613165","ZCTA5 13165, New York","19","10","2","7"
"8710000US3613166","ZCTA5 13166, New York","17","1","10","6"
"8710000US3613167","ZCTA5 13167, New York","8","3","0","5"
"8710000US3613202","ZCTA5 13202, New York","26","4","0","22"
"8710000US3613203","ZCTA5 13203, New York","229","35","16","178"
"8710000US3613204","ZCTA5 13204, New York","366","68","16","282"
"8710000US3613205","ZCTA5 13205, New York","259","82","30","147"
"8710000US3613206","ZCTA5 13206, New York","176","51","22","103"
"8710000US3613207","ZCTA5 13207, New York","188","52","39","97"
"8710000US3613208","ZCTA5 13208, New York","309","49","11","249"
"8710000US3613209","ZCTA5 13209, New York","140","62","5","73"
"8710000US3613210","ZCTA5 13210, New York","86","7","7","72"
"8710000US3613211","ZCTA5 13211, New York","63","21","12","30"
"8710000US3613212","ZCTA5 13212, New York","106","54","10","42"
"8710000US3613214","ZCTA5 13214, New York","18","7","3","8"
"8710000US3613215","ZCTA5 13215, New York","92","48","16","28"
"8710000US3613219","ZCTA5 13219, New York","68","42","9","17"
"8710000US3613224","ZCTA5 13224, New York","43","12","5","26"
"8710000US3613290","ZCTA5 13290, New York","0","0","0","0"
"8710000US3613301","ZCTA5 13301, New York","0","0","0","0"
"8710000US3613302","ZCTA5 13302, New York","8","3","5","0"
"8710000US3613303","ZCTA5 13303, New York","0","0","0","0"
"8710000US3613304","ZCTA5 13304, New York","0","0","0","0"
"8710000US3613305","ZCTA5 13305, New York","0","0","0","0"
"8710000US3613308","ZCTA5 13308, New York","11","2","6","3"
"8710000US3613309","ZCTA5 13309, New York","8","3","2","3"
"8710000US3613310","ZCTA5 13310, New York","0","0","0","0"
"8710000US3613312","ZCTA5 13312, New York","0","0","0","0"
"8710000US3613313","ZCTA5 13313, New York","2","2","0","0"
"8710000US3613314","ZCTA5 13314, New York","0","0","0","0"
"8710000US3613315","ZCTA5 13315, New York","1","1","0","0"
"8710000US3613316","ZCTA5 13316, New York","18","8","4","6"
"8710000US3613317","ZCTA5 13317, New York","5","2","0","3"
"8710000US3613318","ZCTA5 13318, New York","0","0","0","0"
"8710000US3613319","ZCTA5 13319, New York","3","0","0","3"
"8710000US3613320","ZCTA5 13320, New York","3","0","0","3"
"8710000US3613321","ZCTA5 13321, New York","5","5","0","0"
"8710000US3613322","ZCTA5 13322, New York","0","0","0","0"
"8710000US3613323","ZCTA5 13323, New York","8","0","0","8"
"8710000US3613324","ZCTA5 13324, New York","12","4","7","1"
"8710000US3613325","ZCTA5 13325, New York","2","0","1","1"
"8710000US3613326","ZCTA5 13326, New York","2","0","2","0"
"8710000US3613327","ZCTA5 13327, New York","0","0","0","0"
"8710000US3613328","ZCTA5 13328, New York","1","0","0","1"
"8710000US3613329","ZCTA5 13329, New York","15","2","13","0"
"8710000US3613331","ZCTA5 13331, New York","0","0","0","0"
"8710000US3613332","ZCTA5 13332, New York","8","2","4","2"
"8710000US3613333","ZCTA5 13333, New York","0","0","0","0"
"8710000US3613334","ZCTA5 13334, New York","0","0","0","0"
"8710000US3613335","ZCTA5 13335, New York","0","0","0","0"
"8710000US3613337","ZCTA5 13337, New York","4","4","0","0"
"8710000US3613338","ZCTA5 13338, New York","5","0","0","5"
"8710000US3613339","ZCTA5 13339, New York","28","15","4","9"
"8710000US3613340","ZCTA5 13340, New York","7","7","0","0"
"8710000US3613341","ZCTA5 13341, New York","0","0","0","0"
"8710000US3613342","ZCTA5 13342, New York","0","0","0","0"
"8710000US3613343","ZCTA5 13343, New York","0","0","0","0"
"8710000US3613345","ZCTA5 13345, New York","0","0","0","0"
"8710000US3613346","ZCTA5 13346, New York","4","0","4","0"
"8710000US3613348","ZCTA5 13348, New York","3","0","1","2"
"8710000US3613350","ZCTA5 13350, New York","15","8","0","7"
"8710000US3613352","ZCTA5 13352, New York","6","6","0","0"
"8710000US3613353","ZCTA5 13353, New York","0","0","0","0"
"8710000US3613354","ZCTA5 13354, New York","10","7","0","3"
"8710000US3613355","ZCTA5 13355, New York","11","6","0","5"
"8710000US3613357","ZCTA5 13357, New York","30","8","11","11"
"8710000US3613360","ZCTA5 13360, New York","0","0","0","0"
"8710000US3613361","ZCTA5 13361, New York","0","0","0","0"
"8710000US3613362","ZCTA5 13362, New York","0","0","0","0"
"8710000US3613363","ZCTA5 13363, New York","0","0","0","0"
"8710000US3613364","ZCTA5 13364, New York","0","0","0","0"
"8710000US3613365","ZCTA5 13365, New York","12","8","0","4"
"8710000US3613367","ZCTA5 13367, New York","19","9","0","10"
"8710000US3613368","ZCTA5 13368, New York","0","0","0","0"
"8710000US3613402","ZCTA5 13402, New York","1","0","1","0"
"8710000US3613403","ZCTA5 13403, New York","9","9","0","0"
"8710000US3613404","ZCTA5 13404, New York","0","0","0","0"
"8710000US3613406","ZCTA5 13406, New York","0","0","0","0"
"8710000US3613407","ZCTA5 13407, New York","11","3","2","6"
"8710000US3613408","ZCTA5 13408, New York","19","3","5","11"
"8710000US3613409","ZCTA5 13409, New York","41","23","14","4"
"8710000US3613410","ZCTA5 13410, New York","0","0","0","0"
"8710000US3613411","ZCTA5 13411, New York","1","0","1","0"
"8710000US3613413","ZCTA5 13413, New York","9","9","0","0"
"8710000US3613415","ZCTA5 13415, New York","0","0","0","0"
"8710000US3613416","ZCTA5 13416, New York","0","0","0","0"
"8710000US3613417","ZCTA5 13417, New York","16","3","0","13"
"8710000US3613418","ZCTA5 13418, New York","0","0","0","0"
"8710000US3613420","ZCTA5 13420, New York","11","11","0","0"
"8710000US3613421","ZCTA5 13421, New York","301","54","23","224"
"8710000US3613424","ZCTA5 13424, New York","1","0","1","0"
"8710000US3613425","ZCTA5 13425, New York","2","0","0","2"
"8710000US3613428","ZCTA5 13428, New York","8","8","0","0"
"8710000US3613431","ZCTA5 13431, New York","10","10","0","0"
"8710000US3613433","ZCTA5 13433, New York","0","0","0","0"
"8710000US3613435","ZCTA5 13435, New York","0","0","0","0"
"8710000US3613436","ZCTA5 13436, New York","0","0","0","0"
"8710000US3613437","ZCTA5 13437, New York","3","3","0","0"
"8710000US3613438","ZCTA5 13438, New York","6","3","1","2"
"8710000US3613439","ZCTA5 13439, New York","17","12","1","4"
"8710000US3613440","ZCTA5 13440, New York","126","69","21","36"
"8710000US3613441","ZCTA5 13441, New York","0","0","0","0"
"8710000US3613450","ZCTA5 13450, New York","0","0","0","0"
"8710000US3613452","ZCTA5 13452, New York","7","0","5","2"
"8710000US3613454","ZCTA5 13454, New York","0","0","0","0"
"8710000US3613456","ZCTA5 13456, New York","4","0","0","4"
"8710000US3613459","ZCTA5 13459, New York","1","0","0","1"
"8710000US3613460","ZCTA5 13460, New York","8","5","0","3"
"8710000US3613461","ZCTA5 13461, New York","7","0","0","7"
"8710000US3613464","ZCTA5 13464, New York","9","4","5","0"
"8710000US3613468","ZCTA5 13468, New York","0","0","0","0"
"8710000US3613469","ZCTA5 13469, New York","0","0","0","0"
"8710000US3613470","ZCTA5 13470, New York","0","0","0","0"
"8710000US3613471","ZCTA5 13471, New York","8","0","8","0"
"8710000US3613472","ZCTA5 13472, New York","0","0","0","0"
"8710000US3613473","ZCTA5 13473, New York","0","0","0","0"
"8710000US3613475","ZCTA5 13475, New York","0","0","0","0"
"8710000US3613476","ZCTA5 13476, New York","4","2","0","2"
"8710000US3613477","ZCTA5 13477, New York","7","0","1","6"
"8710000US3613478","ZCTA5 13478, New York","25","5","3","17"
"8710000US3613480","ZCTA5 13480, New York","3","1","2","0"
"8710000US3613483","ZCTA5 13483, New York","8","8","0","0"
"8710000US3613484","ZCTA5 13484, New York","0","0","0","0"
"8710000US3613485","ZCTA5 13485, New York","16","0","16","0"
"8710000US3613486","ZCTA5 13486, New York","0","0","0","0"
"8710000US3613488","ZCTA5 13488, New York","0","0","0","0"
"8710000US3613489","ZCTA5 13489, New York","0","0","0","0"
"8710000US3613490","ZCTA5 13490, New York","0","0","0","0"
"8710000US3613491","ZCTA5 13491, New York","9","1","0","8"
"8710000US3613492","ZCTA5 13492, New York","16","4","2","10"
"8710000US3613493","ZCTA5 13493, New York","10","0","4","6"
"8710000US3613494","ZCTA5 13494, New York","3","1","2","0"
"8710000US3613495","ZCTA5 13495, New York","3","0","0","3"
"8710000US3613501","ZCTA5 13501, New York","105","12","6","87"
"8710000US3613502","ZCTA5 13502, New York","82","24","9","49"
"8710000US3613601","ZCTA5 13601, New York","213","73","20","120"
"8710000US3613602","ZCTA5 13602, New York","1","0","0","1"
"8710000US3613603","ZCTA5 13603, New York","78","0","0","78"
"8710000US3613605","ZCTA5 13605, New York","11","7","3","1"
"8710000US3613606","ZCTA5 13606, New York","4","4","0","0"
"8710000US3613607","ZCTA5 13607, New York","7","0","0","7"
"8710000US3613608","ZCTA5 13608, New York","0","0","0","0"
"8710000US3613612","ZCTA5 13612, New York","10","7","3","0"
"8710000US3613613","ZCTA5 13613, New York","38","12","3","23"
"8710000US3613614","ZCTA5 13614, New York","0","0","0","0"
"8710000US3613615","ZCTA5 13615, New York","2","0","0","2"
"8710000US3613616","ZCTA5 13616, New York","8","0","0","8"
"8710000US3613617","ZCTA5 13617, New York","21","7","2","12"
"8710000US3613618","ZCTA5 13618, New York","0","0","0","0"
"8710000US3613619","ZCTA5 13619, New York","50","17","9","24"
"8710000US3613620","ZCTA5 13620, New York","4","2","2","0"
"8710000US3613621","ZCTA5 13621, New York","4","0","4","0"
"8710000US3613622","ZCTA5 13622, New York","8","6","0","2"
"8710000US3613623","ZCTA5 13623, New York","0","0","0","0"
"8710000US3613624","ZCTA5 13624, New York","11","0","0","11"
"8710000US3613625","ZCTA5 13625, New York","5","2","0","3"
"8710000US3613626","ZCTA5 13626, New York","3","0","0","3"
"8710000US3613628","ZCTA5 13628, New York","3","0","3","0"
"8710000US3613630","ZCTA5 13630, New York","0","0","0","0"
"8710000US3613633","ZCTA5 13633, New York","0","0","0","0"
"8710000US3613634","ZCTA5 13634, New York","16","11","1","4"
"8710000US3613635","ZCTA5 13635, New York","2","0","2","0"
"8710000US3613636","ZCTA5 13636, New York","0","0","0","0"
"8710000US3613637","ZCTA5 13637, New York","18","0","3","15"
"8710000US3613638","ZCTA5 13638, New York","0","0","0","0"
"8710000US3613639","ZCTA5 13639, New York","3","3","0","0"
"8710000US3613640","ZCTA5 13640, New York","0","0","0","0"
"8710000US3613641","ZCTA5 13641, New York","0","0","0","0"
"8710000US3613642","ZCTA5 13642, New York","45","10","11","24"
"8710000US3613643","ZCTA5 13643, New York","2","0","0","2"
"8710000US3613646","ZCTA5 13646, New York","20","12","5","3"
"8710000US3613647","ZCTA5 13647, New York","0","0","0","0"
"8710000US3613648","ZCTA5 13648, New York","5","3","1","1"
"8710000US3613650","ZCTA5 13650, New York","4","2","2","0"
"8710000US3613651","ZCTA5 13651, New York","0","0","0","0"
"8710000US3613652","ZCTA5 13652, New York","10","3","7","0"
"8710000US3613654","ZCTA5 13654, New York","9","0","5","4"
"8710000US3613655","ZCTA5 13655, New York","3320","1021","1581","718"
"8710000US3613656","ZCTA5 13656, New York","12","0","3","9"
"8710000US3613658","ZCTA5 13658, New York","9","7","2","0"
"8710000US3613659","ZCTA5 13659, New York","0","0","0","0"
"8710000US3613660","ZCTA5 13660, New York","0","0","0","0"
"8710000US3613661","ZCTA5 13661, New York","0","0","0","0"
"8710000US3613662","ZCTA5 13662, New York","445","198","44","203"
"8710000US3613664","ZCTA5 13664, New York","2","0","0","2"
"8710000US3613665","ZCTA5 13665, New York","13","5","4","4"
"8710000US3613666","ZCTA5 13666, New York","1","0","1","0"
"8710000US3613667","ZCTA5 13667, New York","28","4","15","9"
"8710000US3613668","ZCTA5 13668, New York","16","14","1","1"
"8710000US3613669","ZCTA5 13669, New York","137","58","22","57"
"8710000US3613670","ZCTA5 13670, New York","5","0","5","0"
"8710000US3613672","ZCTA5 13672, New York","2","0","2","0"
"8710000US3613673","ZCTA5 13673, New York","19","13","3","3"
"8710000US3613674","ZCTA5 13674, New York","0","0","0","0"
"8710000US3613675","ZCTA5 13675, New York","4","0","4","0"
"8710000US3613676","ZCTA5 13676, New York","47","14","3","30"
"8710000US3613677","ZCTA5 13677, New York","0","0","0","0"
"8710000US3613678","ZCTA5 13678, New York","4","0","0","4"
"8710000US3613679","ZCTA5 13679, New York","9","3","0","6"
"8710000US3613680","ZCTA5 13680, New York","0","0","0","0"
"8710000US3613681","ZCTA5 13681, New York","1","0","1","0"
"8710000US3613682","ZCTA5 13682, New York","2","2","0","0"
"8710000US3613684","ZCTA5 13684, New York","7","2","0","5"
"8710000US3613685","ZCTA5 13685, New York","12","6","2","4"
"8710000US3613687","ZCTA5 13687, New York","0","0","0","0"
"8710000US3613690","ZCTA5 13690, New York","1","1","0","0"
"8710000US3613691","ZCTA5 13691, New York","24","13","1","10"
"8710000US3613692","ZCTA5 13692, New York","0","0","0","0"
"8710000US3613693","ZCTA5 13693, New York","0","0","0","0"
"8710000US3613694","ZCTA5 13694, New York","21","11","1","9"
"8710000US3613695","ZCTA5 13695, New York","1","1","0","0"
"8710000US3613696","ZCTA5 13696, New York","0","0","0","0"
"8710000US3613697","ZCTA5 13697, New York","24","5","12","7"
"8710000US3613730","ZCTA5 13730, New York","25","20","5","0"
