"GEO_ID","id",
"NAME","Geographic Area Name",
"H011C001","Population in occupied housing units",
"H011C002","Population in occupied housing units!!Owned with a mortgage or a loan",
"H011C003","Population in occupied housing units!!Owned free and clear",
"H011C004","Population in occupied housing units!!Renter occupied",
