"GEO_ID","NAME","H011I001","H011I002","H011I003","H011I004"
"id","Geographic Area Name","Population in occupied housing units","Population in occupied housing units!!Owned with a mortgage or a loan","Population in occupied housing units!!Owned free and clear","Population in occupied housing units!!Renter occupied"
"8710000US3612583","ZCTA5 12583, New York","2134","1146","376","612"
"8710000US3612585","ZCTA5 12585, New York","789","539","135","115"
"8710000US3612586","ZCTA5 12586, New York","9592","5987","1463","2142"
"8710000US3612589","ZCTA5 12589, New York","10771","7152","1841","1778"
"8710000US3612590","ZCTA5 12590, New York","26411","16729","4751","4931"
"8710000US3612592","ZCTA5 12592, New York","1149","562","264","323"
"8710000US3612594","ZCTA5 12594, New York","3347","2148","509","690"
"8710000US3612601","ZCTA5 12601, New York","19561","8807","3187","7567"
"8710000US3612603","ZCTA5 12603, New York","30309","19328","5937","5044"
"8710000US3612604","ZCTA5 12604, New York","4","0","4","0"
"8710000US3612701","ZCTA5 12701, New York","5603","2211","1261","2131"
"8710000US3612719","ZCTA5 12719, New York","995","538","270","187"
"8710000US3612720","ZCTA5 12720, New York","149","75","45","29"
"8710000US3612721","ZCTA5 12721, New York","5765","3595","1209","961"
"8710000US3612722","ZCTA5 12722, New York","144","72","54","18"
"8710000US3612723","ZCTA5 12723, New York","1319","585","473","261"
"8710000US3612724","ZCTA5 12724, New York","227","130","79","18"
"8710000US3612725","ZCTA5 12725, New York","253","93","76","84"
"8710000US3612726","ZCTA5 12726, New York","1073","524","352","197"
"8710000US3612729","ZCTA5 12729, New York","1631","780","398","453"
"8710000US3612732","ZCTA5 12732, New York","738","418","187","133"
"8710000US3612733","ZCTA5 12733, New York","736","112","89","535"
"8710000US3612734","ZCTA5 12734, New York","620","271","200","149"
"8710000US3612736","ZCTA5 12736, New York","107","42","52","13"
"8710000US3612737","ZCTA5 12737, New York","1737","1038","402","297"
"8710000US3612738","ZCTA5 12738, New York","259","145","59","55"
"8710000US3612740","ZCTA5 12740, New York","1762","888","535","339"
"8710000US3612741","ZCTA5 12741, New York","331","146","67","118"
"8710000US3612742","ZCTA5 12742, New York","135","39","42","54"
"8710000US3612743","ZCTA5 12743, New York","367","182","83","102"
"8710000US3612745","ZCTA5 12745, New York","177","74","38","65"
"8710000US3612746","ZCTA5 12746, New York","815","517","149","149"
"8710000US3612747","ZCTA5 12747, New York","1132","536","298","298"
"8710000US3612748","ZCTA5 12748, New York","1864","945","511","408"
"8710000US3612749","ZCTA5 12749, New York","261","94","89","78"
"8710000US3612750","ZCTA5 12750, New York","183","85","59","39"
"8710000US3612751","ZCTA5 12751, New York","812","229","88","495"
"8710000US3612752","ZCTA5 12752, New York","231","107","51","73"
"8710000US3612754","ZCTA5 12754, New York","4705","1879","1088","1738"
"8710000US3612758","ZCTA5 12758, New York","3519","1598","1101","820"
"8710000US3612759","ZCTA5 12759, New York","1163","484","352","327"
"8710000US3612760","ZCTA5 12760, New York","446","173","198","75"
"8710000US3612762","ZCTA5 12762, New York","404","196","102","106"
"8710000US3612763","ZCTA5 12763, New York","754","413","227","114"
"8710000US3612764","ZCTA5 12764, New York","1586","857","471","258"
"8710000US3612765","ZCTA5 12765, New York","839","475","198","166"
"8710000US3612766","ZCTA5 12766, New York","408","216","105","87"
"8710000US3612767","ZCTA5 12767, New York","123","57","39","27"
"8710000US3612768","ZCTA5 12768, New York","898","450","265","183"
"8710000US3612769","ZCTA5 12769, New York","204","112","54","38"
"8710000US3612770","ZCTA5 12770, New York","269","156","65","48"
"8710000US3612771","ZCTA5 12771, New York","11955","5864","2091","4000"
"8710000US3612775","ZCTA5 12775, New York","1795","1094","421","280"
"8710000US3612776","ZCTA5 12776, New York","1933","866","726","341"
"8710000US3612777","ZCTA5 12777, New York","680","391","183","106"
"8710000US3612778","ZCTA5 12778, New York","571","279","220","72"
"8710000US3612779","ZCTA5 12779, New York","915","321","160","434"
"8710000US3612780","ZCTA5 12780, New York","2095","1168","630","297"
"8710000US3612781","ZCTA5 12781, New York","288","149","61","78"
"8710000US3612783","ZCTA5 12783, New York","1221","552","387","282"
"8710000US3612784","ZCTA5 12784, New York","74","26","9","39"
"8710000US3612785","ZCTA5 12785, New York","887","565","190","132"
"8710000US3612786","ZCTA5 12786, New York","565","284","173","108"
"8710000US3612787","ZCTA5 12787, New York","355","150","105","100"
"8710000US3612788","ZCTA5 12788, New York","1800","880","466","454"
"8710000US3612789","ZCTA5 12789, New York","1218","545","222","451"
"8710000US3612790","ZCTA5 12790, New York","3933","2012","1017","904"
"8710000US3612791","ZCTA5 12791, New York","682","302","205","175"
"8710000US3612792","ZCTA5 12792, New York","305","173","70","62"
"8710000US3612801","ZCTA5 12801, New York","13795","6020","1580","6195"
"8710000US3612803","ZCTA5 12803, New York","7321","4486","1240","1595"
"8710000US3612804","ZCTA5 12804, New York","25391","14796","5089","5506"
"8710000US3612808","ZCTA5 12808, New York","299","113","173","13"
"8710000US3612809","ZCTA5 12809, New York","3325","1940","940","445"
"8710000US3612810","ZCTA5 12810, New York","607","341","201","65"
"8710000US3612811","ZCTA5 12811, New York","127","37","59","31"
"8710000US3612812","ZCTA5 12812, New York","148","66","55","27"
"8710000US3612814","ZCTA5 12814, New York","1527","743","458","326"
"8710000US3612815","ZCTA5 12815, New York","845","343","329","173"
"8710000US3612816","ZCTA5 12816, New York","4440","2331","1119","990"
"8710000US3612817","ZCTA5 12817, New York","2223","1141","736","346"
"8710000US3612819","ZCTA5 12819, New York","383","168","113","102"
"8710000US3612821","ZCTA5 12821, New York","313","171","89","53"
"8710000US3612822","ZCTA5 12822, New York","5987","3257","1307","1423"
"8710000US3612823","ZCTA5 12823, New York","236","143","79","14"
"8710000US3612824","ZCTA5 12824, New York","872","506","249","117"
"8710000US3612827","ZCTA5 12827, New York","3749","2295","943","511"
"8710000US3612828","ZCTA5 12828, New York","9007","4993","2119","1895"
"8710000US3612831","ZCTA5 12831, New York","16216","11344","2331","2541"
"8710000US3612832","ZCTA5 12832, New York","6858","3558","1518","1782"
"8710000US3612833","ZCTA5 12833, New York","4257","2726","981","550"
"8710000US3612834","ZCTA5 12834, New York","6378","3756","1358","1264"
"8710000US3612835","ZCTA5 12835, New York","2507","1266","783","458"
"8710000US3612836","ZCTA5 12836, New York","572","285","235","52"
"8710000US3612837","ZCTA5 12837, New York","839","469","220","150"
"8710000US3612838","ZCTA5 12838, New York","598","339","124","135"
"8710000US3612839","ZCTA5 12839, New York","12970","6351","2010","4609"
"8710000US3612841","ZCTA5 12841, New York","77","19","50","8"
"8710000US3612842","ZCTA5 12842, New York","1118","472","441","205"
"8710000US3612843","ZCTA5 12843, New York","588","290","202","96"
"8710000US3612844","ZCTA5 12844, New York","180","86","59","35"
"8710000US3612845","ZCTA5 12845, New York","4536","2354","1079","1103"
"8710000US3612846","ZCTA5 12846, New York","3174","1705","833","636"
"8710000US3612847","ZCTA5 12847, New York","557","222","224","111"
"8710000US3612849","ZCTA5 12849, New York","369","216","125","28"
"8710000US3612850","ZCTA5 12850, New York","2727","1855","520","352"
"8710000US3612851","ZCTA5 12851, New York","350","167","128","55"
"8710000US3612852","ZCTA5 12852, New York","425","176","190","59"
"8710000US3612853","ZCTA5 12853, New York","1654","742","532","380"
"8710000US3612855","ZCTA5 12855, New York","255","118","112","25"
"8710000US3612856","ZCTA5 12856, New York","187","85","79","23"
"8710000US3612857","ZCTA5 12857, New York","485","240","196","49"
"8710000US3612858","ZCTA5 12858, New York","59","31","28","0"
"8710000US3612859","ZCTA5 12859, New York","2172","1397","483","292"
"8710000US3612860","ZCTA5 12860, New York","715","372","233","110"
"8710000US3612861","ZCTA5 12861, New York","603","312","205","86"
"8710000US3612862","ZCTA5 12862, New York","17","15","0","2"
"8710000US3612863","ZCTA5 12863, New York","524","330","122","72"
"8710000US3612864","ZCTA5 12864, New York","34","19","9","6"
"8710000US3612865","ZCTA5 12865, New York","3503","1885","960","658"
"8710000US3612866","ZCTA5 12866, New York","32134","17269","5733","9132"
"8710000US3612870","ZCTA5 12870, New York","1454","598","493","363"
"8710000US3612871","ZCTA5 12871, New York","3854","2121","777","956"
"8710000US3612872","ZCTA5 12872, New York","29","8","17","4"
"8710000US3612873","ZCTA5 12873, New York","703","378","245","80"
"8710000US3612874","ZCTA5 12874, New York","140","66","62","12"
"8710000US3612878","ZCTA5 12878, New York","682","272","282","128"
"8710000US3612883","ZCTA5 12883, New York","4744","2314","1328","1102"
"8710000US3612884","ZCTA5 12884, New York","460","262","112","86"
"8710000US3612885","ZCTA5 12885, New York","4469","2208","1122","1139"
"8710000US3612886","ZCTA5 12886, New York","255","120","95","40"
"8710000US3612887","ZCTA5 12887, New York","4771","2251","1222","1298"
"8710000US3612901","ZCTA5 12901, New York","27871","11504","5313","11054"
"8710000US3612903","ZCTA5 12903, New York","1147","497","204","446"
"8710000US3612910","ZCTA5 12910, New York","1699","888","546","265"
"8710000US3612911","ZCTA5 12911, New York","36","25","6","5"
"8710000US3612912","ZCTA5 12912, New York","1949","920","611","418"
"8710000US3612913","ZCTA5 12913, New York","1109","536","359","214"
"8710000US3612914","ZCTA5 12914, New York","858","293","429","136"
"8710000US3612916","ZCTA5 12916, New York","2096","960","736","400"
"8710000US3612917","ZCTA5 12917, New York","1373","774","392","207"
"8710000US3612918","ZCTA5 12918, New York","2347","1426","598","323"
"8710000US3612919","ZCTA5 12919, New York","2919","1497","839","583"
"8710000US3612920","ZCTA5 12920, New York","2574","1309","759","506"
"8710000US3612921","ZCTA5 12921, New York","2337","1298","587","452"
"8710000US3612922","ZCTA5 12922, New York","63","22","37","4"
"8710000US3612923","ZCTA5 12923, New York","610","284","216","110"
"8710000US3612924","ZCTA5 12924, New York","157","85","53","19"
"8710000US3612926","ZCTA5 12926, New York","2135","1063","668","404"
"8710000US3612927","ZCTA5 12927, New York","218","97","96","25"
"8710000US3612928","ZCTA5 12928, New York","1977","862","705","410"
"8710000US3612929","ZCTA5 12929, New York","1087","491","249","347"
"8710000US3612930","ZCTA5 12930, New York","616","306","243","67"
"8710000US3612932","ZCTA5 12932, New York","1117","494","373","250"
"8710000US3612933","ZCTA5 12933, New York","17","7","4","6"
"8710000US3612934","ZCTA5 12934, New York","1048","530","348","170"
"8710000US3612935","ZCTA5 12935, New York","1612","800","505","307"
"8710000US3612936","ZCTA5 12936, New York","589","287","204","98"
"8710000US3612937","ZCTA5 12937, New York","1322","546","554","222"
"8710000US3612939","ZCTA5 12939, New York","197","97","53","47"
"8710000US3612941","ZCTA5 12941, New York","1386","866","371","149"
"8710000US3612942","ZCTA5 12942, New York","637","288","241","108"
"8710000US3612943","ZCTA5 12943, New York","451","203","156","92"
"8710000US3612944","ZCTA5 12944, New York","3939","1981","1028","930"
"8710000US3612945","ZCTA5 12945, New York","616","361","182","73"
"8710000US3612946","ZCTA5 12946, New York","4939","2204","1135","1600"
"8710000US3612950","ZCTA5 12950, New York","844","459","227","158"
"8710000US3612952","ZCTA5 12952, New York","528","177","264","87"
"8710000US3612953","ZCTA5 12953, New York","10748","4773","2711","3264"
"8710000US3612955","ZCTA5 12955, New York","368","174","134","60"
"8710000US3612956","ZCTA5 12956, New York","1113","554","356","203"
"8710000US3612957","ZCTA5 12957, New York","1670","636","643","391"
"8710000US3612958","ZCTA5 12958, New York","1885","1117","492","276"
"8710000US3612959","ZCTA5 12959, New York","1342","700","435","207"
"8710000US3612960","ZCTA5 12960, New York","1123","556","401","166"
"8710000US3612961","ZCTA5 12961, New York","178","74","83","21"
"8710000US3612962","ZCTA5 12962, New York","5363","3245","1240","878"
"8710000US3612964","ZCTA5 12964, New York","159","82","43","34"
"8710000US3612965","ZCTA5 12965, New York","507","244","177","86"
"8710000US3612966","ZCTA5 12966, New York","2823","1528","862","433"
"8710000US3612967","ZCTA5 12967, New York","1190","641","375","174"
"8710000US3612969","ZCTA5 12969, New York","409","196","187","26"
"8710000US3612970","ZCTA5 12970, New York","287","120","84","83"
"8710000US3612972","ZCTA5 12972, New York","6078","3681","1465","932"
"8710000US3612973","ZCTA5 12973, New York","187","88","66","33"
"8710000US3612974","ZCTA5 12974, New York","1539","613","474","452"
"8710000US3612975","ZCTA5 12975, New York","256","130","62","64"
"8710000US3612976","ZCTA5 12976, New York","259","120","102","37"
"8710000US3612977","ZCTA5 12977, New York","114","49","37","28"
"8710000US3612978","ZCTA5 12978, New York","385","222","110","53"
"8710000US3612979","ZCTA5 12979, New York","2233","965","482","786"
"8710000US3612980","ZCTA5 12980, New York","1263","457","560","246"
"8710000US3612981","ZCTA5 12981, New York","2193","1132","766","295"
"8710000US3612983","ZCTA5 12983, New York","6961","2980","1252","2729"
"8710000US3612985","ZCTA5 12985, New York","1046","578","292","176"
"8710000US3612986","ZCTA5 12986, New York","5408","2704","1269","1435"
"8710000US3612987","ZCTA5 12987, New York","186","104","67","15"
"8710000US3612989","ZCTA5 12989, New York","990","529","366","95"
"8710000US3612992","ZCTA5 12992, New York","4655","2615","1343","697"
"8710000US3612993","ZCTA5 12993, New York","1564","720","530","314"
"8710000US3612996","ZCTA5 12996, New York","2049","959","710","380"
"8710000US3612997","ZCTA5 12997, New York","1212","650","307","255"
"8710000US3612998","ZCTA5 12998, New York","511","232","151","128"
"8710000US3613020","ZCTA5 13020, New York","130","88","24","18"
"8710000US3613021","ZCTA5 13021, New York","36072","17500","7220","11352"
"8710000US3613024","ZCTA5 13024, New York","0","0","0","0"
"8710000US3613026","ZCTA5 13026, New York","1452","679","481","292"
"8710000US3613027","ZCTA5 13027, New York","30116","19372","4603","6141"
"8710000US3613028","ZCTA5 13028, New York","1320","738","406","176"
"8710000US3613029","ZCTA5 13029, New York","6848","4657","1067","1124"
"8710000US3613030","ZCTA5 13030, New York","3764","2386","816","562"
"8710000US3613031","ZCTA5 13031, New York","14722","9318","3178","2226"
"8710000US3613032","ZCTA5 13032, New York","12336","6938","2478","2920"
"8710000US3613033","ZCTA5 13033, New York","3478","2225","817","436"
"8710000US3613034","ZCTA5 13034, New York","1969","1155","521","293"
"8710000US3613035","ZCTA5 13035, New York","7613","4964","1544","1105"
"8710000US3613036","ZCTA5 13036, New York","8495","5057","1842","1596"
"8710000US3613037","ZCTA5 13037, New York","8527","5257","1695","1575"
"8710000US3613039","ZCTA5 13039, New York","16637","12517","2362","1758"
"8710000US3613040","ZCTA5 13040, New York","2657","1430","730","497"
"8710000US3613041","ZCTA5 13041, New York","9454","7470","1259","725"
"8710000US3613042","ZCTA5 13042, New York","2313","1365","587","361"
"8710000US3613044","ZCTA5 13044, New York","2481","1535","594","352"
"8710000US3613045","ZCTA5 13045, New York","25008","11074","4171","9763"
"8710000US3613051","ZCTA5 13051, New York","141","77","35","29"
"8710000US3613052","ZCTA5 13052, New York","1648","871","466","311"
"8710000US3613053","ZCTA5 13053, New York","4586","2338","875","1373"
"8710000US3613054","ZCTA5 13054, New York","1551","976","358","217"
"8710000US3613057","ZCTA5 13057, New York","13977","8040","3167","2770"
"8710000US3613060","ZCTA5 13060, New York","2686","1471","838","377"
"8710000US3613061","ZCTA5 13061, New York","1023","694","212","117"
"8710000US3613062","ZCTA5 13062, New York","164","44","38","82"
"8710000US3613063","ZCTA5 13063, New York","1823","1239","358","226"
"8710000US3613064","ZCTA5 13064, New York","64","29","33","2"
"8710000US3613066","ZCTA5 13066, New York","11341","7091","2664","1586"
"8710000US3613068","ZCTA5 13068, New York","4897","2662","1027","1208"
"8710000US3613069","ZCTA5 13069, New York","23894","11677","5012","7205"
"8710000US3613071","ZCTA5 13071, New York","993","468","304","221"
"8710000US3613072","ZCTA5 13072, New York","935","535","274","126"
"8710000US3613073","ZCTA5 13073, New York","6077","3665","1257","1155"
"8710000US3613074","ZCTA5 13074, New York","4359","2387","1125","847"
"8710000US3613076","ZCTA5 13076, New York","2370","1672","478","220"
"8710000US3613077","ZCTA5 13077, New York","6533","3692","1489","1352"
"8710000US3613078","ZCTA5 13078, New York","8172","5346","1900","926"
"8710000US3613080","ZCTA5 13080, New York","3545","2289","693","563"
"8710000US3613081","ZCTA5 13081, New York","1111","583","359","169"
"8710000US3613082","ZCTA5 13082, New York","4759","2762","1349","648"
"8710000US3613083","ZCTA5 13083, New York","1773","923","499","351"
"8710000US3613084","ZCTA5 13084, New York","4176","2581","928","667"
"8710000US3613087","ZCTA5 13087, New York","165","96","53","16"
"8710000US3613088","ZCTA5 13088, New York","19472","9638","3660","6174"
"8710000US3613090","ZCTA5 13090, New York","26840","17084","4137","5619"
"8710000US3613092","ZCTA5 13092, New York","2512","1427","676","409"
"8710000US3613101","ZCTA5 13101, New York","2426","1350","570","506"
"8710000US3613102","ZCTA5 13102, New York","83","39","13","31"
"8710000US3613103","ZCTA5 13103, New York","314","98","157","59"
"8710000US3613104","ZCTA5 13104, New York","14183","9499","2600","2084"
"8710000US3613108","ZCTA5 13108, New York","5999","3838","1319","842"
"8710000US3613110","ZCTA5 13110, New York","2304","1561","536","207"
"8710000US3613111","ZCTA5 13111, New York","1652","889","484","279"
"8710000US3613112","ZCTA5 13112, New York","1919","1308","500","111"
"8710000US3613113","ZCTA5 13113, New York","279","181","54","44"
"8710000US3613114","ZCTA5 13114, New York","6152","3468","1501","1183"
"8710000US3613115","ZCTA5 13115, New York","209","111","51","47"
"8710000US3613116","ZCTA5 13116, New York","3243","2029","539","675"
"8710000US3613117","ZCTA5 13117, New York","186","90","57","39"
"8710000US3613118","ZCTA5 13118, New York","5210","2913","1335","962"
"8710000US3613120","ZCTA5 13120, New York","1570","951","380","239"
"8710000US3613122","ZCTA5 13122, New York","1136","734","222","180"
"8710000US3613123","ZCTA5 13123, New York","310","226","54","30"
"8710000US3613124","ZCTA5 13124, New York","124","67","42","15"
"8710000US3613126","ZCTA5 13126, New York","30953","14701","6265","9987"
"8710000US3613131","ZCTA5 13131, New York","3784","2194","1024","566"
"8710000US3613132","ZCTA5 13132, New York","4120","2442","1182","496"
"8710000US3613134","ZCTA5 13134, New York","101","50","13","38"
"8710000US3613135","ZCTA5 13135, New York","6387","3721","1158","1508"
"8710000US3613136","ZCTA5 13136, New York","519","263","181","75"
"8710000US3613138","ZCTA5 13138, New York","57","35","9","13"
"8710000US3613140","ZCTA5 13140, New York","4370","2304","1231","835"
"8710000US3613141","ZCTA5 13141, New York","579","244","189","146"
"8710000US3613142","ZCTA5 13142, New York","6271","3308","1401","1562"
"8710000US3613143","ZCTA5 13143, New York","2506","1388","713","405"
"8710000US3613144","ZCTA5 13144, New York","1407","695","390","322"
"8710000US3613145","ZCTA5 13145, New York","1873","928","501","444"
"8710000US3613146","ZCTA5 13146, New York","2315","1231","722","362"
"8710000US3613147","ZCTA5 13147, New York","1186","652","350","184"
"8710000US3613148","ZCTA5 13148, New York","10054","5099","2178","2777"
"8710000US3613152","ZCTA5 13152, New York","7781","4876","1977","928"
"8710000US3613153","ZCTA5 13153, New York","380","228","72","80"
"8710000US3613155","ZCTA5 13155, New York","636","302","202","132"
"8710000US3613156","ZCTA5 13156, New York","1943","1035","638","270"
"8710000US3613157","ZCTA5 13157, New York","686","324","195","167"
"8710000US3613158","ZCTA5 13158, New York","1772","884","501","387"
"8710000US3613159","ZCTA5 13159, New York","4971","3083","1166","722"
"8710000US3613160","ZCTA5 13160, New York","1894","1092","488","314"
"8710000US3613162","ZCTA5 13162, New York","371","203","106","62"
"8710000US3613163","ZCTA5 13163, New York","321","180","79","62"
"8710000US3613164","ZCTA5 13164, New York","2221","1588","376","257"
"8710000US3613165","ZCTA5 13165, New York","10027","5339","2365","2323"
"8710000US3613166","ZCTA5 13166, New York","5493","3112","1510","871"
"8710000US3613167","ZCTA5 13167, New York","3297","2108","753","436"
"8710000US3613202","ZCTA5 13202, New York","1068","59","42","967"
"8710000US3613203","ZCTA5 13203, New York","9125","2471","1129","5525"
"8710000US3613204","ZCTA5 13204, New York","10706","2559","1404","6743"
"8710000US3613205","ZCTA5 13205, New York","5981","2579","1170","2232"
"8710000US3613206","ZCTA5 13206, New York","12671","5628","2299","4744"
"8710000US3613207","ZCTA5 13207, New York","6931","4084","1304","1543"
"8710000US3613208","ZCTA5 13208, New York","14478","5215","2396","6867"
"8710000US3613209","ZCTA5 13209, New York","12399","6209","2817","3373"
"8710000US3613210","ZCTA5 13210, New York","11022","2884","935","7203"
"8710000US3613211","ZCTA5 13211, New York","5865","3151","1012","1702"
"8710000US3613212","ZCTA5 13212, New York","19069","10908","4162","3999"
"8710000US3613214","ZCTA5 13214, New York","5599","3480","1258","861"
"8710000US3613215","ZCTA5 13215, New York","13223","8946","2664","1613"
"8710000US3613219","ZCTA5 13219, New York","14294","8989","3609","1696"
"8710000US3613224","ZCTA5 13224, New York","4457","2571","1004","882"
"8710000US3613290","ZCTA5 13290, New York","0","0","0","0"
"8710000US3613301","ZCTA5 13301, New York","95","50","38","7"
"8710000US3613302","ZCTA5 13302, New York","1554","769","486","299"
"8710000US3613303","ZCTA5 13303, New York","1130","618","348","164"
"8710000US3613304","ZCTA5 13304, New York","1640","937","474","229"
"8710000US3613305","ZCTA5 13305, New York","284","152","70","62"
"8710000US3613308","ZCTA5 13308, New York","3547","1891","1025","631"
"8710000US3613309","ZCTA5 13309, New York","5687","2814","1682","1191"
"8710000US3613310","ZCTA5 13310, New York","618","307","165","146"
"8710000US3613312","ZCTA5 13312, New York","331","130","144","57"
"8710000US3613313","ZCTA5 13313, New York","506","189","214","103"
"8710000US3613314","ZCTA5 13314, New York","434","211","165","58"
"8710000US3613315","ZCTA5 13315, New York","1389","788","441","160"
"8710000US3613316","ZCTA5 13316, New York","6297","3412","1581","1304"
"8710000US3613317","ZCTA5 13317, New York","3591","1783","942","866"
"8710000US3613318","ZCTA5 13318, New York","1274","759","369","146"
"8710000US3613319","ZCTA5 13319, New York","1010","427","213","370"
"8710000US3613320","ZCTA5 13320, New York","1969","967","650","352"
"8710000US3613321","ZCTA5 13321, New York","1008","363","301","344"
"8710000US3613322","ZCTA5 13322, New York","1050","593","283","174"
"8710000US3613323","ZCTA5 13323, New York","8918","4830","2176","1912"
"8710000US3613324","ZCTA5 13324, New York","2101","1083","719","299"
"8710000US3613325","ZCTA5 13325, New York","858","392","369","97"
"8710000US3613326","ZCTA5 13326, New York","5051","2329","1503","1219"
"8710000US3613327","ZCTA5 13327, New York","2003","872","766","365"
"8710000US3613328","ZCTA5 13328, New York","1244","687","352","205"
"8710000US3613329","ZCTA5 13329, New York","3733","1768","1014","951"
"8710000US3613331","ZCTA5 13331, New York","188","67","92","29"
"8710000US3613332","ZCTA5 13332, New York","2398","1292","650","456"
"8710000US3613333","ZCTA5 13333, New York","54","15","37","2"
"8710000US3613334","ZCTA5 13334, New York","1334","715","350","269"
"8710000US3613335","ZCTA5 13335, New York","1486","814","442","230"
"8710000US3613337","ZCTA5 13337, New York","769","444","220","105"
"8710000US3613338","ZCTA5 13338, New York","1182","529","464","189"
"8710000US3613339","ZCTA5 13339, New York","6722","3202","2043","1477"
"8710000US3613340","ZCTA5 13340, New York","8026","4199","2212","1615"
"8710000US3613341","ZCTA5 13341, New York","100","65","32","3"
"8710000US3613342","ZCTA5 13342, New York","160","93","57","10"
"8710000US3613343","ZCTA5 13343, New York","1638","824","554","260"
"8710000US3613345","ZCTA5 13345, New York","177","88","59","30"
"8710000US3613346","ZCTA5 13346, New York","4246","1905","973","1368"
"8710000US3613348","ZCTA5 13348, New York","1440","765","360","315"
"8710000US3613350","ZCTA5 13350, New York","8584","3409","2066","3109"
"8710000US3613352","ZCTA5 13352, New York","58","28","24","6"
"8710000US3613353","ZCTA5 13353, New York","84","29","53","2"
"8710000US3613354","ZCTA5 13354, New York","3256","1937","927","392"
"8710000US3613355","ZCTA5 13355, New York","830","481","224","125"
"8710000US3613357","ZCTA5 13357, New York","10545","5348","2121","3076"
"8710000US3613360","ZCTA5 13360, New York","330","175","74","81"
"8710000US3613361","ZCTA5 13361, New York","767","404","218","145"
"8710000US3613362","ZCTA5 13362, New York","60","47","11","2"
"8710000US3613363","ZCTA5 13363, New York","2266","1229","677","360"
"8710000US3613364","ZCTA5 13364, New York","241","151","50","40"
"8710000US3613365","ZCTA5 13365, New York","8564","3837","2317","2410"
"8710000US3613367","ZCTA5 13367, New York","8288","4109","2229","1950"
"8710000US3613368","ZCTA5 13368, New York","1091","485","372","234"
"8710000US3613402","ZCTA5 13402, New York","1487","685","448","354"
"8710000US3613403","ZCTA5 13403, New York","3967","2523","1015","429"
"8710000US3613404","ZCTA5 13404, New York","234","125","78","31"
"8710000US3613406","ZCTA5 13406, New York","720","376","212","132"
"8710000US3613407","ZCTA5 13407, New York","5291","2597","1431","1263"
"8710000US3613408","ZCTA5 13408, New York","2546","1423","466","657"
"8710000US3613409","ZCTA5 13409, New York","2298","1308","613","377"
"8710000US3613410","ZCTA5 13410, New York","228","114","61","53"
"8710000US3613411","ZCTA5 13411, New York","3115","1575","871","669"
"8710000US3613413","ZCTA5 13413, New York","14257","8183","3422","2652"
"8710000US3613415","ZCTA5 13415, New York","73","36","29","8"
"8710000US3613416","ZCTA5 13416, New York","2241","1195","632","414"
"8710000US3613417","ZCTA5 13417, New York","3140","1047","631","1462"
"8710000US3613418","ZCTA5 13418, New York","243","129","78","36"
"8710000US3613420","ZCTA5 13420, New York","1225","550","423","252"
"8710000US3613421","ZCTA5 13421, New York","13087","6591","2251","4245"
"8710000US3613424","ZCTA5 13424, New York","2126","1197","519","410"
"8710000US3613425","ZCTA5 13425, New York","1928","1031","516","381"
"8710000US3613428","ZCTA5 13428, New York","1528","649","566","313"
"8710000US3613431","ZCTA5 13431, New York","2012","1216","576","220"
"8710000US3613433","ZCTA5 13433, New York","1772","727","591","454"
"8710000US3613435","ZCTA5 13435, New York","284","138","94","52"
"8710000US3613436","ZCTA5 13436, New York","108","40","48","20"
"8710000US3613437","ZCTA5 13437, New York","456","227","164","65"
"8710000US3613438","ZCTA5 13438, New York","3748","2016","1172","560"
"8710000US3613439","ZCTA5 13439, New York","3846","1813","1234","799"
"8710000US3613440","ZCTA5 13440, New York","36688","17801","7705","11182"
"8710000US3613441","ZCTA5 13441, New York","9","0","0","9"
"8710000US3613450","ZCTA5 13450, New York","104","50","36","18"
"8710000US3613452","ZCTA5 13452, New York","4417","2014","1381","1022"
"8710000US3613454","ZCTA5 13454, New York","767","383","235","149"
"8710000US3613456","ZCTA5 13456, New York","4055","2394","1074","587"
"8710000US3613459","ZCTA5 13459, New York","2093","1128","489","476"
"8710000US3613460","ZCTA5 13460, New York","4298","2042","1201","1055"
"8710000US3613461","ZCTA5 13461, New York","2992","1758","680","554"
"8710000US3613464","ZCTA5 13464, New York","1171","578","463","130"
"8710000US3613468","ZCTA5 13468, New York","446","223","127","96"
"8710000US3613469","ZCTA5 13469, New York","823","505","187","131"
"8710000US3613470","ZCTA5 13470, New York","690","288","315","87"
"8710000US3613471","ZCTA5 13471, New York","3423","1655","1151","617"
"8710000US3613472","ZCTA5 13472, New York","306","143","108","55"
"8710000US3613473","ZCTA5 13473, New York","740","335","282","123"
"8710000US3613475","ZCTA5 13475, New York","28","9","7","12"
"8710000US3613476","ZCTA5 13476, New York","2921","1615","641","665"
"8710000US3613477","ZCTA5 13477, New York","1420","746","483","191"
"8710000US3613478","ZCTA5 13478, New York","2978","1754","886","338"
"8710000US3613480","ZCTA5 13480, New York","3351","1810","737","804"
"8710000US3613483","ZCTA5 13483, New York","248","124","71","53"
"8710000US3613484","ZCTA5 13484, New York","176","74","68","34"
"8710000US3613485","ZCTA5 13485, New York","1109","556","397","156"
"8710000US3613486","ZCTA5 13486, New York","790","409","245","136"
"8710000US3613488","ZCTA5 13488, New York","95","52","37","6"
"8710000US3613489","ZCTA5 13489, New York","650","325","233","92"
"8710000US3613490","ZCTA5 13490, New York","1304","838","289","177"
"8710000US3613491","ZCTA5 13491, New York","3560","1910","1032","618"
