,MODZCTA,Positive,Total,zcta_cum.perc_pos,Zip,City,State,Latitude,Longitude,geopoint,0,id,Geographic Area Name,Total_RACE,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some Other Race alone,Two or More Races
86,11201.0,387,932,41.52,11201,Brooklyn,NY,40.695285999999996,-73.98907,"40.695286,-73.98907",1495,8710000US3611201,"ZCTA5 11201, New York",51128,34316,7741,154,5036,29,1921,1931
87,11203.0,1085,1657,65.48,11203,Brooklyn,NY,40.649059,-73.93304,"40.649059,-73.93304",1260,8710000US3611203,"ZCTA5 11203, New York",76174,2703,69435,221,956,27,1219,1613
88,11204.0,1163,1880,61.86,11204,Brooklyn,NY,40.618944,-73.98473,"40.618944,-73.98473",1274,8710000US3611204,"ZCTA5 11204, New York",78134,51867,598,141,20594,39,3650,1245
89,11205.0,416,766,54.31,11205,Brooklyn,NY,40.694214,-73.96529,"40.694214,-73.96529",1010,8710000US3611205,"ZCTA5 11205, New York",40366,18437,13899,238,2050,41,4011,1690
90,11206.0,808,1391,58.09,11206,Brooklyn,NY,40.702348,-73.94288,"40.702348,-73.94288",585,8710000US3611206,"ZCTA5 11206, New York",81677,34534,23108,736,4522,52,15393,3332
91,11207.0,1004,1626,61.75,11207,Brooklyn,NY,40.670874,-73.89424,"40.670874,-73.89424",836,8710000US3611207,"ZCTA5 11207, New York",93386,10638,62417,841,1069,127,14606,3688
92,11208.0,1129,1723,65.53,11208,Brooklyn,NY,40.672666,-73.87248000000001,"40.672666,-73.87248",1506,8710000US3611208,"ZCTA5 11208, New York",94469,14798,45147,1131,7878,95,20721,4699
93,11209.0,648,1262,51.35,11209,Brooklyn,NY,40.62327,-74.0295,"40.62327,-74.0295",1672,8710000US3611209,"ZCTA5 11209, New York",68853,53085,1485,201,7957,29,3925,2171
94,11210.0,960,1516,63.32,11210,Brooklyn,NY,40.627946,-73.94552,"40.627946,-73.94552",425,8710000US3611210,"ZCTA5 11210, New York",62008,20648,35821,200,2175,28,1749,1387
95,11211.0,1248,1975,63.19,11211,Brooklyn,NY,40.71209,-73.95427,"40.71209,-73.95427",662,8710000US3611211,"ZCTA5 11211, New York",90117,68534,4496,520,3445,54,10276,2792
96,11212.0,915,1410,64.89,11212,Brooklyn,NY,40.662191,-73.91328,"40.662191,-73.91328",938,8710000US3611212,"ZCTA5 11212, New York",84500,3822,71964,483,606,38,5315,2272
97,11213.0,840,1373,61.18,11213,Brooklyn,NY,40.670937,-73.93459,"40.670937,-73.93459",9,8710000US3611213,"ZCTA5 11213, New York",63767,12493,46454,250,554,22,2414,1580
98,11214.0,829,1437,57.69,11214,Brooklyn,NY,40.598994,-73.99611,"40.598994,-73.99611",949,8710000US3611214,"ZCTA5 11214, New York",88630,51011,1016,281,28657,70,5885,1710
99,11215.0,373,845,44.14,11215,Brooklyn,NY,40.667508000000005,-73.9856,"40.667508,-73.9856",926,8710000US3611215,"ZCTA5 11215, New York",63488,48504,3852,234,4040,31,4046,2781
100,11216.0,408,760,53.68,11216,Brooklyn,NY,40.680398,-73.94824,"40.680398,-73.94824",961,8710000US3611216,"ZCTA5 11216, New York",54316,6920,41543,241,1634,23,2088,1867
101,11217.0,344,640,53.75,11217,Brooklyn,NY,40.68209,-73.97783000000001,"40.68209,-73.97783",40,8710000US3611217,"ZCTA5 11217, New York",35881,21302,8201,162,2184,13,2321,1698
102,11218.0,1015,1672,60.71,11218,Brooklyn,NY,40.644552000000004,-73.97595,"40.644552,-73.97595",191,8710000US3611218,"ZCTA5 11218, New York",75220,43160,7448,460,14052,22,7141,2937
103,11219.0,1725,2561,67.36,11219,Brooklyn,NY,40.632449,-73.99629,"40.632449,-73.99629",1395,8710000US3611219,"ZCTA5 11219, New York",92221,62915,1121,224,20972,54,5437,1498
104,11220.0,844,1328,63.55,11220,Brooklyn,NY,40.641436,-74.01574000000001,"40.641436,-74.01574",160,8710000US3611220,"ZCTA5 11220, New York",99598,30492,2975,1045,41386,27,20069,3604
105,11221.0,683,1139,59.96,11221,Brooklyn,NY,40.691234,-73.92636999999999,"40.691234,-73.92637",807,8710000US3611221,"ZCTA5 11221, New York",78895,13776,44774,825,1629,69,14517,3305
106,11222.0,271,544,49.82,11222,Brooklyn,NY,40.726302000000004,-73.94559,"40.726302,-73.94559",1278,8710000US3611222,"ZCTA5 11222, New York",36934,30855,807,111,1813,19,2306,1023
107,11223.0,960,1692,56.74,11223,Brooklyn,NY,40.598141999999996,-73.97229,"40.598142,-73.97229",969,8710000US3611223,"ZCTA5 11223, New York",78731,52060,3287,288,16631,24,4838,1603
108,11224.0,528,881,59.93,11224,Brooklyn,NY,40.576589,-73.99172,"40.576589,-73.99172",1126,8710000US3611224,"ZCTA5 11224, New York",47621,28255,11802,249,2853,13,3215,1234
109,11225.0,686,1080,63.52,11225,Brooklyn,NY,40.662892,-73.95509,"40.662892,-73.95509",249,8710000US3611225,"ZCTA5 11225, New York",56829,9400,42766,238,850,24,1884,1667
110,11226.0,1089,1669,65.25,11226,Brooklyn,NY,40.645255999999996,-73.95553000000001,"40.645256,-73.95553",1777,8710000US3611226,"ZCTA5 11226, New York",101572,10020,76853,550,3014,40,7839,3256
111,11228.0,378,664,56.93,11228,Brooklyn,NY,40.617563,-74.01168,"40.617563,-74.01168",1646,8710000US3611228,"ZCTA5 11228, New York",41788,28473,284,80,10214,15,2003,719
112,11229.0,860,1514,56.8,11229,Brooklyn,NY,40.599256,-73.94118,"40.599256,-73.94118",1113,8710000US3611229,"ZCTA5 11229, New York",80018,57025,4383,146,14596,15,2407,1446
113,11230.0,1367,2198,62.19,11230,Brooklyn,NY,40.622994,-73.96427,"40.622994,-73.96427",1125,8710000US3611230,"ZCTA5 11230, New York",86408,61656,7239,313,11194,23,4308,1675
114,11231.0,254,524,48.47,11231,Brooklyn,NY,40.6788,-74.00254,"40.6788,-74.00254",492,8710000US3611231,"ZCTA5 11231, New York",33336,22953,5015,178,1413,15,2434,1328
115,11232.0,299,434,68.89,11232,Brooklyn,NY,40.655481,-74.00424,"40.655481,-74.00424",725,8710000US3611232,"ZCTA5 11232, New York",28265,12091,2068,581,4568,28,7270,1659
116,11233.0,648,1056,61.36,11233,Brooklyn,NY,40.676938,-73.91858,"40.676938,-73.91858",1715,8710000US3611233,"ZCTA5 11233, New York",67053,3629,56838,470,575,17,3594,1930
117,11234.0,1260,2061,61.14,11234,Brooklyn,NY,40.618561,-73.9216,"40.618561,-73.9216",325,8710000US3611234,"ZCTA5 11234, New York",87757,41975,37024,252,4109,20,2439,1938
118,11235.0,992,1746,56.82,11235,Brooklyn,NY,40.583803,-73.95019,"40.583803,-73.95019",883,8710000US3611235,"ZCTA5 11235, New York",79132,61763,1727,245,10152,11,3774,1460
119,11236.0,1439,2176,66.13,11236,Brooklyn,NY,40.640527,-73.90361999999999,"40.640527,-73.90362",689,8710000US3611236,"ZCTA5 11236, New York",93877,7015,79835,312,2361,14,2407,1933
120,11237.0,481,715,67.27,11237,Brooklyn,NY,40.703355,-73.91993000000001,"40.703355,-73.91993",641,8710000US3611237,"ZCTA5 11237, New York",49896,18040,5423,696,3457,40,19238,3002
121,11238.0,466,810,57.53,11238,Brooklyn,NY,40.680145,-73.96257,"40.680145,-73.96257",877,8710000US3611238,"ZCTA5 11238, New York",49262,18680,23593,173,2689,33,1842,2252
122,11239.0,275,440,62.5,11239,Brooklyn,NY,40.645848,-73.87919000000001,"40.645848,-73.87919",1718,8710000US3611239,"ZCTA5 11239, New York",13393,4196,7644,54,391,2,727,379
123,11354.0,503,821,61.27,11354,Flushing,NY,40.767969,-73.82496,"40.767969,-73.82496",454,8710000US3611354,"ZCTA5 11354, New York",54878,15375,2105,137,32240,65,3383,1573
124,11355.0,639,1006,63.52,11355,Flushing,NY,40.749463,-73.81940999999999,"40.749463,-73.81941",1772,8710000US3611355,"ZCTA5 11355, New York",85871,14201,2838,234,60867,26,5108,2597
125,11356.0,313,538,58.18,11356,College Point,NY,40.785462,-73.84366,"40.785462,-73.84366",1037,8710000US3611356,"ZCTA5 11356, New York",23438,11938,608,87,6389,7,3515,894
126,11357.0,477,836,57.06,11357,Whitestone,NY,40.784453000000006,-73.80922,"40.784453,-73.80922",967,8710000US3611357,"ZCTA5 11357, New York",39150,29814,376,33,7158,3,1052,714
127,11358.0,319,604,52.81,11358,Flushing,NY,40.760521999999995,-73.79612,"40.760522,-73.79612",275,8710000US3611358,"ZCTA5 11358, New York",37546,18838,414,47,15053,4,2237,953
128,11360.0,184,381,48.29,11360,Bayside,NY,40.780386,-73.78005,"40.780386,-73.78005",930,8710000US3611360,"ZCTA5 11360, New York",18884,13408,289,12,4458,1,424,292
129,11361.0,265,489,54.19,11361,Bayside,NY,40.763177,-73.77391999999999,"40.763177,-73.77392",1258,8710000US3611361,"ZCTA5 11361, New York",28606,15570,1117,23,10120,7,1132,637
130,11362.0,183,371,49.33,11362,Little Neck,NY,40.759686,-73.73321999999999,"40.759686,-73.73322",791,8710000US3611362,"ZCTA5 11362, New York",17823,10136,281,17,6673,2,356,358
131,11363.0,69,144,47.92,11363,Little Neck,NY,40.772636,-73.74644,"40.772636,-73.74644",898,8710000US3611363,"ZCTA5 11363, New York",6988,4419,76,10,2185,0,163,135
132,11364.0,282,521,54.13,11364,Oakland Gardens,NY,40.746718,-73.75994,"40.746718,-73.75994",1780,8710000US3611364,"ZCTA5 11364, New York",34555,15963,786,25,16258,7,817,699
133,11365.0,475,858,55.36,11365,Fresh Meadows,NY,40.738983000000005,-73.79209,"40.738983,-73.79209",26,8710000US3611365,"ZCTA5 11365, New York",42252,17213,3734,121,17605,17,2093,1469
134,11366.0,259,444,58.33,11366,Fresh Meadows,NY,40.726137,-73.79502,"40.726137,-73.79502",321,8710000US3611366,"ZCTA5 11366, New York",13532,6227,859,39,5472,12,533,390
135,11367.0,619,1069,57.9,11367,Flushing,NY,40.728614,-73.82145,"40.728614,-73.82145",664,8710000US3611367,"ZCTA5 11367, New York",41047,24397,4106,106,8570,16,2185,1667
136,11368.0,2510,3198,78.49,11368,Corona,NY,40.747106,-73.85838000000001,"40.747106,-73.85838",1096,8710000US3611368,"ZCTA5 11368, New York",109931,35181,12793,1675,11006,43,42535,6698
137,11369.0,929,1236,75.16,11369,East Elmhurst,NY,40.762854,-73.87051,"40.762854,-73.87051",1066,8710000US3611369,"ZCTA5 11369, New York",38615,13277,7653,444,3411,27,11596,2207
